,from,what,landmark,within,fresno,does,the,tower,theatre,get,its,name,?
(,0.25806233286857605,0.2411840260028839,0.16829344630241394,0.21063244342803955,0.188642680644989,0.2728188931941986,0.33289089798927307,0.19051307439804077,0.1672268509864807,0.2644343078136444,0.1924784928560257,0.2706909477710724,0.40561532974243164
the,0.40150508284568787,0.42745697498321533,0.26586976647377014,0.39827480912208557,0.22571885585784912,0.35928019881248474,1.0,0.2398453801870346,0.25594043731689453,0.29667025804519653,0.559237003326416,0.3171212375164032,0.22068053483963013
name,0.2635002136230469,0.18623162806034088,0.17292644083499908,0.12412691861391068,0.17195947468280792,0.21063627302646637,0.3171212375164032,0.10943169891834259,0.10952837765216827,0.11696000397205353,0.317160964012146,1.0,0.15381577610969543
of,0.4249346852302551,0.33290785551071167,0.22038531303405762,0.39594778418540955,0.1875009983778,0.3119818866252899,0.733189046382904,0.2271278351545334,0.19807180762290955,0.26628199219703674,0.48690423369407654,0.24075818061828613,0.1826142966747284
the,0.40150508284568787,0.42745697498321533,0.26586976647377014,0.39827480912208557,0.22571885585784912,0.35928019881248474,1.0,0.2398453801870346,0.25594043731689453,0.29667025804519653,0.559237003326416,0.3171212375164032,0.22068053483963013
theater,0.1358756572008133,0.1395484209060669,0.23783418536186218,0.10328629612922668,0.2736871838569641,0.14831040799617767,0.2354130744934082,0.1374962031841278,0.7051050662994385,0.11499692499637604,0.19243356585502625,0.11410945653915405,0.12811817228794098
refers,0.2534414827823639,0.200907364487648,0.12915240228176117,0.26550084352493286,0.09504114836454391,0.2934504449367523,0.3041703402996063,0.12498342245817184,0.06501448899507523,0.23935124278068542,0.2564016878604889,0.30829375982284546,0.07924893498420715
to,0.4069952368736267,0.455847829580307,0.17377693951129913,0.34980177879333496,0.22500741481781006,0.4391997456550598,0.535392165184021,0.16907963156700134,0.1744728684425354,0.4388369917869568,0.3691340684890747,0.27806994318962097,0.29463258385658264
a,0.322764128446579,0.3320399522781372,0.24002137780189514,0.3858051896095276,0.22242428362369537,0.38201746344566345,0.5829201340675354,0.1759597510099411,0.2103080451488495,0.27948489785194397,0.4424409866333008,0.26421117782592773,0.23916715383529663
well-known,0.3003884553909302,0.19213207066059113,0.21705149114131927,0.17582888901233673,0.3431764543056488,0.21928639709949493,0.4269336760044098,0.2184663563966751,0.33731597661972046,0.16133907437324524,0.3109295964241028,0.3074535131454468,0.2076386660337448
landmark,0.13983801007270813,0.22080667316913605,1.0,0.24583809077739716,0.20528952777385712,0.09648401290178299,0.26586976647377014,0.3461478650569916,0.256189227104187,0.04441821575164795,0.2311222106218338,0.17292644083499908,0.18481020629405975
water,0.197988361120224,0.17456887662410736,0.13973720371723175,0.2068917453289032,0.2050275355577469,0.29202038049697876,0.297396719455719,0.191095769405365,0.12662941217422485,0.22543855011463165,0.2640035152435303,0.1251494139432907,0.14731885492801666
tower,0.19038443267345428,0.12919922173023224,0.3461478650569916,0.1714264452457428,0.13243645429611206,0.12271039187908173,0.2398453801870346,1.0,0.19530144333839417,0.13693960011005402,0.1954134702682495,0.10943169891834259,0.10395228117704391
",",0.39760664105415344,0.3087472915649414,0.19639146327972412,0.2513136863708496,0.2561432421207428,0.28617382049560547,0.4933079481124878,0.20524810254573822,0.29216358065605164,0.2926318049430847,0.33157986402511597,0.28145334124565125,0.31091248989105225
which,0.38755592703819275,0.5261979103088379,0.22572307288646698,0.43539655208587646,0.14756552875041962,0.39111801981925964,0.6521818041801453,0.2040041834115982,0.17380180954933167,0.3393840193748474,0.5154205560684204,0.2972666025161743,0.25814583897590637
is,0.27355384826660156,0.28837618231773376,0.17858435213565826,0.30135563015937805,0.2127077877521515,0.4403602182865143,0.5823672413825989,0.1400395631790161,0.17514966428279877,0.29207053780555725,0.4447362422943115,0.3359788954257965,0.22961433231830597
actually,0.2830860912799835,0.5747550129890442,0.1497552990913391,0.26285499334335327,0.13092219829559326,0.4771256744861603,0.39964747428894043,0.18992625176906586,0.12060974538326263,0.35300078988075256,0.3583879768848419,0.21748682856559753,0.36036357283592224
in,0.4274188280105591,0.30808621644973755,0.24597838521003723,0.40576374530792236,0.26126348972320557,0.214483380317688,0.6662389636039734,0.22630389034748077,0.26776230335235596,0.24899829924106598,0.3793783485889435,0.2459065467119217,0.20430970191955566
another,0.31349602341651917,0.4190070629119873,0.2166031301021576,0.2561904788017273,0.13304947316646576,0.3363491892814636,0.5019711852073669,0.15675196051597595,0.2074863314628601,0.3407246768474579,0.3607913851737976,0.29026278853416443,0.295511931180954
nearby,0.2209441065788269,0.13611137866973877,0.23923714458942413,0.2903795838356018,0.28090089559555054,0.14950992166996002,0.2903098165988922,0.21576909720897675,0.12146501243114471,0.148272305727005,0.2651444375514984,0.21806104481220245,0.07977716624736786
area,0.24361829459667206,0.21965408325195312,0.22705911099910736,0.34595879912376404,0.21332328021526337,0.13779224455356598,0.37834644317626953,0.16046398878097534,0.1761641949415207,0.19424545764923096,0.31524658203125,0.205547034740448,0.12640461325645447
),0.2672361731529236,0.26259949803352356,0.1762928068637848,0.2227933555841446,0.20478583872318268,0.2575884759426117,0.3456730246543884,0.18986791372299194,0.1977372169494629,0.26274725794792175,0.20629894733428955,0.2638341188430786,0.42300865054130554
.,0.41536515951156616,0.3567904531955719,0.21915630996227264,0.2984525263309479,0.2480216920375824,0.3022993505001068,0.5934505462646484,0.21111081540584564,0.2394188642501831,0.39392393827438354,0.3566088080406189,0.24737101793289185,0.4130953550338745
