,who,is,the,first,administrator,of,the,federal,energy,office,?
in,0.2792111933231354,0.5394441485404968,0.6662389636039734,0.4127444326877594,0.16844739019870758,0.5696388483047485,0.6662389636039734,0.22709031403064728,0.17693158984184265,0.28433957695961,0.20430970191955566
1973,-0.23028363287448883,-0.1216811090707779,-0.22297891974449158,-0.17872902750968933,-0.11259464174509048,-0.15240907669067383,-0.22297891974449158,-0.023267457261681557,-0.16650761663913727,-0.11759394407272339,-0.07644321769475937
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.34503069519996643,0.30028748512268066,0.4946078956127167,0.4933079481124878,0.2547801733016968,0.21156731247901917,0.25194036960601807,0.31091248989105225
nixon,0.2154625654220581,0.10398634523153305,0.19296984374523163,0.17999999225139618,0.2563838064670563,0.1782437115907669,0.19296984374523163,0.2210300713777542,0.22066143155097961,0.27879294753074646,0.18047039210796356
named,0.38541290163993835,0.28335005044937134,0.3521348536014557,0.35798725485801697,0.1507083922624588,0.2820465862751007,0.3521348536014557,0.18520216643810272,0.11596331745386124,0.17650270462036133,0.1297498345375061
william,0.32068803906440735,0.13717274367809296,0.21537061035633087,0.26558709144592285,0.15741164982318878,0.20272590219974518,0.21537061035633087,0.2001596987247467,0.09802331775426865,0.15891453623771667,0.14462219178676605
e.,-0.02677040547132492,-0.027958322316408157,0.04129594564437866,0.05606308579444885,0.0011576353572309017,0.03512954339385033,0.04129594564437866,-0.07903916388750076,-0.06501250714063644,0.02788913995027542,0.04848470166325569
simon,0.2670285105705261,0.17193570733070374,0.20363262295722961,0.19499953091144562,0.14878417551517487,0.16661307215690613,0.20363262295722961,0.08504500985145569,0.11497575044631958,0.08874361217021942,0.10385744273662567
as,0.3923053741455078,0.43216490745544434,0.48381632566452026,0.33842000365257263,0.24365711212158203,0.3886612355709076,0.48381632566452026,0.19510364532470703,0.23298127949237823,0.2288317233324051,0.27043893933296204
the,0.3733934462070465,0.5823672413825989,1.0,0.49448907375335693,0.23136885464191437,0.733189046382904,1.0,0.27537089586257935,0.26756542921066284,0.27314993739128113,0.22068053483963013
first,0.39065709710121155,0.30889374017715454,0.49448907375335693,1.0,0.168357253074646,0.3536086082458496,0.49448907375335693,0.1767255663871765,0.17529654502868652,0.27228352427482605,0.18701928853988647
administrator,0.29738950729370117,0.2080581784248352,0.23136885464191437,0.168357253074646,0.9999999403953552,0.22513146698474884,0.23136885464191437,0.25440695881843567,0.2082425057888031,0.31083914637565613,0.2915230691432953
of,0.2827862501144409,0.4854315221309662,0.733189046382904,0.3536086082458496,0.22513146698474884,1.0,0.733189046382904,0.264590859413147,0.26257598400115967,0.24605777859687805,0.1826142966747284
the,0.3733934462070465,0.5823672413825989,1.0,0.49448907375335693,0.23136885464191437,0.733189046382904,1.0,0.27537089586257935,0.26756542921066284,0.27314993739128113,0.22068053483963013
federal,0.20259030163288116,0.158868670463562,0.27537089586257935,0.1767255663871765,0.25440695881843567,0.264590859413147,0.27537089586257935,1.0000001192092896,0.21879218518733978,0.35611778497695923,0.1812247931957245
energy,0.14706677198410034,0.2171693742275238,0.26756542921066284,0.17529654502868652,0.2082425057888031,0.26257598400115967,0.26756542921066284,0.21879218518733978,1.0000001192092896,0.20043526589870453,0.14860127866268158
office,0.2092086672782898,0.1776546686887741,0.27314993739128113,0.27228352427482605,0.31083914637565613,0.24605777859687805,0.27314993739128113,0.35611778497695923,0.20043526589870453,1.0000001192092896,0.16497313976287842
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.34503069519996643,0.30028748512268066,0.4946078956127167,0.4933079481124878,0.2547801733016968,0.21156731247901917,0.25194036960601807,0.31091248989105225
a,0.36608949303627014,0.658733606338501,0.5829201340675354,0.4287874400615692,0.23652416467666626,0.5052502155303955,0.5829201340675354,0.21018525958061218,0.21513298153877258,0.24789826571941376,0.23916715383529663
short-term,0.28058141469955444,0.3215816020965576,0.4152095317840576,0.3982469141483307,0.1923145353794098,0.3956117033958435,0.4152095317840576,0.31801044940948486,0.3725745975971222,0.29129597544670105,0.23832911252975464
organization,0.2852892577648163,0.20597060024738312,0.311172217130661,0.2089657038450241,0.21656399965286255,0.25438958406448364,0.311172217130661,0.27786585688591003,0.2441999316215515,0.27800706028938293,0.2069297879934311
created,0.25695955753326416,0.28467464447021484,0.3539263904094696,0.32392561435699463,0.21842974424362183,0.32043445110321045,0.3539263904094696,0.1525861620903015,0.18346628546714783,0.15045012533664703,0.21177415549755096
to,0.42656609416007996,0.42745086550712585,0.535392165184021,0.3792489171028137,0.291531503200531,0.41548454761505127,0.535392165184021,0.22186443209648132,0.27179354429244995,0.20860034227371216,0.29463258385658264
coordinate,0.08490988612174988,0.16033057868480682,0.24277405440807343,0.12567421793937683,0.21185286343097687,0.2005344182252884,0.24277405440807343,0.19878990948200226,0.23086276650428772,0.20467747747898102,0.2085915356874466
the,0.3733934462070465,0.5823672413825989,1.0,0.49448907375335693,0.23136885464191437,0.733189046382904,1.0,0.27537089586257935,0.26756542921066284,0.27314993739128113,0.22068053483963013
response,0.2218329906463623,0.21022158861160278,0.28909924626350403,0.24658751487731934,0.24281451106071472,0.21864040195941925,0.28909924626350403,0.16135036945343018,0.25914186239242554,0.13697952032089233,0.2007838636636734
to,0.42656609416007996,0.42745086550712585,0.535392165184021,0.3792489171028137,0.291531503200531,0.41548454761505127,0.535392165184021,0.22186443209648132,0.27179354429244995,0.20860034227371216,0.29463258385658264
the,0.3733934462070465,0.5823672413825989,1.0,0.49448907375335693,0.23136885464191437,0.733189046382904,1.0,0.27537089586257935,0.26756542921066284,0.27314993739128113,0.22068053483963013
embargo,0.0817718654870987,0.13914591073989868,0.2032013237476349,0.16427412629127502,0.23625387251377106,0.15861348807811737,0.2032013237476349,0.23935657739639282,0.20185235142707825,0.24204938113689423,0.21724076569080353
.,0.3541337847709656,0.4569662809371948,0.5934505462646484,0.4345304071903229,0.279374897480011,0.5352458953857422,0.5934505462646484,0.26819559931755066,0.22292809188365936,0.26038533449172974,0.4130953550338745
