,who,gives,leadership,",",preaches,the,word,and,conducts,marriages,",",among,other,duties,?
they,0.47879111766815186,0.17803525924682617,0.1500050127506256,0.390799880027771,0.2499564290046692,0.49925389885902405,0.21869497001171112,0.5073080658912659,0.22822299599647522,0.2855909466743469,0.390799880027771,0.27496233582496643,0.5182796120643616,0.2077188491821289,0.2753053903579712
may,0.23082798719406128,0.13492704927921295,0.1704872101545334,0.5007920861244202,0.17776532471179962,0.2694292366504669,0.13857966661453247,0.34598252177238464,0.11956475675106049,0.22187067568302155,0.5007920861244202,0.14789392054080963,0.40045788884162903,0.16169767081737518,0.2768254578113556
be,0.3371641933917999,0.2464580237865448,0.18230479955673218,0.39254459738731384,0.14820288121700287,0.4248143136501312,0.27129513025283813,0.41766801476478577,0.18224935233592987,0.19008292257785797,0.39254459738731384,0.21499858796596527,0.4629868268966675,0.22657297551631927,0.3324260413646698
appointed,0.3215055465698242,0.16043806076049805,0.37727072834968567,0.27665549516677856,0.2213023453950882,0.2626524269580841,0.08829374611377716,0.2608291208744049,0.26713645458221436,0.2585740089416504,0.27665549516677856,0.17968174815177917,0.13479666411876678,0.4069048762321472,0.13895352184772491
to,0.42656609416007996,0.3105483651161194,0.22441066801548004,0.44245919585227966,0.20938220620155334,0.535392165184021,0.2865414023399353,0.48971283435821533,0.23827317357063293,0.2021845281124115,0.44245919585227966,0.26594701409339905,0.4193183183670044,0.25964534282684326,0.29463258385658264
ministry,0.16792069375514984,0.15318375825881958,0.34538984298706055,0.21379242837429047,0.280202716588974,0.23817597329616547,0.14856666326522827,0.2559942901134491,0.22550775110721588,0.1819385141134262,0.21379242837429047,0.0773092582821846,0.15708249807357788,0.28338223695755005,0.18168897926807404
within,0.18261831998825073,0.19840553402900696,0.21543221175670624,0.2513136863708496,0.20382966101169586,0.39827480912208557,0.11878177523612976,0.35049548745155334,0.18322421610355377,0.1972673535346985,0.2513136863708496,0.2878132462501526,0.2836414575576782,0.19908320903778076,0.1870293766260147
the,0.3733934462070465,0.3072636127471924,0.2857116758823395,0.4933079481124878,0.2615979015827179,1.0,0.2835540175437927,0.5171257257461548,0.2589915096759796,0.17725931107997894,0.4933079481124878,0.3507058024406433,0.44152235984802246,0.21765777468681335,0.22068053483963013
local,0.20416545867919922,0.08936196565628052,0.16551396250724792,0.20673875510692596,0.13529238104820251,0.2130540907382965,0.10846927762031555,0.2468787580728531,0.09426845610141754,0.12254760414361954,0.20673875510692596,0.1616937518119812,0.2676697075366974,0.159277081489563,0.15022775530815125
church,0.19418756663799286,0.10852715373039246,0.20520560443401337,0.2707274258136749,0.47271397709846497,0.23846197128295898,0.18018437922000885,0.1976170688867569,0.1603403240442276,0.23734526336193085,0.2707274258136749,0.1693762093782425,0.18248632550239563,0.14465667307376862,0.18081501126289368
or,0.31144875288009644,0.30965521931648254,0.09878972917795181,0.3769497275352478,0.2395493984222412,0.4174870550632477,0.39034852385520935,0.4713204801082611,0.22429247200489044,0.21587315201759338,0.3769497275352478,0.21097923815250397,0.5325124859809875,0.15038758516311646,0.32389625906944275
to,0.42656609416007996,0.3105483651161194,0.22441066801548004,0.44245919585227966,0.20938220620155334,0.535392165184021,0.2865414023399353,0.48971283435821533,0.23827317357063293,0.2021845281124115,0.44245919585227966,0.26594701409339905,0.4193183183670044,0.25964534282684326,0.29463258385658264
an,0.2848317325115204,0.2070845365524292,0.1545795053243637,0.3581022024154663,0.12075630575418472,0.4207492768764496,0.20989613234996796,0.2838519215583801,0.1687747687101364,0.1421738713979721,0.3581022024154663,0.08896297216415405,0.1556563824415207,0.1821105182170868,0.19793890416622162
extension,0.09699306637048721,0.11269152909517288,0.16703374683856964,0.2189866602420807,0.11857496947050095,0.3090997040271759,0.18136991560459137,0.18303018808364868,0.1627068817615509,0.08779807388782501,0.2189866602420807,0.0953793004155159,0.1916709840297699,0.11888238787651062,0.24237069487571716
ministry,0.16792069375514984,0.15318375825881958,0.34538984298706055,0.21379242837429047,0.280202716588974,0.23817597329616547,0.14856666326522827,0.2559942901134491,0.22550775110721588,0.1819385141134262,0.21379242837429047,0.0773092582821846,0.15708249807357788,0.28338223695755005,0.18168897926807404
that,0.45444270968437195,0.2911062240600586,0.22613510489463806,0.4137537479400635,0.22455386817455292,0.5473989248275757,0.31071701645851135,0.4731321930885315,0.1721896082162857,0.21650652587413788,0.4137537479400635,0.3136374354362488,0.5570666193962097,0.2366081327199936,0.32716336846351624
supports,0.1519438475370407,0.2741549611091614,0.22049593925476074,0.24231195449829102,0.16879406571388245,0.2929544150829315,0.1365525722503662,0.3107730448246002,0.20095165073871613,0.21376080811023712,0.24231195449829102,0.2121756672859192,0.2949265241622925,0.17661382257938385,0.15266138315200806
the,0.3733934462070465,0.3072636127471924,0.2857116758823395,0.4933079481124878,0.2615979015827179,1.0,0.2835540175437927,0.5171257257461548,0.2589915096759796,0.17725931107997894,0.4933079481124878,0.3507058024406433,0.44152235984802246,0.21765777468681335,0.22068053483963013
mission,0.23207825422286987,0.103694848716259,0.31136924028396606,0.21226151287555695,0.3161680996417999,0.22673439979553223,0.08997634053230286,0.16932862997055054,0.19658847153186798,0.11717671155929565,0.21226151287555695,0.1182813048362732,0.1258937418460846,0.15669488906860352,0.19506393373012543
of,0.2827862501144409,0.36641067266464233,0.26711535453796387,0.4946078956127167,0.23039071261882782,0.733189046382904,0.23799116909503937,0.5116966962814331,0.24902594089508057,0.21425728499889374,0.4946078956127167,0.3679063022136688,0.38583824038505554,0.23315410315990448,0.1826142966747284
the,0.3733934462070465,0.3072636127471924,0.2857116758823395,0.4933079481124878,0.2615979015827179,1.0,0.2835540175437927,0.5171257257461548,0.2589915096759796,0.17725931107997894,0.4933079481124878,0.3507058024406433,0.44152235984802246,0.21765777468681335,0.22068053483963013
church,0.19418756663799286,0.10852715373039246,0.20520560443401337,0.2707274258136749,0.47271397709846497,0.23846197128295898,0.18018437922000885,0.1976170688867569,0.1603403240442276,0.23734526336193085,0.2707274258136749,0.1693762093782425,0.18248632550239563,0.14465667307376862,0.18081501126289368
.,0.3541337847709656,0.2730366885662079,0.18368078768253326,0.6812511086463928,0.2206236571073532,0.5934505462646484,0.13155406713485718,0.588965117931366,0.16757412254810333,0.22269289195537567,0.6812511086463928,0.22495509684085846,0.41511186957359314,0.1976740062236786,0.4130953550338745
