,when,are,inequalities,in,wealth,justified,",",according,to,john,rawls,?
john,0.20069552958011627,0.12806348502635956,0.15275803208351135,0.22177861630916595,0.1430700421333313,0.0942547544836998,0.23961079120635986,0.1306823045015335,0.2070634365081787,1.0000001192092896,0.3615753650665283,0.13162356615066528
rawls,0.16402284801006317,0.17254625260829926,0.2657034993171692,0.19201993942260742,0.23184826970100403,0.20471952855587006,0.4069167375564575,0.18521487712860107,0.15558013319969177,0.3615753650665283,1.0000001192092896,0.2648487389087677
argued,0.20793144404888153,0.11031569540500641,0.33010396361351013,0.16827838122844696,0.2531653940677643,0.3358325958251953,0.2107459008693695,0.3042967915534973,0.24650873243808746,0.242347851395607,0.20509007573127747,0.18905270099639893
in,0.4431333839893341,0.3841303884983063,0.1871931105852127,1.0,0.1835664063692093,0.17641499638557434,0.5201468467712402,0.29259276390075684,0.45010748505592346,0.22177861630916595,0.19201993942260742,0.20430970191955566
a,0.44397395849227905,0.265255331993103,0.18377651274204254,0.539380669593811,0.20101723074913025,0.24778977036476135,0.427140474319458,0.239227756857872,0.45503583550453186,0.20638683438301086,0.2262927144765854,0.23916715383529663
theory,0.20727984607219696,0.1918308287858963,0.32749617099761963,0.16955126821994781,0.20340721309185028,0.19807322323322296,0.18095813691616058,0.2092074304819107,0.21947365999221802,0.19441331923007965,0.2751699984073639,0.1387292891740799
of,0.3757161796092987,0.39081433415412903,0.27897384762763977,0.5696388483047485,0.27235376834869385,0.21700510382652283,0.4946078956127167,0.3307822346687317,0.41548454761505127,0.2407056987285614,0.21353735029697418,0.1826142966747284
justice,0.15634077787399292,0.13176707923412323,0.33884498476982117,0.2678598463535309,0.27035224437713623,0.37558093667030334,0.22630788385868073,0.15693967044353485,0.19197677075862885,0.28291961550712585,0.33977895975112915,0.19269752502441406
that,0.5860282182693481,0.45265161991119385,0.35148030519485474,0.435920387506485,0.256238728761673,0.4198513627052307,0.4137537479400635,0.29146862030029297,0.5436353087425232,0.17830057442188263,0.17773638665676117,0.32716336846351624
inequalities,0.15115047991275787,0.3048645257949829,1.0,0.1871931105852127,0.3893612325191498,0.25999656319618225,0.2682013213634491,0.21738186478614807,0.24037407338619232,0.15275803208351135,0.2657034993171692,0.19635117053985596
in,0.4431333839893341,0.3841303884983063,0.1871931105852127,1.0,0.1835664063692093,0.17641499638557434,0.5201468467712402,0.29259276390075684,0.45010748505592346,0.22177861630916595,0.19201993942260742,0.20430970191955566
the,0.5091903209686279,0.40399202704429626,0.22218865156173706,0.6662389636039734,0.24999672174453735,0.20756277441978455,0.4933079481124878,0.3202974498271942,0.535392165184021,0.2230520099401474,0.18612004816532135,0.22068053483963013
distribution,0.13132691383361816,0.25215670466423035,0.2967555820941925,0.23537677526474,0.23516376316547394,0.1493203192949295,0.20136328041553497,0.1967071294784546,0.18405549228191376,0.031180478632450104,0.09562303125858307,0.0929616317152977
of,0.3757161796092987,0.39081433415412903,0.27897384762763977,0.5696388483047485,0.27235376834869385,0.21700510382652283,0.4946078956127167,0.3307822346687317,0.41548454761505127,0.2407056987285614,0.21353735029697418,0.1826142966747284
wealth,0.2079450488090515,0.13664987683296204,0.3893612325191498,0.1835664063692093,0.9999998807907104,0.15700706839561462,0.22482609748840332,0.285123348236084,0.30562296509742737,0.1430700421333313,0.23184826970100403,0.1624586433172226
are,0.29873907566070557,1.0,0.3048645257949829,0.3841303884983063,0.13664987683296204,0.20261520147323608,0.4062570035457611,0.22847512364387512,0.3504326641559601,0.12806348502635956,0.17254625260829926,0.24591213464736938
only,0.5497387051582336,0.4533037543296814,0.21217472851276398,0.42992329597473145,0.2146766036748886,0.3061532974243164,0.4220978021621704,0.2409883737564087,0.5096819996833801,0.19376562535762787,0.12425790727138519,0.2767370045185089
justified,0.174752339720726,0.20261520147323608,0.25999656319618225,0.17641499638557434,0.15700706839561462,0.9999999403953552,0.2919631898403168,0.25555840134620667,0.18677540123462677,0.0942547544836998,0.20471952855587006,0.38761505484580994
when,0.9999999403953552,0.29873907566070557,0.15115047991275787,0.4431333839893341,0.2079450488090515,0.174752339720726,0.36674630641937256,0.1697726845741272,0.5423505902290344,0.20069552958011627,0.16402284801006317,0.22841128706932068
they,0.5090266466140747,0.610666811466217,0.2258647382259369,0.4330179989337921,0.21399687230587006,0.23178496956825256,0.390799880027771,0.16977015137672424,0.5452046394348145,0.1480495035648346,0.15788179636001587,0.2753053903579712
improve,0.2286134958267212,0.2512536942958832,0.3168022930622101,0.2323426753282547,0.25069496035575867,0.2410818189382553,0.27952802181243896,0.15621031820774078,0.38674962520599365,0.11637461185455322,0.1415613889694214,0.29229894280433655
society,0.17042754590511322,0.16677267849445343,0.29839250445365906,0.21229879558086395,0.28868359327316284,0.11546061187982559,0.20629194378852844,0.19436031579971313,0.20199917256832123,0.21235418319702148,0.197927325963974,0.1373005360364914
as,0.4437963366508484,0.3826591968536377,0.18969903886318207,0.3887844979763031,0.2313503623008728,0.25866401195526123,0.48816442489624023,0.24795791506767273,0.42092081904411316,0.1664888858795166,0.27866238355636597,0.27043893933296204
a,0.44397395849227905,0.265255331993103,0.18377651274204254,0.539380669593811,0.20101723074913025,0.24778977036476135,0.427140474319458,0.239227756857872,0.45503583550453186,0.20638683438301086,0.2262927144765854,0.23916715383529663
