,at,what,time,did,martin,luther,die,?
an,0.2446778565645218,0.2821882665157318,0.17594800889492035,0.22598257660865784,0.15801481902599335,0.10983039438724518,0.12162064760923386,0.19793890416622162
apoplectic,0.1806475669145584,0.28020432591438293,0.24087466299533844,0.18150688707828522,0.19326511025428772,0.27222004532814026,0.17062684893608093,0.24570006132125854
stroke,0.1742946058511734,0.14717313647270203,0.1223771870136261,0.15063610672950745,0.12313594669103622,0.14267444610595703,0.27411943674087524,0.12954586744308472
deprived,0.22338438034057617,0.21069888770580292,0.22544491291046143,0.22990167140960693,0.07285510003566742,0.16900254786014557,0.19653236865997314,0.16857370734214783
him,0.2474106401205063,0.34912991523742676,0.3672541379928589,0.4290095865726471,0.18943722546100616,0.25429821014404297,0.21079492568969727,0.23943768441677094
of,0.42558613419532776,0.33290785551071167,0.35127586126327515,0.2513895630836487,0.13722093403339386,0.1719115972518921,0.21324244141578674,0.1826142966747284
his,0.27659502625465393,0.26976513862609863,0.3553589880466461,0.3546801507472992,0.23498685657978058,0.27093374729156494,0.18615874648094177,0.18075084686279297
speech,0.1494930535554886,0.2549518346786499,0.2044178992509842,0.17944632470607758,0.23713019490242004,0.2792437970638275,0.14913611114025116,0.1412617564201355
",",0.38314947485923767,0.3087472915649414,0.3029961884021759,0.3015086054801941,0.27058324217796326,0.23255878686904907,0.23915338516235352,0.31091248989105225
and,0.3571503460407257,0.31309178471565247,0.3025408685207367,0.34479495882987976,0.2544763386249542,0.20796556770801544,0.15050403773784637,0.20544172823429108
he,0.3280475437641144,0.3114890456199646,0.37626320123672485,0.3292143940925598,0.24538953602313995,0.2454872578382492,0.2030687779188156,0.2089974731206894
died,0.27932441234588623,0.11138711869716644,0.22270911931991577,0.2759808599948883,0.17690125107765198,0.1347646713256836,0.3548888862133026,0.15254227817058563
shortly,0.34413477778434753,0.16521772742271423,0.3420327305793762,0.24022521078586578,0.2109600156545639,0.18607383966445923,0.26268690824508667,0.13327454030513763
afterwards,0.3068397045135498,0.20637443661689758,0.3830888569355011,0.33363255858421326,0.24515818059444427,0.2211635261774063,0.26891836524009705,0.16511626541614532
at,1.0,0.2838611304759979,0.3956010341644287,0.28390252590179443,0.13322176039218903,0.13834704458713531,0.15106260776519775,0.21978627145290375
2:45,0.17463521659374237,0.08756565302610397,0.14755728840827942,0.043662574142217636,0.026301629841327667,-0.045983877032995224,0.07501710951328278,0.10826422274112701
a.m.,0.0665980875492096,0.050418004393577576,0.01477852649986744,0.06142153590917587,0.09002778679132462,0.0645604357123375,0.17060144245624542,-0.013456551358103752
on,0.4806317389011383,0.34226128458976746,0.30044233798980713,0.2670976221561432,0.212642639875412,0.19090485572814941,0.16166727244853973,0.2714994251728058
18,-0.11965709179639816,-0.09284763038158417,-0.09260133653879166,-0.16295963525772095,-0.10691731423139572,-0.04762841388583183,-0.050900690257549286,-0.04919438064098358
february,0.29389339685440063,0.1913013905286789,0.27180975675582886,0.25426602363586426,0.16425979137420654,0.14333194494247437,0.11418941617012024,0.29594847559928894
1546,0.11881625652313232,-0.008955104276537895,0.04153276979923248,0.0356486514210701,0.05233396217226982,0.03921762481331825,-0.005078691989183426,-0.004786801990121603
",",0.38314947485923767,0.3087472915649414,0.3029961884021759,0.3015086054801941,0.27058324217796326,0.23255878686904907,0.23915338516235352,0.31091248989105225
aged,0.2522083520889282,0.12079130113124847,0.13221532106399536,0.12949678301811218,0.16900116205215454,0.15143007040023804,0.2416742593050003,0.15621034801006317
62,0.028624586760997772,-0.032169852405786514,0.08699696511030197,0.051892153918743134,0.06183779612183571,0.035643648356199265,0.016967738047242165,0.11978938430547714
",",0.38314947485923767,0.3087472915649414,0.3029961884021759,0.3015086054801941,0.27058324217796326,0.23255878686904907,0.23915338516235352,0.31091248989105225
in,0.4374977946281433,0.30808621644973755,0.3431483507156372,0.2593238651752472,0.22752496600151062,0.20523880422115326,0.18641351163387299,0.20430970191955566
eisleben,0.20423555374145508,0.21857506036758423,0.17685069143772125,0.19633826613426208,0.29378700256347656,0.4205946624279022,0.45998722314834595,0.19898785650730133
",",0.38314947485923767,0.3087472915649414,0.3029961884021759,0.3015086054801941,0.27058324217796326,0.23255878686904907,0.23915338516235352,0.31091248989105225
the,0.457212895154953,0.42745697498321533,0.43061500787734985,0.34736719727516174,0.22029393911361694,0.1759674996137619,0.2242266982793808,0.22068053483963013
city,0.2310783565044403,0.17493832111358643,0.21582140028476715,0.12266099452972412,0.10799449682235718,0.1066574677824974,0.1506105661392212,0.13423943519592285
of,0.42558613419532776,0.33290785551071167,0.35127586126327515,0.2513895630836487,0.13722093403339386,0.1719115972518921,0.21324244141578674,0.1826142966747284
his,0.27659502625465393,0.26976513862609863,0.3553589880466461,0.3546801507472992,0.23498685657978058,0.27093374729156494,0.18615874648094177,0.18075084686279297
birth,0.14336207509040833,0.17344997823238373,0.21159979701042175,0.1708407700061798,0.08863796293735504,0.1007089912891388,0.2083578258752823,0.10080231726169586
.,0.4549728035926819,0.3567904531955719,0.371569961309433,0.35288307070732117,0.25235527753829956,0.24907569587230682,0.2658497095108032,0.4130953550338745
