,what,year,was,the,conflict,with,the,song,dynasty,concluded,?
mongol,0.15870186686515808,0.1197909265756607,0.17204789817333221,0.2924198508262634,0.25885701179504395,0.1917596012353897,0.2924198508262634,0.18166568875312805,0.5123041272163391,0.1400986909866333,0.12849251925945282
armies,0.18706263601779938,0.19380220770835876,0.2626568377017975,0.33505764603614807,0.3359886705875397,0.20734497904777527,0.33505764603614807,0.13242730498313904,0.3083864152431488,0.15517504513263702,0.17227305471897125
pushed,0.24479293823242188,0.1393190175294876,0.2665390968322754,0.3394152522087097,0.20842206478118896,0.23758631944656372,0.3394152522087097,0.11973810940980911,0.1195266991853714,0.2073201835155487,0.10158352553844452
into,0.2180619090795517,0.08657927066087723,0.2322220653295517,0.39493247866630554,0.13460637629032135,0.2912435233592987,0.39493247866630554,0.10836252570152283,0.10141932219266891,0.24149325489997864,0.15662476420402527
persia,0.23393623530864716,0.15610070526599884,0.20144842565059662,0.24922017753124237,0.22992786765098572,0.12542563676834106,0.24922017753124237,0.20607779920101166,0.4211808741092682,0.10337767004966736,0.14247620105743408
",",0.3087472915649414,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.24715133011341095,0.4120737314224243,0.4933079481124878,0.24119161069393158,0.1976536363363266,0.2610151171684265,0.31091248989105225
finished,0.2113480567932129,0.20776933431625366,0.3428505063056946,0.2754973769187927,0.10865969955921173,0.2654603123664856,0.2754973769187927,0.17590966820716858,0.14444184303283691,0.2307366132736206,0.14789283275604248
off,0.2350364625453949,0.15357206761837006,0.15734454989433289,0.2773582935333252,0.1204148381948471,0.21378347277641296,0.2773582935333252,0.1660631000995636,0.13392788171768188,0.1876523345708847,0.12937544286251068
the,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.2974752187728882,0.4223487675189972,1.0,0.300855815410614,0.26267939805984497,0.3024786412715912,0.22068053483963013
western,0.2454150915145874,0.2093568593263626,0.2864105999469757,0.37920868396759033,0.1697702258825302,0.2322099357843399,0.37920868396759033,0.1642152965068817,0.19577579200267792,0.10413416475057602,0.17439141869544983
xia,0.21090152859687805,0.19735673069953918,0.16380348801612854,0.17513726651668549,0.2528456151485443,0.15798845887184143,0.17513726651668549,0.2470066100358963,0.4905068278312683,0.2556462585926056,0.26388657093048096
and,0.31309178471565247,0.2506658732891083,0.3740963041782379,0.5171257257461548,0.272842675447464,0.5477725267410278,0.5171257257461548,0.24326705932617188,0.21357402205467224,0.20419281721115112,0.20544172823429108
the,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.2974752187728882,0.4223487675189972,1.0,0.300855815410614,0.26267939805984497,0.3024786412715912,0.22068053483963013
remnants,0.16761332750320435,0.12910787761211395,0.2283543348312378,0.2785507142543793,0.16268932819366455,0.18083825707435608,0.2785507142543793,0.1247870922088623,0.2560340464115143,0.24804629385471344,0.09044837206602097
of,0.33290785551071167,0.2578314542770386,0.4069072902202606,0.733189046382904,0.2620731294155121,0.41827285289764404,0.733189046382904,0.18425366282463074,0.285645067691803,0.29793640971183777,0.1826142966747284
the,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.2974752187728882,0.4223487675189972,1.0,0.300855815410614,0.26267939805984497,0.3024786412715912,0.22068053483963013
khwarezmids,0.2667739689350128,0.20680558681488037,0.28033551573753357,0.37275469303131104,0.31029748916625977,0.2715453803539276,0.37275469303131104,0.2601582705974579,0.44274067878723145,0.28631600737571716,0.2225155383348465
",",0.3087472915649414,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.24715133011341095,0.4120737314224243,0.4933079481124878,0.24119161069393158,0.1976536363363266,0.2610151171684265,0.31091248989105225
and,0.31309178471565247,0.2506658732891083,0.3740963041782379,0.5171257257461548,0.272842675447464,0.5477725267410278,0.5171257257461548,0.24326705932617188,0.21357402205467224,0.20419281721115112,0.20544172823429108
came,0.2728535234928131,0.17925135791301727,0.4994563162326813,0.39390382170677185,0.19462864100933075,0.25989991426467896,0.39390382170677185,0.17360688745975494,0.2051542103290558,0.24794162809848785,0.1739392727613449
into,0.2180619090795517,0.08657927066087723,0.2322220653295517,0.39493247866630554,0.13460637629032135,0.2912435233592987,0.39493247866630554,0.10836252570152283,0.10141932219266891,0.24149325489997864,0.15662476420402527
conflict,0.32742366194725037,0.16817830502986908,0.19450020790100098,0.2974752187728882,1.0,0.24287909269332886,0.2974752187728882,0.13383470475673676,0.2487567663192749,0.298434853553772,0.26744839549064636
with,0.2464839518070221,0.3220449686050415,0.27411898970603943,0.4223487675189972,0.24287909269332886,0.9999999403953552,0.4223487675189972,0.2023472785949707,0.1163286566734314,0.236396923661232,0.2433311939239502
the,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.2974752187728882,0.4223487675189972,1.0,0.300855815410614,0.26267939805984497,0.3024786412715912,0.22068053483963013
imperial,0.09280271828174591,0.22772057354450226,0.2417704313993454,0.3074202835559845,0.1157081350684166,0.1504516303539276,0.3074202835559845,0.09644980728626251,0.36272624135017395,0.15862062573432922,0.10900196433067322
song,0.21011823415756226,0.25422924757003784,0.2529676854610443,0.300855815410614,0.13383470475673676,0.2023472785949707,0.300855815410614,1.0000001192092896,0.24676866829395294,0.165988951921463,0.20782215893268585
dynasty,0.17240095138549805,0.17885489761829376,0.24324211478233337,0.26267939805984497,0.2487567663192749,0.1163286566734314,0.26267939805984497,0.24676866829395294,1.0,0.10352510213851929,0.15884074568748474
of,0.33290785551071167,0.2578314542770386,0.4069072902202606,0.733189046382904,0.2620731294155121,0.41827285289764404,0.733189046382904,0.18425366282463074,0.285645067691803,0.29793640971183777,0.1826142966747284
china,0.13832437992095947,0.2007482796907425,0.20567192137241364,0.3110525608062744,0.22724755108356476,0.19833041727542877,0.3110525608062744,0.2484961748123169,0.45030730962753296,0.16515804827213287,0.18007943034172058
",",0.3087472915649414,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.24715133011341095,0.4120737314224243,0.4933079481124878,0.24119161069393158,0.1976536363363266,0.2610151171684265,0.31091248989105225
starting,0.25271084904670715,0.4097270667552948,0.26083552837371826,0.37272053956985474,0.22100596129894257,0.2254450023174286,0.37272053956985474,0.25211289525032043,0.19543501734733582,0.19424636662006378,0.19133803248405457
a,0.3320399522781372,0.29350247979164124,0.4508470594882965,0.5829201340675354,0.2236446589231491,0.3783375024795532,0.5829201340675354,0.25015977025032043,0.14993494749069214,0.24187614023685455,0.23916715383529663
war,0.22516006231307983,0.2125227004289627,0.3560331463813782,0.366199791431427,0.49024683237075806,0.20580904185771942,0.366199791431427,0.17645719647407532,0.263399213552475,0.26162394881248474,0.15510529279708862
that,0.6297725439071655,0.2826407253742218,0.33670201897621155,0.5473989248275757,0.31279775500297546,0.4154358208179474,0.5473989248275757,0.25190407037734985,0.19153755903244019,0.376585453748703,0.32716336846351624
lasted,0.165528804063797,0.3095339238643646,0.4320896565914154,0.2910100221633911,0.23276834189891815,0.207215815782547,0.2910100221633911,0.15272583067417145,0.2937357425689697,0.33400794863700867,0.13777512311935425
until,0.2693650424480438,0.3181511163711548,0.43126991391181946,0.37191009521484375,0.16387756168842316,0.25182005763053894,0.37191009521484375,0.14645586907863617,0.19605077803134918,0.23895618319511414,0.20304496586322784
1279,-0.12543174624443054,-0.1513911485671997,-0.15487457811832428,-0.038141775876283646,-0.10154891014099121,-0.11602688580751419,-0.038141775876283646,0.017592433840036392,0.04673212394118309,-0.09466332942247391,-0.041868243366479874
and,0.31309178471565247,0.2506658732891083,0.3740963041782379,0.5171257257461548,0.272842675447464,0.5477725267410278,0.5171257257461548,0.24326705932617188,0.21357402205467224,0.20419281721115112,0.20544172823429108
that,0.6297725439071655,0.2826407253742218,0.33670201897621155,0.5473989248275757,0.31279775500297546,0.4154358208179474,0.5473989248275757,0.25190407037734985,0.19153755903244019,0.376585453748703,0.32716336846351624
concluded,0.29084116220474243,0.1631210446357727,0.25460392236709595,0.3024786412715912,0.298434853553772,0.236396923661232,0.3024786412715912,0.165988951921463,0.10352510213851929,1.0,0.13595789670944214
with,0.2464839518070221,0.3220449686050415,0.27411898970603943,0.4223487675189972,0.24287909269332886,0.9999999403953552,0.4223487675189972,0.2023472785949707,0.1163286566734314,0.236396923661232,0.2433311939239502
the,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.2974752187728882,0.4223487675189972,1.0,0.300855815410614,0.26267939805984497,0.3024786412715912,0.22068053483963013
mongols,0.171964630484581,0.12914645671844482,0.19519121944904327,0.310281366109848,0.27362728118896484,0.21642690896987915,0.310281366109848,0.2174176424741745,0.49200209975242615,0.16577395796775818,0.11517509818077087
gaining,0.24912129342556,0.13224442303180695,0.24716636538505554,0.35633590817451477,0.2503202557563782,0.2964407205581665,0.35633590817451477,0.16772767901420593,0.12144727259874344,0.26806706190109253,0.15860657393932343
control,0.2821830213069916,0.11895512789487839,0.19347785413265228,0.32841500639915466,0.28497257828712463,0.2059466540813446,0.32841500639915466,0.1557929962873459,0.22460196912288666,0.1541852205991745,0.1620711386203766
of,0.33290785551071167,0.2578314542770386,0.4069072902202606,0.733189046382904,0.2620731294155121,0.41827285289764404,0.733189046382904,0.18425366282463074,0.285645067691803,0.29793640971183777,0.1826142966747284
all,0.41981086134910583,0.2920427918434143,0.23179835081100464,0.4860881567001343,0.1989125907421112,0.3876307010650635,0.4860881567001343,0.19513766467571259,0.11447933316230774,0.22768695652484894,0.29575422406196594
of,0.33290785551071167,0.2578314542770386,0.4069072902202606,0.733189046382904,0.2620731294155121,0.41827285289764404,0.733189046382904,0.18425366282463074,0.285645067691803,0.29793640971183777,0.1826142966747284
china,0.13832437992095947,0.2007482796907425,0.20567192137241364,0.3110525608062744,0.22724755108356476,0.19833041727542877,0.3110525608062744,0.2484961748123169,0.45030730962753296,0.16515804827213287,0.18007943034172058
.,0.3567904531955719,0.32538118958473206,0.40146201848983765,0.5934505462646484,0.2486632764339447,0.4446153938770294,0.5934505462646484,0.2374095469713211,0.20616187155246735,0.20908193290233612,0.4130953550338745
