,strang,is,an,anglo-saxon,word,which,means,what,in,modern,english,?
an,0.1734527200460434,0.4654068350791931,1.0,0.15553812682628632,0.20989613234996796,0.3611921966075897,0.256989985704422,0.2821882665157318,0.2605783939361572,0.16874317824840546,0.21771825850009918,0.19793890416622162
example,0.1277049034833908,0.36737263202667236,0.3076696991920471,0.20142468810081482,0.3348787724971771,0.45943138003349304,0.38840508460998535,0.3456268310546875,0.30483278632164,0.21945826709270477,0.2187759429216385,0.30374911427497864
of,0.22182364761829376,0.4854315221309662,0.32280945777893066,0.2867993414402008,0.23799116909503937,0.5011631846427917,0.29942914843559265,0.33290785551071167,0.5696388483047485,0.3482828736305237,0.17198967933654785,0.1826142966747284
this,0.24631188809871674,0.480927973985672,0.41881775856018066,0.2421596795320511,0.32559508085250854,0.6719430088996887,0.355641633272171,0.5489566326141357,0.45205554366111755,0.28370019793510437,0.2799903452396393,0.3155723512172699
is,0.17755009233951569,1.0,0.4654068350791931,0.21500204503536224,0.29004693031311035,0.4457404911518097,0.4087343215942383,0.28837618231773376,0.5394441485404968,0.24170172214508057,0.24613474309444427,0.22961433231830597
the,0.23869691789150238,0.5823672413825989,0.4207492768764496,0.30313578248023987,0.2835540175437927,0.6521818041801453,0.32225894927978516,0.42745697498321533,0.6662389636039734,0.3283970355987549,0.23982001841068268,0.22068053483963013
pronunciation,0.18507739901542664,0.2547442615032196,0.1736990511417389,0.29050639271736145,0.42344120144844055,0.2030089646577835,0.2667408883571625,0.24994006752967834,0.15624402463436127,0.18517661094665527,0.3692724108695984,0.25199246406555176
of,0.22182364761829376,0.4854315221309662,0.32280945777893066,0.2867993414402008,0.23799116909503937,0.5011631846427917,0.29942914843559265,0.33290785551071167,0.5696388483047485,0.3482828736305237,0.17198967933654785,0.1826142966747284
certain,0.21329155564308167,0.28826433420181274,0.2510054409503937,0.22226755321025848,0.25972482562065125,0.5292714238166809,0.34791848063468933,0.4561643898487091,0.2942397892475128,0.25328969955444336,0.13453203439712524,0.2516106069087982
words,0.21637438237667084,0.2681862413883209,0.2231868952512741,0.25987908244132996,0.6706412434577942,0.3583166301250458,0.44054779410362244,0.3355468809604645,0.20740897953510284,0.1446853131055832,0.37560635805130005,0.27074310183525085
:,-0.16908055543899536,-0.07222653180360794,-0.08487251400947571,-0.09227968752384186,-0.07810953259468079,-0.11049769818782806,-0.08013136684894562,-0.12022944539785385,0.020521078258752823,-0.021275630220770836,-0.0987786203622818,-0.07156077772378922
``,-0.06350871175527573,0.058766357600688934,0.03770720958709717,0.08943797647953033,0.12403237819671631,0.05178012326359749,0.09677895158529282,0.008517155423760414,0.04765888676047325,0.07341054081916809,0.03079455904662609,0.0685480609536171
dead,0.34894782304763794,0.17096485197544098,0.1716165393590927,0.08668150007724762,0.14011286199092865,0.15113480389118195,0.07647810876369476,0.22529608011245728,0.20731575787067413,0.09050891548395157,0.1482069492340088,0.1856520175933838
'',0.021618064492940903,0.0793738141655922,0.09471100568771362,0.1465407907962799,0.05225009098649025,-0.03332270681858063,-0.012570749968290329,0.08143015950918198,0.07432962208986282,0.0925660952925682,0.058639850467443466,0.018684765323996544
",",0.2555769383907318,0.4691906273365021,0.3581022024154663,0.18598797917366028,0.24605005979537964,0.3658004403114319,0.24041147530078888,0.3087472915649414,0.5201468467712402,0.2557750344276428,0.3339248597621918,0.31091248989105225
``,-0.06350871175527573,0.058766357600688934,0.03770720958709717,0.08943797647953033,0.12403237819671631,0.05178012326359749,0.09677895158529282,0.008517155423760414,0.04765888676047325,0.07341054081916809,0.03079455904662609,0.0685480609536171
cow,0.2038038820028305,0.2506468594074249,0.18269522488117218,0.19525079429149628,0.23137488961219788,0.2438122183084488,0.1829911172389984,0.20010283589363098,0.13925190269947052,0.10325852781534195,0.13311797380447388,0.17381127178668976
'',0.021618064492940903,0.0793738141655922,0.09471100568771362,0.1465407907962799,0.05225009098649025,-0.03332270681858063,-0.012570749968290329,0.08143015950918198,0.07432962208986282,0.0925660952925682,0.058639850467443466,0.018684765323996544
",",0.2555769383907318,0.4691906273365021,0.3581022024154663,0.18598797917366028,0.24605005979537964,0.3658004403114319,0.24041147530078888,0.3087472915649414,0.5201468467712402,0.2557750344276428,0.3339248597621918,0.31091248989105225
``,-0.06350871175527573,0.058766357600688934,0.03770720958709717,0.08943797647953033,0.12403237819671631,0.05178012326359749,0.09677895158529282,0.008517155423760414,0.04765888676047325,0.07341054081916809,0.03079455904662609,0.0685480609536171
house,0.19747646152973175,0.2084006369113922,0.16477175056934357,0.18128125369548798,0.14187884330749512,0.20384521782398224,0.15572752058506012,0.200801283121109,0.20026938617229462,0.17896783351898193,0.17121876776218414,0.13736455142498016
'',0.021618064492940903,0.0793738141655922,0.09471100568771362,0.1465407907962799,0.05225009098649025,-0.03332270681858063,-0.012570749968290329,0.08143015950918198,0.07432962208986282,0.0925660952925682,0.058639850467443466,0.018684765323996544
and,0.2773290276527405,0.3859752118587494,0.2838519215583801,0.23280973732471466,0.20273149013519287,0.506277859210968,0.25371095538139343,0.31309178471565247,0.4954058527946472,0.3277876079082489,0.3409043252468109,0.20544172823429108
``,-0.06350871175527573,0.058766357600688934,0.03770720958709717,0.08943797647953033,0.12403237819671631,0.05178012326359749,0.09677895158529282,0.008517155423760414,0.04765888676047325,0.07341054081916809,0.03079455904662609,0.0685480609536171
strong,0.26057398319244385,0.24643836915493011,0.2345537394285202,0.12612730264663696,0.12453153729438782,0.32346853613853455,0.19690679013729095,0.19839218258857727,0.21198557317256927,0.16623467206954956,0.09571801126003265,0.11990999430418015
'',0.021618064492940903,0.0793738141655922,0.09471100568771362,0.1465407907962799,0.05225009098649025,-0.03332270681858063,-0.012570749968290329,0.08143015950918198,0.07432962208986282,0.0925660952925682,0.058639850467443466,0.018684765323996544
are,0.20631776750087738,0.5330929756164551,0.1556541919708252,0.16762128472328186,0.2003016620874405,0.42922598123550415,0.36549869179725647,0.29724663496017456,0.3841303884983063,0.21159417927265167,0.20190079510211945,0.24591213464736938
pronounced,0.20874671638011932,0.25434353947639465,0.1248839870095253,0.21497094631195068,0.398265540599823,0.1430293321609497,0.3173403739929199,0.167657732963562,0.18721576035022736,0.1560768485069275,0.22561848163604736,0.18877464532852173
``,-0.06350871175527573,0.058766357600688934,0.03770720958709717,0.08943797647953033,0.12403237819671631,0.05178012326359749,0.09677895158529282,0.008517155423760414,0.04765888676047325,0.07341054081916809,0.03079455904662609,0.0685480609536171
deed,0.20369601249694824,0.23432841897010803,0.1986510157585144,0.2391061633825302,0.21393869817256927,0.2743369936943054,0.23507949709892273,0.319984495639801,0.22650231420993805,0.12004457414150238,0.23003222048282623,0.285457581281662
'',0.021618064492940903,0.0793738141655922,0.09471100568771362,0.1465407907962799,0.05225009098649025,-0.03332270681858063,-0.012570749968290329,0.08143015950918198,0.07432962208986282,0.0925660952925682,0.058639850467443466,0.018684765323996544
",",0.2555769383907318,0.4691906273365021,0.3581022024154663,0.18598797917366028,0.24605005979537964,0.3658004403114319,0.24041147530078888,0.3087472915649414,0.5201468467712402,0.2557750344276428,0.3339248597621918,0.31091248989105225
``,-0.06350871175527573,0.058766357600688934,0.03770720958709717,0.08943797647953033,0.12403237819671631,0.05178012326359749,0.09677895158529282,0.008517155423760414,0.04765888676047325,0.07341054081916809,0.03079455904662609,0.0685480609536171
coo,0.11910727620124817,0.18952608108520508,0.16382849216461182,0.07303058356046677,0.12644733488559723,0.16926851868629456,0.10071287304162979,0.14228804409503937,0.1716729700565338,0.06277825683355331,0.11022262275218964,0.17672280967235565
'',0.021618064492940903,0.0793738141655922,0.09471100568771362,0.1465407907962799,0.05225009098649025,-0.03332270681858063,-0.012570749968290329,0.08143015950918198,0.07432962208986282,0.0925660952925682,0.058639850467443466,0.018684765323996544
",",0.2555769383907318,0.4691906273365021,0.3581022024154663,0.18598797917366028,0.24605005979537964,0.3658004403114319,0.24041147530078888,0.3087472915649414,0.5201468467712402,0.2557750344276428,0.3339248597621918,0.31091248989105225
