,which,treaty,protects,the,freedom,of,establishment,and,the,freedom,to,provide,services,?
as,0.41006597876548767,0.21985258162021637,0.20047512650489807,0.48381632566452026,0.1729598343372345,0.3886612355709076,0.22140933573246002,0.49487000703811646,0.48381632566452026,0.1729598343372345,0.42092081904411316,0.29995355010032654,0.2673030495643616,0.27043893933296204
well,0.42522135376930237,0.16287782788276672,0.16468766331672668,0.42630070447921753,0.13952788710594177,0.3343164324760437,0.2221972793340683,0.5258845686912537,0.42630070447921753,0.13952788710594177,0.3422003388404846,0.3507450819015503,0.19375881552696228,0.24815571308135986
as,0.41006597876548767,0.21985258162021637,0.20047512650489807,0.48381632566452026,0.1729598343372345,0.3886612355709076,0.22140933573246002,0.49487000703811646,0.48381632566452026,0.1729598343372345,0.42092081904411316,0.29995355010032654,0.2673030495643616,0.27043893933296204
creating,0.3512115478515625,0.1517820805311203,0.2259748876094818,0.286904513835907,0.2218121439218521,0.29262492060661316,0.2318674474954605,0.36289316415786743,0.286904513835907,0.2218121439218521,0.31553950905799866,0.3458288013935089,0.20989884436130524,0.2842518985271454
rights,0.1689544916152954,0.275406152009964,0.35183316469192505,0.2579100430011749,0.48985737562179565,0.19425496459007263,0.2621973156929016,0.26346641778945923,0.2579100430011749,0.48985737562179565,0.2570022940635681,0.16886408627033234,0.22710400819778442,0.21814769506454468
for,0.44095608592033386,0.1456756442785263,0.19693294167518616,0.4739971458911896,0.2511097192764282,0.4185989499092102,0.2020624428987503,0.5064792633056641,0.4739971458911896,0.2511097192764282,0.4451248347759247,0.42299434542655945,0.36779820919036865,0.264628142118454
``,0.05178012326359749,0.16497017443180084,-0.019990665838122368,0.029072100296616554,0.06812628358602524,0.06780257821083069,0.09731770306825638,0.036644238978624344,0.029072100296616554,0.06812628358602524,0.06720756739377975,0.00022361247101798654,-0.019812092185020447,0.0685480609536171
workers,0.23516897857189178,0.12539254128932953,0.2247300148010254,0.23066683113574982,0.277868390083313,0.20827822387218475,0.16112470626831055,0.22632038593292236,0.23066683113574982,0.277868390083313,0.2307046800851822,0.24414759874343872,0.3093748390674591,0.1706571877002716
'',-0.03332270681858063,0.07842288166284561,-0.1328260749578476,0.041273195296525955,-0.051051508635282516,0.13035868108272552,0.027695966884493828,0.021612688899040222,0.041273195296525955,-0.051051508635282516,-0.009905828163027763,0.024159517139196396,-0.08203540742397308,0.018684765323996544
who,0.3688730001449585,0.1262437403202057,0.15742741525173187,0.3733934462070465,0.23220430314540863,0.2827862501144409,0.16982267796993256,0.41279885172843933,0.3733934462070465,0.23220430314540863,0.42656609416007996,0.2286112904548645,0.24612601101398468,0.26220351457595825
generally,0.5185179114341736,0.11173059791326523,0.19354037940502167,0.41466525197029114,0.18162007629871368,0.3127037584781647,0.21028383076190948,0.4087323546409607,0.41466525197029114,0.18162007629871368,0.3871513605117798,0.37533608078956604,0.20764285326004028,0.23411904275417328
lack,0.3622901141643524,0.11079327017068863,0.21011732518672943,0.2674623131752014,0.13443872332572937,0.2861039936542511,0.16877417266368866,0.29595619440078735,0.2674623131752014,0.13443872332572937,0.29025790095329285,0.41427963972091675,0.18057291209697723,0.16953514516353607
bargaining,0.2949239909648895,0.2963845729827881,0.16907665133476257,0.33537593483924866,0.29378947615623474,0.31141597032546997,0.3000369071960449,0.30576592683792114,0.33537593483924866,0.29378947615623474,0.3217780888080597,0.2878800332546234,0.2893095314502716,0.16725671291351318
power,0.2490626573562622,0.17716316878795624,0.23681816458702087,0.2647338807582855,0.2611936032772064,0.25273123383522034,0.22393979132175446,0.27496716380119324,0.2647338807582855,0.2611936032772064,0.27001675963401794,0.1839965581893921,0.1554032564163208,0.15304024517536163
in,0.4840516746044159,0.22333456575870514,0.15226095914840698,0.6662389636039734,0.18632450699806213,0.5696388483047485,0.329694002866745,0.4954058527946472,0.6662389636039734,0.18632450699806213,0.45010748505592346,0.1910654902458191,0.22287973761558533,0.20430970191955566
the,0.6521818041801453,0.2690109610557556,0.27843186259269714,1.0,0.24307598173618317,0.733189046382904,0.344906210899353,0.5171257257461548,1.0,0.24307598173618317,0.535392165184021,0.26373472809791565,0.2381475418806076,0.22068053483963013
market,0.2237280309200287,0.1676665097475052,0.02097114734351635,0.2041238248348236,0.17670372128486633,0.1694333702325821,0.1640862673521042,0.23057621717453003,0.2041238248348236,0.17670372128486633,0.23798635601997375,0.17054960131645203,0.2510526776313782,0.12805593013763428
",",0.3658004403114319,0.21270246803760529,0.1929810643196106,0.4933079481124878,0.2331300526857376,0.4946078956127167,0.20188406109809875,0.6633074283599854,0.4933079481124878,0.2331300526857376,0.44245919585227966,0.20966707170009613,0.24788528680801392,0.31091248989105225
the,0.6521818041801453,0.2690109610557556,0.27843186259269714,1.0,0.24307598173618317,0.733189046382904,0.344906210899353,0.5171257257461548,1.0,0.24307598173618317,0.535392165184021,0.26373472809791565,0.2381475418806076,0.22068053483963013
treaty,0.19969318807125092,1.0,0.15623705089092255,0.2690109610557556,0.23869085311889648,0.2602092921733856,0.2672562599182129,0.1592116355895996,0.2690109610557556,0.23869085311889648,0.1986158937215805,0.09702550619840622,0.10570147633552551,0.1174844279885292
on,0.4245251417160034,0.19638824462890625,0.22646035254001617,0.5107308030128479,0.14023002982139587,0.3966929316520691,0.15358547866344452,0.4077630043029785,0.5107308030128479,0.14023002982139587,0.41031414270401,0.250570684671402,0.22515536844730377,0.2714994251728058
the,0.6521818041801453,0.2690109610557556,0.27843186259269714,1.0,0.24307598173618317,0.733189046382904,0.344906210899353,0.5171257257461548,1.0,0.24307598173618317,0.535392165184021,0.26373472809791565,0.2381475418806076,0.22068053483963013
functioning,0.3547653257846832,0.10220587253570557,0.1850096732378006,0.2907642722129822,0.1427680402994156,0.22997455298900604,0.2833053767681122,0.23873712122440338,0.2907642722129822,0.1427680402994156,0.27404266595840454,0.3238544166088104,0.3184274435043335,0.1929340660572052
of,0.5011631846427917,0.2602092921733856,0.2526929974555969,0.733189046382904,0.26562249660491943,1.0,0.27824047207832336,0.5116966962814331,0.733189046382904,0.26562249660491943,0.41548454761505127,0.27198103070259094,0.23787347972393036,0.1826142966747284
the,0.6521818041801453,0.2690109610557556,0.27843186259269714,1.0,0.24307598173618317,0.733189046382904,0.344906210899353,0.5171257257461548,1.0,0.24307598173618317,0.535392165184021,0.26373472809791565,0.2381475418806076,0.22068053483963013
european,0.2234036773443222,0.25059598684310913,0.14421941339969635,0.3423081040382385,0.20465387403964996,0.2507138252258301,0.18790550529956818,0.24143946170806885,0.3423081040382385,0.20465387403964996,0.21011990308761597,0.133933424949646,0.1360272616147995,0.14560863375663757
