,what,was,luther,'s,marriage,seen,as,by,others,?
some,0.4491020441055298,0.21528802812099457,0.2097044140100479,0.056411296129226685,0.14738750457763672,0.3548305928707123,0.4293700158596039,0.306446373462677,0.5857272148132324,0.2562315762042999
priests,0.24774585664272308,0.24816220998764038,0.17948198318481445,0.024095194414258003,0.26656976342201233,0.18986333906650543,0.1716788113117218,0.21371008455753326,0.31308645009994507,0.1791282594203949
and,0.31309178471565247,0.3740963041782379,0.20796556770801544,0.06895173341035843,0.25600728392601013,0.2522655725479126,0.49487000703811646,0.4289871156215668,0.45401260256767273,0.20544172823429108
former,0.13598288595676422,0.2544213533401489,0.14328892529010773,0.032462362200021744,0.13142894208431244,0.07752925157546997,0.21401739120483398,0.18490687012672424,0.11067089438438416,0.10570605844259262
religious,0.26794421672821045,0.20851445198059082,0.29995498061180115,0.0182697381824255,0.3239409327507019,0.19074930250644684,0.22407519817352295,0.19244135916233063,0.29905667901039124,0.15727058053016663
had,0.23849567770957947,0.5927209258079529,0.16133075952529907,-0.004401352722197771,0.2996480464935303,0.3012228012084961,0.3393979072570801,0.37294110655784607,0.2968052625656128,0.20728366076946259
already,0.4530037045478821,0.35964685678482056,0.19139908254146576,-0.030866524204611778,0.2275599241256714,0.24382421374320984,0.4023914039134979,0.35610949993133545,0.3059352934360504,0.3477933406829834
married,0.13977670669555664,0.3079395592212677,0.1496782898902893,-0.05299868807196617,0.6196155548095703,0.156187504529953,0.15175780653953552,0.17593929171562195,0.14820118248462677,0.18062160909175873
",",0.3087472915649414,0.45456063747406006,0.23255878686904907,-0.0016132977325469255,0.25912216305732727,0.28642043471336365,0.48816442489624023,0.3680937886238098,0.42491060495376587,0.31091248989105225
including,0.18328791856765747,0.21884717047214508,0.16646233201026917,0.0074059427715837955,0.11261162906885147,0.2062654346227646,0.3863891661167145,0.30155983567237854,0.41884806752204895,0.1633303165435791
andreas,0.1377047747373581,0.26392862200737,0.27244144678115845,0.0308078583329916,0.14460232853889465,0.08313633501529694,0.08898437023162842,0.18212658166885376,0.15011131763458252,0.06663193553686142
karlstadt,0.1975174844264984,0.25324276089668274,0.3534791171550751,0.05216750130057335,0.18778996169567108,0.12871503829956055,0.18750832974910736,0.13310174643993378,0.14150306582450867,0.19235840439796448
and,0.31309178471565247,0.3740963041782379,0.20796556770801544,0.06895173341035843,0.25600728392601013,0.2522655725479126,0.49487000703811646,0.4289871156215668,0.45401260256767273,0.20544172823429108
justus,0.14444193243980408,0.21701841056346893,0.29541632533073425,0.09702510386705399,0.16142810881137848,0.13076701760292053,0.18508535623550415,0.13193649053573608,0.13645640015602112,0.18760563433170319
jonas,0.20355047285556793,0.18823912739753723,0.25421175360679626,0.01611502468585968,0.12354281544685364,0.1503739207983017,0.16409562528133392,0.1449560970067978,0.1975097507238388,0.2537094056606293
",",0.3087472915649414,0.45456063747406006,0.23255878686904907,-0.0016132977325469255,0.25912216305732727,0.28642043471336365,0.48816442489624023,0.3680937886238098,0.42491060495376587,0.31091248989105225
but,0.5029441118240356,0.36023372411727905,0.20694120228290558,0.04136733338236809,0.2636440694332123,0.354434609413147,0.4864770472049713,0.3159136474132538,0.45781853795051575,0.27921953797340393
luther,0.2134782373905182,0.19185513257980347,1.0,-0.009990512393414974,0.23981435596942902,0.11634977906942368,0.20242992043495178,0.15382802486419678,0.2027793675661087,0.1732746809720993
's,0.02692362666130066,0.008974763564765453,-0.009990512393414974,0.9999999403953552,-0.04451000317931175,-0.00155794492457062,-0.05775856226682663,-0.010884488001465797,0.0589241087436676,-0.023395681753754616
wedding,0.17059311270713806,0.18746258318424225,0.21898579597473145,-0.03464018553495407,0.5259987711906433,0.20683328807353973,0.174184188246727,0.15330475568771362,0.15379296243190765,0.13745874166488647
set,0.28954121470451355,0.22985222935676575,0.12155359983444214,0.05998389050364494,0.13926903903484344,0.20348940789699554,0.1714126169681549,0.21600963175296783,0.09116174280643463,0.1698019951581955
the,0.42745697498321533,0.48711544275283813,0.1759674996137619,-0.01540423184633255,0.17375090718269348,0.3442007005214691,0.48381632566452026,0.4408751428127289,0.34376874566078186,0.22068053483963013
seal,0.08656835556030273,0.14339573681354523,0.09148966521024704,-0.05545300617814064,0.20750154554843903,0.10589993745088577,0.13929712772369385,0.10465604066848755,0.08121561259031296,0.1086806133389473
of,0.33290785551071167,0.4069072902202606,0.1719115972518921,-0.03817026689648628,0.1860882043838501,0.28639769554138184,0.3886612355709076,0.3646814823150635,0.2793974280357361,0.1826142966747284
approval,0.26881885528564453,0.2365655153989792,0.18938523530960083,-0.022036151960492134,0.2558181881904602,0.12142576277256012,0.174186110496521,0.2545260488986969,0.17980457842350006,0.23795439302921295
on,0.34226128458976746,0.3909217119216919,0.19090485572814941,0.0026888418942689896,0.1322319060564041,0.27378544211387634,0.36047765612602234,0.33887791633605957,0.3132120668888092,0.2714994251728058
clerical,0.23011668026447296,0.262544721364975,0.25550025701522827,-0.041984789073467255,0.2857988774776459,0.2183787226676941,0.23210546374320984,0.19308355450630188,0.2218339443206787,0.15405778586864471
marriage,0.1536911427974701,0.23779970407485962,0.23981435596942902,-0.04451000317931175,0.9999999403953552,0.1356543004512787,0.21381816267967224,0.22724264860153198,0.1629399061203003,0.13543564081192017
.,0.3567904531955719,0.40146201848983765,0.24907569587230682,-0.003708066651597619,0.2275817096233368,0.30320122838020325,0.515582263469696,0.3936232924461365,0.3391094207763672,0.4130953550338745
