,what,weapon,caused,the,wounds,that,killed,tangut,general,ma,jianlong,?
ma,0.1429392397403717,0.09682988375425339,0.047711487859487534,0.13932198286056519,0.10422977805137634,0.1410248577594757,0.09134084731340408,0.26141485571861267,0.16804470121860504,1.0000001192092896,0.33835694193840027,0.21477393805980682
jianlong,0.21301227807998657,0.15925653278827667,0.22601771354675293,0.31930795311927795,0.23746269941329956,0.2849361002445221,0.2556280791759491,0.36932066082954407,0.24806374311447144,0.33835694193840027,1.0,0.2896181643009186
later,0.2517229914665222,0.1808966100215912,0.19942477345466614,0.4060266613960266,0.24840039014816284,0.42443475127220154,0.2880333364009857,0.18124496936798096,0.21352045238018036,0.15193289518356323,0.3296951949596405,0.1417175978422165
died,0.11138711869716644,0.05645149573683739,0.3055371344089508,0.18710990250110626,0.3548945486545563,0.12470279633998871,0.42802461981773376,0.12311071157455444,0.1560494601726532,0.11836801469326019,0.29429522156715393,0.15254227817058563
from,0.2737620174884796,0.16080109775066376,0.29811105132102966,0.40150508284568787,0.23485876619815826,0.3477667272090912,0.17451879382133484,0.19486218690872192,0.1645994782447815,0.12142284959554672,0.21672503650188446,0.19969791173934937
wounds,0.09304562956094742,0.29387837648391724,0.27444326877593994,0.19091331958770752,1.0000001192092896,0.19328024983406067,0.4514956474304199,0.14678210020065308,0.10864846408367157,0.10422977805137634,0.23746269941329956,0.12920059263706207
received,0.1010502278804779,0.1261141151189804,0.21506042778491974,0.24890556931495667,0.2351895123720169,0.16830024123191833,0.18636158108711243,0.09659908711910248,0.17403461039066315,0.17696921527385712,0.20395539700984955,0.11905962228775024
from,0.2737620174884796,0.16080109775066376,0.29811105132102966,0.40150508284568787,0.23485876619815826,0.3477667272090912,0.17451879382133484,0.19486218690872192,0.1645994782447815,0.12142284959554672,0.21672503650188446,0.19969791173934937
arrows,0.19593313336372375,0.36959680914878845,0.27533483505249023,0.2550988495349884,0.2959960103034973,0.2935556471347809,0.23576468229293823,0.187454491853714,0.11942294239997864,0.09352204948663712,0.15333284437656403,0.14695002138614655
in,0.30808621644973755,0.15527591109275818,0.2494886964559555,0.6662389636039734,0.2341708540916443,0.435920387506485,0.1957504004240036,0.28882312774658203,0.259066641330719,0.1522194892168045,0.2561986744403839,0.20430970191955566
battle,0.17112864553928375,0.2014114260673523,0.1488463431596756,0.2820790410041809,0.32631269097328186,0.14385773241519928,0.36464595794677734,0.17513079941272736,0.2564667761325836,0.14123891294002533,0.19552670419216156,0.1680624783039093
.,0.3567904531955719,0.1875409632921219,0.2413787543773651,0.5934505462646484,0.1616879254579544,0.4460422694683075,0.2666846215724945,0.3289887309074402,0.2929490804672241,0.1969415843486786,0.29200807213783264,0.4130953550338745
