,what,was,temur,khan,'s,chinese-style,name,?
thus,0.30745524168014526,0.22773678600788116,0.1831052303314209,0.11822604387998581,0.05755096301436424,0.25038453936576843,0.17687201499938965,0.18769288063049316
",",0.3087472915649414,0.45456063747406006,0.24545347690582275,0.19700400531291962,-0.0016132977325469255,0.28014233708381653,0.28145334124565125,0.31091248989105225
zhenjin,0.2041666954755783,0.221319779753685,0.5250713229179382,0.46330296993255615,0.046722300350666046,0.5251866579055786,0.254631370306015,0.21700429916381836
's,0.02692362666130066,0.008974763564765453,0.01867738738656044,0.05307086929678917,0.9999999403953552,-0.02150970697402954,0.08507627248764038,-0.023395681753754616
third,0.2033906877040863,0.3460187017917633,0.16050279140472412,0.13317693769931793,-0.00712791969999671,0.15424053370952606,0.19535920023918152,0.15394791960716248
son,0.15706995129585266,0.3045712113380432,0.3136863112449646,0.27596136927604675,-0.035570673644542694,0.18624979257583618,0.1709931641817093,0.14735563099384308
",",0.3087472915649414,0.45456063747406006,0.24545347690582275,0.19700400531291962,-0.0016132977325469255,0.28014233708381653,0.28145334124565125,0.31091248989105225
with,0.2464839518070221,0.27411898970603943,0.21485675871372223,0.12498863786458969,-0.04624466598033905,0.21286986768245697,0.17897967994213104,0.2433311939239502
the,0.42745697498321533,0.48711544275283813,0.2950887978076935,0.21067845821380615,-0.01540423184633255,0.29042157530784607,0.3171212375164032,0.22068053483963013
support,0.2797985076904297,0.2208256870508194,0.1294182986021042,0.14599695801734924,-0.013377348892390728,0.23773908615112305,0.15627029538154602,0.22626608610153198
of,0.33290785551071167,0.4069072902202606,0.2597799301147461,0.17124508321285248,-0.03817026689648628,0.2594463527202606,0.24075818061828613,0.1826142966747284
his,0.26976513862609863,0.4405253231525421,0.27576592564582825,0.26570460200309753,0.047556519508361816,0.19437040388584137,0.1914493292570114,0.18075084686279297
mother,0.20282095670700073,0.28349727392196655,0.20479829609394073,0.20759077370166779,0.03889143466949463,0.22680072486400604,0.2326076626777649,0.15180644392967224
kökejin,0.3133777678012848,0.3100898861885071,0.5898886322975159,0.4173148572444916,0.01312271598726511,0.46986064314842224,0.3268750011920929,0.28379276394844055
and,0.31309178471565247,0.3740963041782379,0.24190698564052582,0.22885166108608246,0.06895173341035843,0.3097860515117645,0.21235932409763336,0.20544172823429108
the,0.42745697498321533,0.48711544275283813,0.2950887978076935,0.21067845821380615,-0.01540423184633255,0.29042157530784607,0.3171212375164032,0.22068053483963013
minister,0.1705908179283142,0.26634681224823,0.14875498414039612,0.18414291739463806,0.006020988803356886,0.13895629346370697,0.16275472939014435,0.10825661569833755
bayan,0.12188176065683365,0.22396443784236908,0.4064265787601471,0.3972167670726776,0.04865296930074692,0.2990678548812866,0.17365114390850067,0.15719439089298248
