,name,an,extra,that,was,added,to,the,production,of,the,compacts,.
some,0.18756690621376038,0.2864145338535309,0.3061192035675049,0.6049469113349915,0.21528802812099457,0.35844436287879944,0.4636894166469574,0.4566698372364044,0.17459151148796082,0.4300730526447296,0.4566698372364044,0.3002340495586395,0.40663889050483704
buyers,0.13412106037139893,0.19186250865459442,0.18421491980552673,0.3340986967086792,0.22754442691802979,0.21662664413452148,0.3652162253856659,0.26482927799224854,0.28729668259620667,0.1887296736240387,0.26482927799224854,0.37906575202941895,0.16998565196990967
lamented,0.12667275965213776,0.19518394768238068,0.1341017484664917,0.25377804040908813,0.26630011200904846,0.15730224549770355,0.12251605838537216,0.25444838404655457,0.22203031182289124,0.24192140996456146,0.25444838404655457,0.0984712764620781,0.22983315587043762
the,0.3171212375164032,0.4207492768764496,0.20500101149082184,0.5473989248275757,0.48711544275283813,0.3207796514034271,0.535392165184021,1.0,0.2657334506511688,0.733189046382904,1.0,0.265345960855484,0.5934505462646484
small,0.18034958839416504,0.22656132280826569,0.2527170181274414,0.351526141166687,0.16572418808937073,0.17526918649673462,0.3054737150669098,0.39655908942222595,0.130780428647995,0.353353351354599,0.39655908942222595,0.31243622303009033,0.3130834400653839
size,0.26006603240966797,0.19841040670871735,0.09495112299919128,0.3037673830986023,0.12699323892593384,0.19690930843353271,0.26289698481559753,0.2946445941925049,0.1539730429649353,0.27599775791168213,0.2946445941925049,0.38871118426322937,0.30260366201400757
of,0.24075818061828613,0.32280945777893066,0.17564688622951508,0.41498205065727234,0.4069072902202606,0.2879071831703186,0.41548454761505127,0.733189046382904,0.1928233802318573,1.0,0.733189046382904,0.2642667591571808,0.5352458953857422
the,0.3171212375164032,0.4207492768764496,0.20500101149082184,0.5473989248275757,0.48711544275283813,0.3207796514034271,0.535392165184021,1.0,0.2657334506511688,0.733189046382904,1.0,0.265345960855484,0.5934505462646484
first,0.3163818418979645,0.29757723212242126,0.15940134227275848,0.3482176661491394,0.5022147297859192,0.172960564494133,0.3792489171028137,0.49448907375335693,0.21075090765953064,0.3536086082458496,0.49448907375335693,0.21739311516284943,0.4345304071903229
japanese,0.14053042232990265,0.18545779585838318,0.11582814157009125,0.22079560160636902,0.21891649067401886,0.14457033574581146,0.1551903486251831,0.21599429845809937,0.13919657468795776,0.2048201858997345,0.21599429845809937,0.15097813308238983,0.22132645547389984
compacts,0.14474789798259735,0.2473609745502472,0.17787829041481018,0.31611940264701843,0.20249351859092712,0.22171348333358765,0.2825348377227783,0.265345960855484,0.24983853101730347,0.2642667591571808,0.265345960855484,1.0000001192092896,0.209773987531662
",",0.28145334124565125,0.3581022024154663,0.20082387328147888,0.4137537479400635,0.45456063747406006,0.28397712111473083,0.44245919585227966,0.4933079481124878,0.24176549911499023,0.4946078956127167,0.4933079481124878,0.18933165073394775,0.6812511086463928
and,0.21235932409763336,0.2838519215583801,0.25303271412849426,0.4731321930885315,0.3740963041782379,0.29847657680511475,0.48971283435821533,0.5171257257461548,0.25569969415664673,0.5116966962814331,0.5171257257461548,0.24837042391300201,0.588965117931366
both,0.2019103318452835,0.24217435717582703,0.1939828097820282,0.4532228112220764,0.2990766167640686,0.2927752137184143,0.3897709250450134,0.4931981563568115,0.19980306923389435,0.3565710783004761,0.4931981563568115,0.25570666790008545,0.42281273007392883
toyota,0.18980596959590912,0.11480940878391266,0.04335504397749901,0.21906925737857819,0.21754083037376404,0.09257261455059052,0.1899162381887436,0.175506591796875,0.23451387882232666,0.1666925847530365,0.175506591796875,0.3288259208202362,0.2003622055053711
and,0.21235932409763336,0.2838519215583801,0.25303271412849426,0.4731321930885315,0.3740963041782379,0.29847657680511475,0.48971283435821533,0.5171257257461548,0.25569969415664673,0.5116966962814331,0.5171257257461548,0.24837042391300201,0.588965117931366
nissan,0.11435189843177795,0.12472093850374222,0.13008849322795868,0.21233981847763062,0.20675049722194672,0.16576658189296722,0.14550553262233734,0.24678362905979156,0.21756769716739655,0.17497491836547852,0.24678362905979156,0.3003177046775818,0.2663133442401886
(,0.2706909477710724,0.286407470703125,0.16927751898765564,0.2264307141304016,0.2980341613292694,0.2574270963668823,0.30882009863853455,0.33289089798927307,0.1381484568119049,0.35032153129577637,0.33289089798927307,0.15907742083072662,0.5072786808013916
then,0.2490658462047577,0.18823587894439697,0.2130999118089676,0.455153226852417,0.27044644951820374,0.24294570088386536,0.5203860402107239,0.4297412931919098,0.1929951161146164,0.2937326431274414,0.4297412931919098,0.13004545867443085,0.4572431147098541
known,0.3659360110759735,0.3156754970550537,0.06732822954654694,0.20813259482383728,0.35203275084495544,0.16671665012836456,0.14337651431560516,0.3624623417854309,0.19706055521965027,0.35814476013183594,0.3624623417854309,0.19393675029277802,0.283290296792984
as,0.2851914167404175,0.37218472361564636,0.18421399593353271,0.4735107421875,0.3677520453929901,0.2611570656299591,0.42092081904411316,0.48381632566452026,0.24125908315181732,0.3886612355709076,0.48381632566452026,0.2699102759361267,0.515582263469696
datsun,0.21806223690509796,0.15008684992790222,0.10844437777996063,0.20922768115997314,0.21883097290992737,0.16303347051143646,0.14330999553203583,0.22483332455158234,0.15327554941177368,0.1974756419658661,0.22483332455158234,0.20152345299720764,0.23926079273223877
),0.2638341188430786,0.2873353958129883,0.21099817752838135,0.23478686809539795,0.3267642855644226,0.2627060115337372,0.31236231327056885,0.3456730246543884,0.15961627662181854,0.3680361211299896,0.3456730246543884,0.14980676770210266,0.5363735556602478
introduced,0.13045251369476318,0.13903290033340454,0.09382851421833038,0.2056519091129303,0.32667654752731323,0.3730873167514801,0.22615164518356323,0.242969810962677,0.20131346583366394,0.23328952491283417,0.242969810962677,0.25812622904777527,0.2799728810787201
larger,0.15123417973518372,0.22288915514945984,0.1514352709054947,0.3079192042350769,0.13803663849830627,0.1717955470085144,0.27928784489631653,0.378620445728302,0.14160166680812836,0.32469573616981506,0.378620445728302,0.27350741624832153,0.25803330540657043
cars,0.11905688792467117,0.12230639159679413,0.15603014826774597,0.25923076272010803,0.21907974779605865,0.17863516509532928,0.22292250394821167,0.22665506601333618,0.32209309935569763,0.19064989686012268,0.22665506601333618,0.34224188327789307,0.27835485339164734
such,0.14280109107494354,0.2025681436061859,0.2122746706008911,0.4479874074459076,0.12487147748470306,0.2901860177516937,0.2871878743171692,0.3575236201286316,0.24488459527492523,0.3209529519081116,0.3575236201286316,0.31843483448028564,0.3298943042755127
as,0.2851914167404175,0.37218472361564636,0.18421399593353271,0.4735107421875,0.3677520453929901,0.2611570656299591,0.42092081904411316,0.48381632566452026,0.24125908315181732,0.3886612355709076,0.48381632566452026,0.2699102759361267,0.515582263469696
the,0.3171212375164032,0.4207492768764496,0.20500101149082184,0.5473989248275757,0.48711544275283813,0.3207796514034271,0.535392165184021,1.0,0.2657334506511688,0.733189046382904,1.0,0.265345960855484,0.5934505462646484
toyota,0.18980596959590912,0.11480940878391266,0.04335504397749901,0.21906925737857819,0.21754083037376404,0.09257261455059052,0.1899162381887436,0.175506591796875,0.23451387882232666,0.1666925847530365,0.175506591796875,0.3288259208202362,0.2003622055053711
