,how,many,tackles,did,luke,kuechly,register,?
davis,0.18671093881130219,0.17346549034118652,0.35084402561187744,0.17277368903160095,0.26211413741111755,0.2808487117290497,0.14510610699653625,0.17094263434410095
compiled,0.23062913119792938,0.20331193506717682,0.21062152087688446,0.2518605589866638,0.11938471347093582,0.3321608304977417,0.17973050475120544,0.1853211224079132
5½,0.05485886335372925,-0.025201501324772835,0.02166609838604927,-0.004989197477698326,-0.03487209230661392,-0.10280311107635498,0.19022278487682343,0.02049519307911396
sacks,0.1041552722454071,0.16596581041812897,0.4936768114566803,0.1250401884317398,0.15788690745830536,0.28732725977897644,0.05425957590341568,0.0761517658829689
",",0.22659391164779663,0.40610817074775696,0.22343356907367706,0.3015086054801941,0.182437926530838,0.3363417983055115,0.20487578213214874,0.31091248989105225
four,0.1955733299255371,0.4139232039451599,0.037361759692430496,0.20222175121307373,0.17077744007110596,0.2171820104122162,0.12653663754463196,0.14532537758350372
forced,0.23831938207149506,0.2377408891916275,0.262871116399765,0.36753809452056885,0.1530875712633133,0.20938821136951447,0.17302483320236206,0.17547516524791718
fumbles,0.17731307446956635,0.1469249129295349,0.5880454778671265,0.16302171349525452,0.24855467677116394,0.2273598313331604,0.15879014134407043,0.1826416552066803
",",0.22659391164779663,0.40610817074775696,0.22343356907367706,0.3015086054801941,0.182437926530838,0.3363417983055115,0.20487578213214874,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.2184165120124817,0.34479495882987976,0.2029167115688324,0.3121400773525238,0.15724313259124756,0.20544172823429108
four,0.1955733299255371,0.4139232039451599,0.037361759692430496,0.20222175121307373,0.17077744007110596,0.2171820104122162,0.12653663754463196,0.14532537758350372
interceptions,0.2084771692752838,0.21864065527915955,0.5783246755599976,0.21840861439704895,0.20639990270137787,0.2294471561908722,0.1672680377960205,0.10945115238428116
",",0.22659391164779663,0.40610817074775696,0.22343356907367706,0.3015086054801941,0.182437926530838,0.3363417983055115,0.20487578213214874,0.31091248989105225
while,0.2918691337108612,0.3748262822628021,0.2451677918434143,0.3330625295639038,0.19947196543216705,0.24475623667240143,0.13681183755397797,0.21076419949531555
kuechly,0.3296191096305847,0.32336726784706116,0.19094328582286835,0.23794062435626984,0.22467520833015442,1.0,0.20720112323760986,0.28055086731910706
led,0.15437260270118713,0.2798413932323456,0.23647460341453552,0.3213953971862793,0.09065677970647812,0.149251326918602,0.04396945610642433,0.09273858368396759
the,0.33890387415885925,0.4335206151008606,0.19076409935951233,0.34736719727516174,0.22767658531665802,0.306910902261734,0.21045131981372833,0.22068053483963013
team,0.0986802950501442,0.09326329827308655,0.2287295162677765,0.1497787982225418,0.1423521786928177,0.19447998702526093,0.169284388422966,0.11243411153554916
in,0.2601168751716614,0.41474202275276184,0.18025051057338715,0.2593238651752472,0.15941882133483887,0.24422034621238708,0.23328366875648499,0.20430970191955566
tackles,0.20144808292388916,0.14041443169116974,1.0,0.2027961164712906,0.2600247263908386,0.19094328582286835,0.12108655273914337,0.20188532769680023
(,0.1676948219537735,0.1455259770154953,0.19475656747817993,0.18979617953300476,0.16377714276313782,0.27224376797676086,0.15341484546661377,0.40561532974243164
118,0.04636121541261673,0.13620632886886597,-0.020021341741085052,0.0757497251033783,0.038214150816202164,0.011344569735229015,-0.052962902933359146,-0.043735772371292114
),0.17939934134483337,0.16602720320224762,0.1891738325357437,0.18584993481636047,0.17970214784145355,0.27803894877433777,0.13788582384586334,0.42300865054130554
forced,0.23831938207149506,0.2377408891916275,0.262871116399765,0.36753809452056885,0.1530875712633133,0.20938821136951447,0.17302483320236206,0.17547516524791718
two,0.2499001920223236,0.5147606730461121,0.08377458155155182,0.2755576968193054,0.20360279083251953,0.24114477634429932,0.17811809480190277,0.19645625352859497
fumbles,0.17731307446956635,0.1469249129295349,0.5880454778671265,0.16302171349525452,0.24855467677116394,0.2273598313331604,0.15879014134407043,0.1826416552066803
",",0.22659391164779663,0.40610817074775696,0.22343356907367706,0.3015086054801941,0.182437926530838,0.3363417983055115,0.20487578213214874,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.2184165120124817,0.34479495882987976,0.2029167115688324,0.3121400773525238,0.15724313259124756,0.20544172823429108
intercepted,0.1828654557466507,0.13441960513591766,0.49896714091300964,0.2508208155632019,0.21796122193336487,0.19886283576488495,0.15389509499073029,0.10366860032081604
four,0.1955733299255371,0.4139232039451599,0.037361759692430496,0.20222175121307373,0.17077744007110596,0.2171820104122162,0.12653663754463196,0.14532537758350372
passes,0.2305745780467987,0.09871689230203629,0.28379547595977783,0.11102328449487686,0.08908724784851074,0.19828557968139648,0.1557195633649826,0.09716983139514923
of,0.2480744868516922,0.37253960967063904,0.17851661145687103,0.2513895630836487,0.16313156485557556,0.2738598883152008,0.17440496385097504,0.1826142966747284
his,0.24614305794239044,0.3188176155090332,0.29393723607063293,0.3546801507472992,0.31341519951820374,0.2672170102596283,0.10996127873659134,0.18075084686279297
own,0.3035697042942047,0.36230841279029846,0.12452156841754913,0.34475913643836975,0.1503848135471344,0.24349749088287354,0.18768462538719177,0.1937696635723114
.,0.3287222981452942,0.3974229395389557,0.2241174876689911,0.35288307070732117,0.17068488895893097,0.31229567527770996,0.1815701276063919,0.4130953550338745
