,how,long,did,western,europe,control,cyprus,?
the,0.33890387415885925,0.3075225353240967,0.34736719727516174,0.37920868396759033,0.34463706612586975,0.32841500639915466,0.19548389315605164,0.22068053483963013
conquest,0.12608635425567627,0.13162776827812195,0.1569611132144928,0.20351117849349976,0.28678756952285767,0.2693512737751007,0.2580518424510956,0.12928934395313263
of,0.2480744868516922,0.2567519545555115,0.2513895630836487,0.32974064350128174,0.29299741983413696,0.2817542552947998,0.24310660362243652,0.1826142966747284
cyprus,0.05804276466369629,0.144156351685524,0.1215076670050621,0.16759508848190308,0.3240557909011841,0.2025994509458542,0.9999999403953552,0.10052155703306198
by,0.34370526671409607,0.17269869148731232,0.18574509024620056,0.20149661600589752,0.2368858903646469,0.2360290139913559,0.06797947734594345,0.17966607213020325
the,0.33890387415885925,0.3075225353240967,0.34736719727516174,0.37920868396759033,0.34463706612586975,0.32841500639915466,0.19548389315605164,0.22068053483963013
anglo-norman,0.1934741586446762,0.2008737027645111,0.18441267311573029,0.2777522802352905,0.2178575098514557,0.20654718577861786,0.26881664991378784,0.16049061715602875
forces,0.17453457415103912,0.12284071743488312,0.13164828717708588,0.21595393121242523,0.19519369304180145,0.329809308052063,0.1716570109128952,0.16984491050243378
of,0.2480744868516922,0.2567519545555115,0.2513895630836487,0.32974064350128174,0.29299741983413696,0.2817542552947998,0.24310660362243652,0.1826142966747284
the,0.33890387415885925,0.3075225353240967,0.34736719727516174,0.37920868396759033,0.34463706612586975,0.32841500639915466,0.19548389315605164,0.22068053483963013
third,0.14508451521396637,0.18505525588989258,0.19128914177417755,0.16524885594844818,0.21469847857952118,0.16521288454532623,0.19207556545734406,0.15394791960716248
crusade,0.12321921437978745,0.08268296718597412,0.15141388773918152,0.16892123222351074,0.21183699369430542,0.15590836107730865,0.24704617261886597,0.20859350264072418
opened,0.12807206809520721,0.1585133671760559,0.2014526128768921,0.19306790828704834,0.17592591047286987,0.10633768141269684,0.07094155997037888,0.1934700310230255
a,0.29312583804130554,0.3795371353626251,0.2552328109741211,0.21111781895160675,0.18710176646709442,0.21056023240089417,0.1757529228925705,0.23916715383529663
new,0.20832711458206177,0.22447149455547333,0.227974995970726,0.22696338593959808,0.1882428675889969,0.19091030955314636,0.11988689750432968,0.14782847464084625
chapter,0.2071181833744049,0.13487029075622559,0.08613505959510803,0.11335323750972748,0.0750640481710434,0.14410682022571564,0.08034810423851013,0.20212359726428986
in,0.2601168751716614,0.2759332060813904,0.2593238651752472,0.35160520672798157,0.33061710000038147,0.24831421673297882,0.1788414567708969,0.20430970191955566
the,0.33890387415885925,0.3075225353240967,0.34736719727516174,0.37920868396759033,0.34463706612586975,0.32841500639915466,0.19548389315605164,0.22068053483963013
history,0.28613850474357605,0.23506203293800354,0.24950987100601196,0.27158281207084656,0.21785491704940796,0.17511747777462006,0.152460515499115,0.2501974403858185
of,0.2480744868516922,0.2567519545555115,0.2513895630836487,0.32974064350128174,0.29299741983413696,0.2817542552947998,0.24310660362243652,0.1826142966747284
the,0.33890387415885925,0.3075225353240967,0.34736719727516174,0.37920868396759033,0.34463706612586975,0.32841500639915466,0.19548389315605164,0.22068053483963013
island,0.14636904001235962,0.24580179154872894,0.11249405890703201,0.27411848306655884,0.24028228223323822,0.15491192042827606,0.27993038296699524,0.0887429490685463
",",0.22659391164779663,0.3431144952774048,0.3015086054801941,0.27542921900749207,0.2542513906955719,0.20811550319194794,0.24421082437038422,0.31091248989105225
which,0.4852597713470459,0.34186381101608276,0.2750149369239807,0.23897536098957062,0.23978596925735474,0.31846651434898376,0.20334872603416443,0.25814583897590637
would,0.43239715695381165,0.26973652839660645,0.6268245577812195,0.22125834226608276,0.21397703886032104,0.2068130522966385,0.13415399193763733,0.37178951501846313
be,0.4158933162689209,0.2658098042011261,0.22657383978366852,0.15455764532089233,0.21410541236400604,0.21166473627090454,0.12669692933559418,0.3324260413646698
under,0.23006081581115723,0.1120559424161911,0.20815621316432953,0.09929286688566208,0.16337652504444122,0.32296884059906006,0.1381053626537323,0.18233340978622437
western,0.08635379374027252,0.18997988104820251,0.15773870050907135,1.0000001192092896,0.34800636768341064,0.18137386441230774,0.16759508848190308,0.17439141869544983
european,0.123964823782444,0.08309825509786606,0.2440035194158554,0.29314106702804565,0.5846181511878967,0.1944289207458496,0.3833369016647339,0.14560863375663757
domination,0.15116597712039948,0.17017768323421478,0.16392973065376282,0.2631683349609375,0.28617364168167114,0.2667359709739685,0.12961731851100922,0.14703449606895447
for,0.3308170735836029,0.2547193765640259,0.318512886762619,0.15054884552955627,0.26120877265930176,0.2014283388853073,0.1508755385875702,0.264628142118454
the,0.33890387415885925,0.3075225353240967,0.34736719727516174,0.37920868396759033,0.34463706612586975,0.32841500639915466,0.19548389315605164,0.22068053483963013
following,0.2692694067955017,0.1263306587934494,0.28040066361427307,0.15368202328681946,0.13661597669124603,0.1354137808084488,0.14796040952205658,0.1555173695087433
380,0.07705151289701462,0.13850560784339905,0.011847107671201229,-0.06563524156808853,-0.019057923927903175,0.038889456540346146,0.03118571639060974,0.04361674189567566
years,0.21949264407157898,0.34739476442337036,0.2695724070072174,0.19623249769210815,0.26117831468582153,0.14926473796367645,0.16729432344436646,0.1914375126361847
.,0.3287222981452942,0.3247973620891571,0.35288307070732117,0.2816847264766693,0.31984585523605347,0.24319837987422943,0.20954088866710663,0.4130953550338745
