,who,pointed,out,that,the,passage,under,dispute,actually,refers,to,a,living,man,?
francis,0.26085689663887024,0.1656922549009323,0.16170023381710052,0.2038167119026184,0.25598275661468506,0.20877160131931305,0.07189920544624329,0.19313131272792816,0.20578701794147491,0.14698855578899384,0.21499893069267273,0.18490271270275116,0.15229283273220062,0.21561028063297272,0.11903949081897736
blackburne,0.30463162064552307,0.08737761527299881,0.14575384557247162,0.16028322279453278,0.27937185764312744,0.15903043746948242,0.13506805896759033,0.20902658998966217,0.1650019735097885,0.13448655605316162,0.22537735104560852,0.2603992521762848,0.23739191889762878,0.19546669721603394,0.1781988888978958
in,0.2792111933231354,0.14739340543746948,0.3576207756996155,0.435920387506485,0.6662389636039734,0.2546468675136566,0.2535393238067627,0.2249964326620102,0.3058476448059082,0.31722337007522583,0.45010748505592346,0.539380669593811,0.3253810405731201,0.19554144144058228,0.20430970191955566
1765,0.05999162420630455,0.08447206020355225,0.020690351724624634,0.027907900512218475,0.11409745365381241,0.038856200873851776,0.03312200680375099,0.16131575405597687,0.03506286442279816,0.031213372945785522,0.06396890431642532,0.04482544586062431,0.15662582218647003,-0.015521271154284477,0.15980970859527588
argued,0.27725863456726074,0.3274146318435669,0.19590607285499573,0.3780103027820587,0.1919303685426712,0.1804850548505783,0.09154439717531204,0.3635309934616089,0.25114890933036804,0.20497970283031464,0.24650873243808746,0.1706712543964386,0.21807241439819336,0.22967907786369324,0.18905270099639893
that,0.45444270968437195,0.39054441452026367,0.43996092677116394,1.0,0.5473989248275757,0.2814699709415436,0.26447200775146484,0.2636946141719818,0.6371707320213318,0.24913696944713593,0.5436353087425232,0.47537946701049805,0.2670987546443939,0.25507083535194397,0.32716336846351624
john,0.30388808250427246,0.13718093931674957,0.15860803425312042,0.17830057442188263,0.2230520099401474,0.22723618149757385,0.1030910462141037,0.19322341680526733,0.20779775083065033,0.08290393650531769,0.2070634365081787,0.20638683438301086,0.06676901131868362,0.24302804470062256,0.13162356615066528
jortin,0.26934322714805603,0.1782217025756836,0.21405954658985138,0.20157183706760406,0.2611871063709259,0.20185931026935577,0.11657276749610901,0.1167839989066124,0.14971677958965302,0.07899372279644012,0.16586971282958984,0.2545449137687683,0.11089600622653961,0.1885254979133606,0.14228448271751404
misread,0.22962146997451782,0.3538050949573517,0.31766530871391296,0.3974098265171051,0.2051905244588852,0.23208576440811157,0.21899303793907166,0.283022940158844,0.3892599046230316,0.18127265572547913,0.2556177079677582,0.2138037234544754,0.10413499921560287,0.2648356258869171,0.44138994812965393
this,0.3345087468624115,0.3272550404071808,0.34908437728881836,0.6909449696540833,0.6274310946464539,0.3184349238872528,0.2380402684211731,0.2868114411830902,0.5229688882827759,0.26149624586105347,0.5759071707725525,0.5422310829162598,0.19462963938713074,0.26895007491111755,0.3155723512172699
and,0.41279885172843933,0.3176828920841217,0.3881998062133789,0.4731321930885315,0.5171257257461548,0.26472169160842896,0.3005301356315613,0.22863776981830597,0.3156367838382721,0.27250516414642334,0.48971283435821533,0.3739250600337982,0.27568840980529785,0.22261469066143036,0.20544172823429108
other,0.3612329661846161,0.3031563460826874,0.2891615033149719,0.5570666193962097,0.44152235984802246,0.19788846373558044,0.20355120301246643,0.2231539934873581,0.3731442093849182,0.2289654165506363,0.4193183183670044,0.2806335389614105,0.31328481435775757,0.2102649062871933,0.24682199954986572
passages,0.1769414246082306,0.28120166063308716,0.24045424163341522,0.3033798635005951,0.3271593749523163,0.8399296998977661,0.15858493745326996,0.1623794585466385,0.2487994134426117,0.2227344810962677,0.29124996066093445,0.23964758217334747,0.05256834998726845,0.14349375665187836,0.1300082802772522
from,0.27839982509613037,0.15674011409282684,0.3196950852870941,0.3477667272090912,0.40150508284568787,0.21969863772392273,0.24506589770317078,0.14888392388820648,0.2830860912799835,0.2534414827823639,0.4069952368736267,0.322764128446579,0.21752916276454926,0.16914385557174683,0.19969791173934937
luther,0.21013082563877106,0.09702964127063751,0.1738509088754654,0.21746599674224854,0.1759674996137619,0.19547998905181885,0.12438619881868362,0.173647940158844,0.15237075090408325,0.06021061912178993,0.18029534816741943,0.17967689037322998,0.11346376687288284,0.21149881184101105,0.1732746809720993
",",0.3365725874900818,0.28284385800361633,0.3161109685897827,0.4137537479400635,0.4933079481124878,0.18721908330917358,0.24875585734844208,0.23539960384368896,0.34130755066871643,0.24580217897891998,0.44245919585227966,0.427140474319458,0.26278790831565857,0.26654794812202454,0.31091248989105225
while,0.4068111777305603,0.2515050172805786,0.3492880165576935,0.43523597717285156,0.39804592728614807,0.21964026987552643,0.3504408299922943,0.24136419594287872,0.43470388650894165,0.24984171986579895,0.43899232149124146,0.3733035624027252,0.1815672069787979,0.19850407540798187,0.21076419949531555
gottfried,0.2614901065826416,0.1346556544303894,0.10980501025915146,0.19840510189533234,0.1801842749118805,0.12739159166812897,0.10107138752937317,0.09317886084318161,0.1993778496980667,0.09785662591457367,0.13473376631736755,0.14142021536827087,0.08671646565198898,0.12526722252368927,0.19522234797477722
fritschel,0.233734592795372,0.10395592451095581,0.14059050381183624,0.15459130704402924,0.2643488943576813,0.14783431589603424,0.1855856478214264,0.09790932387113571,0.16584056615829468,0.10572846233844757,0.15699930489063263,0.258506715297699,0.13898257911205292,0.15525086224079132,0.14704760909080505
pointed,0.22605016827583313,1.0,0.3136669397354126,0.39054441452026367,0.28771230578422546,0.21838372945785522,0.07745790481567383,0.23474285006523132,0.35210999846458435,0.21162304282188416,0.2744460105895996,0.26208236813545227,0.15536507964134216,0.18404953181743622,0.1998298168182373
out,0.3129808306694031,0.3136669397354126,1.0,0.43996092677116394,0.39404502511024475,0.21665529906749725,0.30524444580078125,0.24071145057678223,0.3595656156539917,0.17517529428005219,0.42386990785598755,0.34264278411865234,0.16314668953418732,0.25709837675094604,0.22020699083805084
in,0.2792111933231354,0.14739340543746948,0.3576207756996155,0.435920387506485,0.6662389636039734,0.2546468675136566,0.2535393238067627,0.2249964326620102,0.3058476448059082,0.31722337007522583,0.45010748505592346,0.539380669593811,0.3253810405731201,0.19554144144058228,0.20430970191955566
1867,0.21053729951381683,0.10477463155984879,0.10236185044050217,0.14164206385612488,0.04884013161063194,0.028886742889881134,0.0657164677977562,0.03977850079536438,0.17494191229343414,0.026275530457496643,0.10455365478992462,0.07109557837247849,0.11702416837215424,0.16075849533081055,0.23762458562850952
that,0.45444270968437195,0.39054441452026367,0.43996092677116394,1.0,0.5473989248275757,0.2814699709415436,0.26447200775146484,0.2636946141719818,0.6371707320213318,0.24913696944713593,0.5436353087425232,0.47537946701049805,0.2670987546443939,0.25507083535194397,0.32716336846351624
