,who,were,the,first,two,actors,that,played,doctor,who,?
this,0.3345087468624115,0.25469228625297546,0.6274310946464539,0.41690850257873535,0.33004114031791687,0.20935167372226715,0.6909449696540833,0.13682743906974792,0.16758373379707336,0.3345087468624115,0.3155723512172699
included,0.19250646233558655,0.42708900570869446,0.3825419843196869,0.23475037515163422,0.3174475133419037,0.21101826429367065,0.2736181616783142,0.2586154639720917,0.08891847729682922,0.19250646233558655,0.14385655522346497
many,0.4149286150932312,0.4804460406303406,0.4335206151008606,0.2931244373321533,0.5147606730461121,0.2983720302581787,0.5391656160354614,0.18853145837783813,0.18319568037986755,0.4149286150932312,0.2124512493610382
old,0.2511109709739685,0.254345178604126,0.31849798560142517,0.23832789063453674,0.2743735909461975,0.20658984780311584,0.2827931344509125,0.17562571167945862,0.1425560563802719,0.2511109709739685,0.20577076077461243
episodes,0.20461446046829224,0.17896170914173126,0.1889590173959732,0.21580514311790466,0.2568005919456482,0.19268302619457245,0.24730995297431946,0.2595805823802948,0.2920081615447998,0.20461446046829224,0.21740183234214783
of,0.2827862501144409,0.34038281440734863,0.733189046382904,0.3536086082458496,0.37726253271102905,0.22658050060272217,0.41498205065727234,0.21120788156986237,0.16895952820777893,0.2827862501144409,0.1826142966747284
doctor,0.3504868149757385,0.11412792652845383,0.2820442318916321,0.27244147658348083,0.12698069214820862,0.14469687640666962,0.2390732765197754,0.20600740611553192,0.9999999403953552,0.3504868149757385,0.1462511420249939
who,0.9999998807907104,0.3188014328479767,0.3733934462070465,0.39065709710121155,0.2791741192340851,0.2542370557785034,0.45444270968437195,0.26104769110679626,0.3504868149757385,0.9999998807907104,0.26220351457595825
",",0.3365725874900818,0.36755475401878357,0.4933079481124878,0.34503069519996643,0.35859420895576477,0.2721500098705292,0.4137537479400635,0.2987361550331116,0.20407600700855255,0.3365725874900818,0.31091248989105225
mostly,0.2915951609611511,0.33211323618888855,0.3490641117095947,0.2337297648191452,0.28851500153541565,0.18702934682369232,0.3136579096317291,0.2342638522386551,0.11967085301876068,0.2915951609611511,0.09124795347452164
stories,0.3021683990955353,0.3193674683570862,0.2397296130657196,0.2370806485414505,0.2322434037923813,0.2328864336013794,0.26853734254837036,0.13017594814300537,0.20147667825222015,0.3021683990955353,0.20536305010318756
featuring,0.19577710330486298,0.18287456035614014,0.21340800821781158,0.17436198890209198,0.22133611142635345,0.2188187837600708,0.2263946831226349,0.28902769088745117,0.1270301192998886,0.19577710330486298,0.24838131666183472
the,0.3733934462070465,0.3906462490558624,1.0,0.49448907375335693,0.43858039379119873,0.27470633387565613,0.5473989248275757,0.2603478729724884,0.2820442318916321,0.3733934462070465,0.22068053483963013
first,0.39065709710121155,0.3285558819770813,0.49448907375335693,1.0,0.3794230818748474,0.17391692101955414,0.3482176661491394,0.2724764943122864,0.27244147658348083,0.39065709710121155,0.18701928853988647
two,0.2791741192340851,0.4493520259857178,0.43858039379119873,0.3794230818748474,1.0000001192092896,0.23084475100040436,0.3858162462711334,0.2799473702907562,0.12698069214820862,0.2791741192340851,0.19645625352859497
doctors,0.34335678815841675,0.2462945580482483,0.24499839544296265,0.16617467999458313,0.2045958936214447,0.34725481271743774,0.30322057008743286,0.12743444740772247,0.6945362687110901,0.34335678815841675,0.19305896759033203
:,-0.0025186005514115095,-0.04773278534412384,-0.03403344005346298,0.018633490428328514,0.016365518793463707,-0.07932444661855698,-0.12200210988521576,0.08568762987852097,-0.004988687578588724,-0.0025186005514115095,-0.07156077772378922
william,0.32068803906440735,0.18914814293384552,0.21537061035633087,0.26558709144592285,0.15547144412994385,0.13028386235237122,0.20143915712833405,0.1322263777256012,0.16732777655124664,0.32068803906440735,0.14462219178676605
hartnell,0.34082430601119995,0.21473902463912964,0.24653013050556183,0.3480895757675171,0.30407145619392395,0.320330411195755,0.2281056046485901,0.34830495715141296,0.4136299788951874,0.34082430601119995,0.21577993035316467
and,0.41279885172843933,0.42175528407096863,0.5171257257461548,0.3167642652988434,0.4671151638031006,0.22122350335121155,0.4731321930885315,0.268975168466568,0.21673844754695892,0.41279885172843933,0.20544172823429108
patrick,0.2801552414894104,0.15459856390953064,0.1839403212070465,0.25812241435050964,0.1484396755695343,0.1703273057937622,0.18251514434814453,0.2263539731502533,0.19337975978851318,0.2801552414894104,0.09005489200353622
troughton,0.14691095054149628,0.243011936545372,0.28912484645843506,0.21161073446273804,0.2303285002708435,0.21244092285633087,0.2005869299173355,0.1906493902206421,0.2166384905576706,0.14691095054149628,0.13754236698150635
.,0.3541337847709656,0.3378238379955292,0.5934505462646484,0.4345304071903229,0.3524959683418274,0.2096177339553833,0.4460422694683075,0.2876244783401489,0.22361043095588684,0.3541337847709656,0.4130953550338745
