,what,is,an,abbreviation,for,the,church,of,jesus,christ,of,latter-day,saints,?
in,0.30808621644973755,0.5394441485404968,0.2605783939361572,0.1765137016773224,0.4322226941585541,0.6662389636039734,0.2493300437927246,0.5696388483047485,0.13815179467201233,0.16419753432273865,0.5696388483047485,0.3390364944934845,0.17272762954235077,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,0.4207492768764496,0.23457685112953186,0.4739971458911896,1.0,0.23846197128295898,0.733189046382904,0.23073002696037292,0.25124865770339966,0.733189046382904,0.3910856246948242,0.22267529368400574,0.22068053483963013
church,0.1944202184677124,0.203276589512825,0.09629998356103897,0.1101527139544487,0.15542230010032654,0.23846197128295898,0.9999999403953552,0.3079429268836975,0.3845904767513275,0.4993642270565033,0.3079429268836975,0.3771452307701111,0.5138506293296814,0.18081501126289368
of,0.33290785551071167,0.4854315221309662,0.32280945777893066,0.21895205974578857,0.4185989499092102,0.733189046382904,0.3079429268836975,1.0,0.21039734780788422,0.27289092540740967,1.0,0.3259866237640381,0.2700014114379883,0.1826142966747284
jesus,0.307744562625885,0.18866516649723053,0.1359066516160965,0.11967584490776062,0.17945149540901184,0.23073002696037292,0.3845904767513275,0.21039734780788422,1.0,0.7407342195510864,0.21039734780788422,0.3870626389980316,0.44375401735305786,0.19975169003009796
christ,0.2615339457988739,0.19270560145378113,0.12691886723041534,0.18082280457019806,0.1445605307817459,0.25124865770339966,0.4993642270565033,0.27289092540740967,0.7407342195510864,0.9999999403953552,0.27289092540740967,0.4129221439361572,0.46838802099227905,0.13772203028202057
of,0.33290785551071167,0.4854315221309662,0.32280945777893066,0.21895205974578857,0.4185989499092102,0.733189046382904,0.3079429268836975,1.0,0.21039734780788422,0.27289092540740967,1.0,0.3259866237640381,0.2700014114379883,0.1826142966747284
latter-day,0.27307119965553284,0.26061657071113586,0.1412450671195984,0.16583369672298431,0.25869452953338623,0.3910856246948242,0.3771452307701111,0.3259866237640381,0.3870626389980316,0.4129221439361572,0.3259866237640381,0.9999998807907104,0.45012691617012024,0.1801917403936386
saints,0.20729289948940277,0.23882900178432465,0.12203294038772583,0.09261665493249893,0.1933131366968155,0.22267529368400574,0.5138506293296814,0.2700014114379883,0.44375401735305786,0.46838802099227905,0.2700014114379883,0.45012691617012024,1.0,0.1782425343990326
(,0.2411840260028839,0.35393038392066956,0.286407470703125,0.23986606299877167,0.3357032239437103,0.33289089798927307,0.17581534385681152,0.35032153129577637,0.1582494080066681,0.20448997616767883,0.35032153129577637,0.3228501081466675,0.22734759747982025,0.40561532974243164
lds,0.19392722845077515,0.13198885321617126,0.1154518574476242,0.17812399566173553,0.23684410750865936,0.21610027551651,0.43778929114341736,0.2256365418434143,0.39935389161109924,0.3852476179599762,0.2256365418434143,0.33262866735458374,0.43643876910209656,0.23273463547229767
church,0.1944202184677124,0.203276589512825,0.09629998356103897,0.1101527139544487,0.15542230010032654,0.23846197128295898,0.9999999403953552,0.3079429268836975,0.3845904767513275,0.4993642270565033,0.3079429268836975,0.3771452307701111,0.5138506293296814,0.18081501126289368
),0.26259949803352356,0.37732169032096863,0.2873353958129883,0.23982518911361694,0.3639558255672455,0.3456730246543884,0.1983546018600464,0.3680361211299896,0.17430898547172546,0.21559730172157288,0.3680361211299896,0.3354204297065735,0.24788866937160492,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.3581022024154663,0.2105903923511505,0.4464869201183319,0.4933079481124878,0.2707274258136749,0.4946078956127167,0.19633327424526215,0.22404725849628448,0.4946078956127167,0.3874502182006836,0.2533475160598755,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,0.4207492768764496,0.23457685112953186,0.4739971458911896,1.0,0.23846197128295898,0.733189046382904,0.23073002696037292,0.25124865770339966,0.733189046382904,0.3910856246948242,0.22267529368400574,0.22068053483963013
teacher,0.20492632687091827,0.2001669555902481,0.19733460247516632,0.12090779095888138,0.23373261094093323,0.17760860919952393,0.2423553615808487,0.19968076050281525,0.25862234830856323,0.23828811943531036,0.19968076050281525,0.20396065711975098,0.1899135857820511,0.1797819435596466
is,0.28837618231773376,1.0,0.4654068350791931,0.238650843501091,0.43268078565597534,0.5823672413825989,0.203276589512825,0.4854315221309662,0.18866516649723053,0.19270560145378113,0.4854315221309662,0.26061657071113586,0.23882900178432465,0.22961433231830597
an,0.2821882665157318,0.4654068350791931,1.0,0.16884857416152954,0.3236706852912903,0.4207492768764496,0.09629998356103897,0.32280945777893066,0.1359066516160965,0.12691886723041534,0.32280945777893066,0.1412450671195984,0.12203294038772583,0.19793890416622162
office,0.12159775197505951,0.1776546686887741,0.12916706502437592,0.16433721780776978,0.25028741359710693,0.27314993739128113,0.2608829140663147,0.24605777859687805,0.0831017941236496,0.12539489567279816,0.24605777859687805,0.18141786754131317,0.10216979682445526,0.16497313976287842
in,0.30808621644973755,0.5394441485404968,0.2605783939361572,0.1765137016773224,0.4322226941585541,0.6662389636039734,0.2493300437927246,0.5696388483047485,0.13815179467201233,0.16419753432273865,0.5696388483047485,0.3390364944934845,0.17272762954235077,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,0.4207492768764496,0.23457685112953186,0.4739971458911896,1.0,0.23846197128295898,0.733189046382904,0.23073002696037292,0.25124865770339966,0.733189046382904,0.3910856246948242,0.22267529368400574,0.22068053483963013
aaronic,0.2994286119937897,0.25846776366233826,0.23826462030410767,0.2523933947086334,0.2869300842285156,0.28153982758522034,0.12275008112192154,0.21361002326011658,0.263479083776474,0.18379129469394684,0.21361002326011658,0.2672843337059021,0.22138920426368713,0.2204626351594925
priesthood,0.22431568801403046,0.1371499001979828,0.169611856341362,0.1371200680732727,0.24183402955532074,0.2826952636241913,0.44197022914886475,0.2815867066383362,0.40895503759384155,0.3564090430736542,0.2815867066383362,0.2830856740474701,0.329714298248291,0.17457331717014313
",",0.3087472915649414,0.4691906273365021,0.3581022024154663,0.2105903923511505,0.4464869201183319,0.4933079481124878,0.2707274258136749,0.4946078956127167,0.19633327424526215,0.22404725849628448,0.4946078956127167,0.3874502182006836,0.2533475160598755,0.31091248989105225
generally,0.40614598989486694,0.4094115197658539,0.26753097772598267,0.15941505134105682,0.35338807106018066,0.41466525197029114,0.1768280267715454,0.3127037584781647,0.16512544453144073,0.13617219030857086,0.3127037584781647,0.2713495194911957,0.18628965318202972,0.23411904275417328
conferred,0.10596323013305664,0.16540729999542236,0.10661535710096359,0.128511443734169,0.20094114542007446,0.3050553798675537,0.23211324214935303,0.3241461217403412,0.09727166593074799,0.17025475203990936,0.3241461217403412,0.25475525856018066,0.23421312868595123,0.10300537198781967
on,0.34226128458976746,0.3635730445384979,0.3192969560623169,0.11808478087186813,0.36199691891670227,0.5107308030128479,0.1726921796798706,0.3966929316520691,0.1655542254447937,0.16157518327236176,0.3966929316520691,0.3034658432006836,0.17417308688163757,0.2714994251728058
young,0.18808799982070923,0.164752796292305,0.15689398348331451,0.03852538764476776,0.2561517059803009,0.2729646563529968,0.10645133256912231,0.28555598855018616,0.19066108763217926,0.14768090844154358,0.28555598855018616,0.19275330007076263,0.2095421403646469,0.14931946992874146
boys,0.17170795798301697,0.14515718817710876,0.09065176546573639,0.05616353452205658,0.16334953904151917,0.17442311346530914,0.19207003712654114,0.13963142037391663,0.2178843915462494,0.23533040285110474,0.13963142037391663,0.23492972552776337,0.21137045323848724,0.1407768875360489
or,0.33867141604423523,0.41870999336242676,0.3096676766872406,0.24392972886562347,0.4111599624156952,0.4174870550632477,0.1717420071363449,0.3792596757411957,0.17998452484607697,0.17668598890304565,0.3792596757411957,0.20887085795402527,0.15950296819210052,0.32389625906944275
