,how,long,has,proportionality,been,recognized,as,one,of,the,general,principles,of,eu,law,?
proportionality,0.3097338080406189,0.17272761464118958,0.18438242375850677,1.0,0.24527043104171753,0.22840017080307007,0.2205897718667984,0.3119576871395111,0.25016435980796814,0.2545052170753479,0.22234956920146942,0.26162514090538025,0.25016435980796814,0.17096111178398132,0.2840154469013214,0.22919641435146332
is,0.22544461488723755,0.28473302721977234,0.5668748617172241,0.23858913779258728,0.39566612243652344,0.23847106099128723,0.43216490745544434,0.4544198513031006,0.4854315221309662,0.5823672413825989,0.20144300162792206,0.15077199041843414,0.4854315221309662,0.12234814465045929,0.18597714602947235,0.22961433231830597
recognised,0.14531591534614563,0.14971061050891876,0.20770825445652008,0.23870134353637695,0.2724907696247101,0.7276184558868408,0.33261293172836304,0.24129590392112732,0.29297497868537903,0.2839850187301636,0.12499678134918213,0.2911098599433899,0.29297497868537903,0.16342799365520477,0.17763693630695343,0.1985509693622589
one,0.3213292360305786,0.3024393320083618,0.43032392859458923,0.3119576871395111,0.3407197892665863,0.2733552157878876,0.3954789340496063,1.0000001192092896,0.4999135136604309,0.5514441132545471,0.18572571873664856,0.16933657228946686,0.4999135136604309,0.15931439399719238,0.17846634984016418,0.2673267424106598
of,0.2480744868516922,0.2567519545555115,0.3909035325050354,0.25016435980796814,0.31685134768486023,0.3161126375198364,0.3886612355709076,0.4999135136604309,1.0,0.733189046382904,0.28352999687194824,0.25854504108428955,1.0,0.1579294353723526,0.2816956341266632,0.1826142966747284
the,0.33890387415885925,0.3075225353240967,0.4177538752555847,0.2545052170753479,0.3563927710056305,0.31571096181869507,0.48381632566452026,0.5514441132545471,0.733189046382904,1.0,0.28634732961654663,0.21452596783638,0.733189046382904,0.14126400649547577,0.24548950791358948,0.22068053483963013
general,0.19638104736804962,0.16063736379146576,0.12416177988052368,0.22234956920146942,0.15958157181739807,0.14796382188796997,0.250458300113678,0.18572571873664856,0.28352999687194824,0.28634732961654663,1.0000001192092896,0.2270563840866089,0.28352999687194824,0.16366180777549744,0.26049289107322693,0.1972234547138214
principles,0.3132765293121338,0.10434281080961227,0.10351306200027466,0.26162514090538025,0.16636012494564056,0.2478405088186264,0.2684563398361206,0.16933657228946686,0.25854504108428955,0.21452596783638,0.2270563840866089,1.0000001192092896,0.25854504108428955,0.1798057109117508,0.37726420164108276,0.19203636050224304
of,0.2480744868516922,0.2567519545555115,0.3909035325050354,0.25016435980796814,0.31685134768486023,0.3161126375198364,0.3886612355709076,0.4999135136604309,1.0,0.733189046382904,0.28352999687194824,0.25854504108428955,1.0,0.1579294353723526,0.2816956341266632,0.1826142966747284
european,0.123964823782444,0.08309825509786606,0.1917828619480133,0.1866198629140854,0.1689886897802353,0.2524239718914032,0.20210161805152893,0.24752061069011688,0.2507138252258301,0.3423081040382385,0.14515185356140137,0.2124764770269394,0.2507138252258301,0.46552222967147827,0.17164482176303864,0.14560863375663757
union,0.1126161515712738,0.10520071536302567,0.19102120399475098,0.12808972597122192,0.16404001414775848,0.2076616734266281,0.1848503202199936,0.20057347416877747,0.2642118036746979,0.24421639740467072,0.25239288806915283,0.20839111506938934,0.2642118036746979,0.3292396068572998,0.19371826946735382,0.07797172665596008
law,0.18813064694404602,0.07939723134040833,0.15925909578800201,0.2840154469013214,0.1556238830089569,0.19775529205799103,0.2346976399421692,0.17846634984016418,0.2816956341266632,0.24548950791358948,0.26049289107322693,0.37726420164108276,0.2816956341266632,0.20359504222869873,1.0000001192092896,0.1528988480567932
by,0.34370526671409607,0.17269869148731232,0.3254803419113159,0.30400118231773376,0.39107078313827515,0.2992893159389496,0.3815547823905945,0.29445651173591614,0.3646814823150635,0.4408751428127289,0.2654627859592438,0.19437851011753082,0.3646814823150635,0.07193604856729507,0.1977037936449051,0.17966607213020325
the,0.33890387415885925,0.3075225353240967,0.4177538752555847,0.2545052170753479,0.3563927710056305,0.31571096181869507,0.48381632566452026,0.5514441132545471,0.733189046382904,1.0,0.28634732961654663,0.21452596783638,0.733189046382904,0.14126400649547577,0.24548950791358948,0.22068053483963013
european,0.123964823782444,0.08309825509786606,0.1917828619480133,0.1866198629140854,0.1689886897802353,0.2524239718914032,0.20210161805152893,0.24752061069011688,0.2507138252258301,0.3423081040382385,0.14515185356140137,0.2124764770269394,0.2507138252258301,0.46552222967147827,0.17164482176303864,0.14560863375663757
court,0.16033481061458588,0.1370864063501358,0.18286947906017303,0.2145199179649353,0.18017660081386566,0.12732109427452087,0.17202796041965485,0.19723033905029297,0.28835242986679077,0.2812081575393677,0.1779973804950714,0.22714807093143463,0.28835242986679077,0.16374509036540985,0.413828045129776,0.17100423574447632
of,0.2480744868516922,0.2567519545555115,0.3909035325050354,0.25016435980796814,0.31685134768486023,0.3161126375198364,0.3886612355709076,0.4999135136604309,1.0,0.733189046382904,0.28352999687194824,0.25854504108428955,1.0,0.1579294353723526,0.2816956341266632,0.1826142966747284
