,when,was,the,debut,of,the,1983,special,called,the,five,doctors,?
the,0.5091903209686279,0.48711544275283813,1.0,0.2226441204547882,0.733189046382904,1.0,-0.019107989966869354,0.3027077615261078,0.489897221326828,1.0,0.41977158188819885,0.24499839544296265,0.22068053483963013
1983,-0.11684274673461914,-0.05299026519060135,-0.019107989966869354,-0.013354762457311153,0.0639224499464035,-0.019107989966869354,1.0,-0.0032942963298410177,0.04461442679166794,-0.019107989966869354,-0.03644748404622078,-0.0444488488137722,0.09926492720842361
20th,0.19096055626869202,0.258506178855896,0.3097512125968933,0.24564750492572784,0.21726468205451965,0.3097512125968933,0.024738717824220657,0.14550115168094635,0.18622256815433502,0.3097512125968933,0.1854521483182907,0.1520397663116455,0.14985637366771698
anniversary,0.16595201194286346,0.28924626111984253,0.29318708181381226,0.28497228026390076,0.2393128126859665,0.29318708181381226,-0.024536024779081345,0.3297252953052521,0.2548806369304657,0.29318708181381226,0.2505345642566681,0.13385212421417236,0.1981802135705948
special,0.2383107990026474,0.1585642695426941,0.3027077615261078,0.14761006832122803,0.27998968958854675,0.3027077615261078,-0.0032942963298410177,1.0000001192092896,0.322234570980072,0.3027077615261078,0.17902345955371857,0.2336871474981308,0.29623302817344666
the,0.5091903209686279,0.48711544275283813,1.0,0.2226441204547882,0.733189046382904,1.0,-0.019107989966869354,0.3027077615261078,0.489897221326828,1.0,0.41977158188819885,0.24499839544296265,0.22068053483963013
five,0.2892635762691498,0.310379296541214,0.41977158188819885,0.18531501293182373,0.3980514109134674,0.41977158188819885,-0.03644748404622078,0.17902345955371857,0.2968750596046448,0.41977158188819885,1.0,0.18702414631843567,0.18342848122119904
doctors,0.22082412242889404,0.1506645530462265,0.24499839544296265,0.09174422919750214,0.18925178050994873,0.24499839544296265,-0.0444488488137722,0.2336871474981308,0.2561566233634949,0.24499839544296265,0.18702414631843567,1.0,0.19305896759033203
had,0.37526828050613403,0.5927209258079529,0.3875846862792969,0.14633457362651825,0.37755560874938965,0.3875846862792969,0.043143242597579956,0.20414842665195465,0.31333738565444946,0.3875846862792969,0.3599399924278259,0.2613071799278259,0.20728366076946259
its,0.34032323956489563,0.3518870174884796,0.559237003326416,0.1597193032503128,0.48690423369407654,0.559237003326416,0.040093716233968735,0.20760555565357208,0.2840702533721924,0.559237003326416,0.25861459970474243,0.1217677891254425,0.15103481709957123
début,0.26656004786491394,0.40350624918937683,0.42758578062057495,0.530596137046814,0.3005991578102112,0.42758578062057495,-0.04228046163916588,0.17844055593013763,0.3340498208999634,0.42758578062057495,0.2358464151620865,0.25525662302970886,0.18430818617343903
on,0.37706470489501953,0.3909217119216919,0.5107308030128479,0.26024293899536133,0.3966929316520691,0.5107308030128479,-0.03687480464577675,0.23108302056789398,0.25462663173675537,0.5107308030128479,0.2724660038948059,0.1926962286233902,0.2714994251728058
23,0.0008026579744182527,-0.04668274149298668,-0.04008803516626358,0.02315843105316162,-0.01973372884094715,-0.04008803516626358,-0.030756233260035515,-0.08336420357227325,-0.04539497196674347,-0.04008803516626358,-0.06706438213586807,0.031025312840938568,0.012076443061232567
november,0.2606481611728668,0.4240739941596985,0.25734350085258484,0.21076227724552155,0.19941139221191406,0.25734350085258484,0.012511307373642921,0.10777370631694794,0.0960162878036499,0.25734350085258484,0.18356478214263916,0.12232525646686554,0.3159552216529846
(,0.2459595799446106,0.2980341613292694,0.33289089798927307,0.19442118704319,0.35032153129577637,0.33289089798927307,0.14718495309352875,0.1810780167579651,0.2546432614326477,0.33289089798927307,0.19976332783699036,0.10164801776409149,0.40561532974243164
the,0.5091903209686279,0.48711544275283813,1.0,0.2226441204547882,0.733189046382904,1.0,-0.019107989966869354,0.3027077615261078,0.489897221326828,1.0,0.41977158188819885,0.24499839544296265,0.22068053483963013
actual,0.3111655116081238,0.2121414989233017,0.40616878867149353,0.1293056607246399,0.4107692241668701,0.40616878867149353,0.01703704334795475,0.21309831738471985,0.25745585560798645,0.40616878867149353,0.1114436462521553,0.10846983641386032,0.20405827462673187
date,0.23106098175048828,0.23531168699264526,0.25333094596862793,0.16983258724212646,0.19568462669849396,0.25333094596862793,-0.12536200881004333,0.10356631129980087,0.03433828428387642,0.25333094596862793,0.1285688281059265,0.047000959515571594,0.2698357403278351
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.12960465252399445,1.0,0.733189046382904,0.0639224499464035,0.27998968958854675,0.4222904443740845,0.733189046382904,0.3980514109134674,0.18925178050994873,0.1826142966747284
the,0.5091903209686279,0.48711544275283813,1.0,0.2226441204547882,0.733189046382904,1.0,-0.019107989966869354,0.3027077615261078,0.489897221326828,1.0,0.41977158188819885,0.24499839544296265,0.22068053483963013
anniversary,0.16595201194286346,0.28924626111984253,0.29318708181381226,0.28497228026390076,0.2393128126859665,0.29318708181381226,-0.024536024779081345,0.3297252953052521,0.2548806369304657,0.29318708181381226,0.2505345642566681,0.13385212421417236,0.1981802135705948
),0.2538422644138336,0.3267642855644226,0.3456730246543884,0.22301031649112701,0.3680361211299896,0.3456730246543884,0.13745412230491638,0.207723930478096,0.273923397064209,0.3456730246543884,0.21320407092571259,0.0938401073217392,0.42300865054130554
on,0.37706470489501953,0.3909217119216919,0.5107308030128479,0.26024293899536133,0.3966929316520691,0.5107308030128479,-0.03687480464577675,0.23108302056789398,0.25462663173675537,0.5107308030128479,0.2724660038948059,0.1926962286233902,0.2714994251728058
a,0.44397395849227905,0.4508470594882965,0.5829201340675354,0.23467278480529785,0.5052502155303955,0.5829201340675354,0.005996976047754288,0.31333932280540466,0.4868806302547455,0.5829201340675354,0.2874281108379364,0.13876411318778992,0.23916715383529663
number,0.2767394483089447,0.1855042725801468,0.35145696997642517,0.22530877590179443,0.2778518795967102,0.35145696997642517,-0.010666235350072384,0.23163312673568726,0.20936982333660126,0.35145696997642517,0.36543506383895874,0.15319982171058655,0.19256845116615295
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.12960465252399445,1.0,0.733189046382904,0.0639224499464035,0.27998968958854675,0.4222904443740845,0.733189046382904,0.3980514109134674,0.18925178050994873,0.1826142966747284
pbs,0.14137603342533112,0.19556783139705658,0.21274201571941376,0.19048279523849487,0.21990111470222473,0.21274201571941376,-0.005090739578008652,0.2510359287261963,0.21928523480892181,0.21274201571941376,0.14652861654758453,0.17405091226100922,0.25414663553237915
stations,0.18794915080070496,0.15012863278388977,0.24762700498104095,0.14938455820083618,0.20414425432682037,0.24762700498104095,-0.08175289630889893,0.17136484384536743,0.17854465544223785,0.24762700498104095,0.2344263195991516,0.21318243443965912,0.13192185759544373
two,0.3743424117565155,0.27166637778282166,0.43858039379119873,0.15201012790203094,0.37726253271102905,0.43858039379119873,0.032959748059511185,0.25693705677986145,0.3555888831615448,0.43858039379119873,0.6973215341567993,0.2045958936214447,0.19645625352859497
days,0.3205467760562897,0.2985812723636627,0.2574930489063263,0.1263783723115921,0.23668107390403748,0.2574930489063263,-0.07019167393445969,0.16066648066043854,0.1937834918498993,0.2574930489063263,0.34618866443634033,0.20648609101772308,0.2198754847049713
prior,0.26478707790374756,0.29096508026123047,0.33782097697257996,0.10682623833417892,0.3183474540710449,0.33782097697257996,-0.023842625319957733,0.19242800772190094,0.09459536522626877,0.33782097697257996,0.1747714877128601,0.1503627747297287,0.16978254914283752
to,0.5423505902290344,0.3636345863342285,0.535392165184021,0.19055314362049103,0.41548454761505127,0.535392165184021,-0.05231504887342453,0.28623831272125244,0.2987143397331238,0.535392165184021,0.29041585326194763,0.2947743237018585,0.29463258385658264
its,0.34032323956489563,0.3518870174884796,0.559237003326416,0.1597193032503128,0.48690423369407654,0.559237003326416,0.040093716233968735,0.20760555565357208,0.2840702533721924,0.559237003326416,0.25861459970474243,0.1217677891254425,0.15103481709957123
bbc,0.19045519828796387,0.19087861478328705,0.2735401690006256,0.17660214006900787,0.1797877550125122,0.2735401690006256,0.01288500614464283,0.21692971885204315,0.21479831635951996,0.2735401690006256,0.13811171054840088,0.26781314611434937,0.20556949079036713
one,0.38307374715805054,0.3752199709415436,0.5514441132545471,0.22180618345737457,0.4999135136604309,0.5514441132545471,-0.028804246336221695,0.214766263961792,0.3550408184528351,0.5514441132545471,0.5382834076881409,0.20284728705883026,0.2673267424106598
broadcast,0.2190258502960205,0.24068336188793182,0.2713715434074402,0.2850082814693451,0.20155203342437744,0.2713715434074402,-0.0474703386425972,0.23063459992408752,0.22146372497081757,0.2713715434074402,0.21544314920902252,0.17449216544628143,0.15760008990764618
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.20454879105091095,0.5352458953857422,0.5934505462646484,0.02804282307624817,0.26337340474128723,0.300344854593277,0.5934505462646484,0.34172043204307556,0.1993139684200287,0.4130953550338745
