,what,needs,to,be,made,to,ensure,poorer,members,of,society,can,participate,in,economic,growth,?
while,0.35511791706085205,0.27750152349472046,0.43899232149124146,0.3466706871986389,0.24911803007125854,0.43899232149124146,0.3266274333000183,0.2293863147497177,0.22689087688922882,0.3366928696632385,0.11741195619106293,0.27375856041908264,0.2626298666000366,0.3399278521537781,0.1713452935218811,0.19234618544578552,0.21076419949531555
acknowledging,0.3549380302429199,0.241673544049263,0.33028605580329895,0.31172141432762146,0.20864138007164001,0.33028605580329895,0.42079615592956543,0.19522272050380707,0.22218213975429535,0.2954466640949249,0.2210744470357895,0.18883821368217468,0.2972220778465271,0.2053326964378357,0.2803789973258972,0.23155514895915985,0.25490888953208923
the,0.42745697498321533,0.24302323162555695,0.535392165184021,0.4248143136501312,0.3885267674922943,0.535392165184021,0.2955571711063385,0.2263936996459961,0.3321719169616699,0.733189046382904,0.2789285480976105,0.312528520822525,0.24406622350215912,0.6662389636039734,0.282455176115036,0.2912366986274719,0.22068053483963013
central,0.17723965644836426,0.08968006819486618,0.21511952579021454,0.12415618449449539,0.11698830872774124,0.21511952579021454,0.055634964257478714,0.1475832462310791,0.109086774289608,0.3415789008140564,0.1268991231918335,0.131996750831604,0.08765313029289246,0.30844059586524963,0.2135496288537979,0.14498195052146912,0.14787602424621582
role,0.22614215314388275,0.13344307243824005,0.17841029167175293,0.1769188493490219,0.20599240064620972,0.17841029167175293,0.17154474556446075,0.11655417829751968,0.137930229306221,0.1797693818807602,0.11622968316078186,0.11350167542695999,0.2032211571931839,0.243671715259552,0.21029847860336304,0.2574489116668701,0.18676944077014923
economic,0.18082544207572937,0.12506093084812164,0.26856908202171326,0.18845009803771973,0.16640105843544006,0.26856908202171326,0.29418203234672546,0.4048849642276764,0.17675451934337616,0.3030148148536682,0.300777405500412,0.15361113846302032,0.13862766325473785,0.22027181088924408,0.9999999403953552,0.4732155203819275,0.1206481084227562
growth,0.1739405393600464,0.16537432372570038,0.2701800763607025,0.20039916038513184,0.13191650807857513,0.2701800763607025,0.19946308434009552,0.36112043261528015,0.12016092985868454,0.2679378092288971,0.185512974858284,0.2057914435863495,0.1768646389245987,0.2819603681564331,0.4732155203819275,1.0000001192092896,0.07547862827777863
can,0.34502777457237244,0.5674105286598206,0.4979398250579834,0.5791122913360596,0.28097549080848694,0.4979398250579834,0.35211730003356934,0.2673242390155792,0.14267030358314514,0.2603091299533844,0.1367422491312027,1.0,0.19651809334754944,0.26527702808380127,0.15361113846302032,0.2057914435863495,0.3226337134838104
potentially,0.2998991906642914,0.3937930166721344,0.4024839997291565,0.454914391040802,0.15254352986812592,0.4024839997291565,0.3413589298725128,0.27239686250686646,0.15928147733211517,0.2309962660074234,0.18807628750801086,0.43155598640441895,0.18446555733680725,0.1836221069097519,0.29601427912712097,0.2690490186214447,0.2191503494977951
play,0.2180248498916626,0.19038954377174377,0.272149920463562,0.26653528213500977,0.17698843777179718,0.272149920463562,0.15473002195358276,0.12650133669376373,0.16095852851867676,0.15350224077701569,0.14847725629806519,0.19594496488571167,0.2623293697834015,0.24321173131465912,0.11176935583353043,0.13197273015975952,0.11059518158435822
in,0.30808621644973755,0.18482829630374908,0.45010748505592346,0.3481820821762085,0.25271502137184143,0.45010748505592346,0.15814054012298584,0.19442906975746155,0.196792870759964,0.5696388483047485,0.21229879558086395,0.26527702808380127,0.2822986841201782,1.0,0.22027181088924408,0.2819603681564331,0.20430970191955566
human,0.24243313074111938,0.27287906408309937,0.25612473487854004,0.2650514245033264,0.18078015744686127,0.25612473487854004,0.29482993483543396,0.2549471855163574,0.15888060629367828,0.3083189129829407,0.26250019669532776,0.26860877871513367,0.1162811741232872,0.23986108601093292,0.3288063406944275,0.2942061126232147,0.19748784601688385
development,0.19014155864715576,0.2376794070005417,0.27639102935791016,0.22699303925037384,0.21771858632564545,0.27639102935791016,0.2714272737503052,0.27362221479415894,0.11892694979906082,0.28700894117355347,0.27142804861068726,0.17880186438560486,0.18088597059249878,0.2550492286682129,0.4335330128669739,0.5030932426452637,0.1211358830332756
",",0.3087472915649414,0.2390357255935669,0.44245919585227966,0.39254459738731384,0.32507219910621643,0.44245919585227966,0.144033744931221,0.22306500375270844,0.2357054501771927,0.4946078956127167,0.20629194378852844,0.3139454126358032,0.27625083923339844,0.5201468467712402,0.2340485155582428,0.2218456119298935,0.31091248989105225
poverty,0.20925714075565338,0.16925616562366486,0.21078595519065857,0.15887489914894104,0.09888312220573425,0.21078595519065857,0.23201772570610046,0.41683289408683777,0.08901245146989822,0.2334604412317276,0.29812735319137573,0.13328371942043304,0.18543031811714172,0.26252827048301697,0.4142974317073822,0.36778250336647034,0.16537553071975708
reduction,0.19884426891803741,0.24868722259998322,0.248092919588089,0.288789838552475,0.20280437171459198,0.248092919588089,0.29757556319236755,0.26000699400901794,0.10306253284215927,0.2803387939929962,0.150559663772583,0.30914753675460815,0.1649511158466339,0.24459965527057648,0.41229555010795593,0.3897135555744171,0.1612403839826584
and,0.31309178471565247,0.305831640958786,0.48971283435821533,0.41766801476478577,0.34954607486724854,0.48971283435821533,0.2938583791255951,0.3194812536239624,0.2994427978992462,0.5116966962814331,0.24110737442970276,0.3675691485404968,0.2342604398727417,0.4954058527946472,0.2707010805606842,0.2731747627258301,0.20544172823429108
the,0.42745697498321533,0.24302323162555695,0.535392165184021,0.4248143136501312,0.3885267674922943,0.535392165184021,0.2955571711063385,0.2263936996459961,0.3321719169616699,0.733189046382904,0.2789285480976105,0.312528520822525,0.24406622350215912,0.6662389636039734,0.282455176115036,0.2912366986274719,0.22068053483963013
achievement,0.18986374139785767,0.17936187982559204,0.2182140052318573,0.20159165561199188,0.19103041291236877,0.2182140052318573,0.246262326836586,0.19329941272735596,0.16679461300373077,0.27310270071029663,0.3055996000766754,0.1068943664431572,0.3184700608253479,0.2451300323009491,0.2176193743944168,0.2783333659172058,0.14776082336902618
of,0.33290785551071167,0.17594867944717407,0.41548454761505127,0.33904364705085754,0.33167365193367004,0.41548454761505127,0.20923924446105957,0.2160215824842453,0.28120753169059753,1.0,0.23646748065948486,0.2603091299533844,0.17425011098384857,0.5696388483047485,0.3030148148536682,0.2679378092288971,0.1826142966747284
the,0.42745697498321533,0.24302323162555695,0.535392165184021,0.4248143136501312,0.3885267674922943,0.535392165184021,0.2955571711063385,0.2263936996459961,0.3321719169616699,0.733189046382904,0.2789285480976105,0.312528520822525,0.24406622350215912,0.6662389636039734,0.282455176115036,0.2912366986274719,0.22068053483963013
millennium,0.1442859023809433,0.14905329048633575,0.18299445509910583,0.15661969780921936,0.14230547845363617,0.18299445509910583,0.214523583650589,0.12991569936275482,0.10392262041568756,0.21894989907741547,0.2705458104610443,0.1607973277568817,0.1774897426366806,0.22885173559188843,0.2214582860469818,0.16783888638019562,0.13189996778964996
development,0.19014155864715576,0.2376794070005417,0.27639102935791016,0.22699303925037384,0.21771858632564545,0.27639102935791016,0.2714272737503052,0.27362221479415894,0.11892694979906082,0.28700894117355347,0.27142804861068726,0.17880186438560486,0.18088597059249878,0.2550492286682129,0.4335330128669739,0.5030932426452637,0.1211358830332756
goals,0.13392581045627594,0.09075290709733963,0.20219381153583527,0.11195235699415207,0.1394336074590683,0.20219381153583527,0.1501556932926178,0.17542186379432678,0.189313605427742,0.10088890790939331,0.10415463894605637,0.11080572754144669,0.2337687462568283,0.1082669347524643,0.23582184314727783,0.176179438829422,0.16318443417549133
",",0.3087472915649414,0.2390357255935669,0.44245919585227966,0.39254459738731384,0.32507219910621643,0.44245919585227966,0.144033744931221,0.22306500375270844,0.2357054501771927,0.4946078956127167,0.20629194378852844,0.3139454126358032,0.27625083923339844,0.5201468467712402,0.2340485155582428,0.2218456119298935,0.31091248989105225
it,0.45803478360176086,0.2979326546192169,0.513711154460907,0.5203388929367065,0.3944323658943176,0.513711154460907,0.22934292256832123,0.226288840174675,0.13934354484081268,0.38761502504348755,0.21825021505355835,0.3819273114204407,0.19235342741012573,0.5130809545516968,0.2075573205947876,0.2740481495857239,0.25732165575027466
is,0.28837618231773376,0.36612293124198914,0.42745086550712585,0.4819129705429077,0.29543453454971313,0.42745086550712585,0.23937878012657166,0.14275549352169037,0.1897467076778412,0.4854315221309662,0.15995073318481445,0.44256699085235596,0.16417869925498962,0.5394441485404968,0.21102669835090637,0.2256266176700592,0.22961433231830597
becoming,0.2530137896537781,0.2266189306974411,0.3192594647407532,0.3240874707698822,0.27339011430740356,0.3192594647407532,0.18186187744140625,0.26841098070144653,0.12798814475536346,0.3014795780181885,0.22648054361343384,0.2295106053352356,0.22422946989536285,0.2425609976053238,0.22976069152355194,0.21132078766822815,0.17354105412960052
widely,0.22598060965538025,0.19815616309642792,0.2705559730529785,0.3364150822162628,0.2142379730939865,0.2705559730529785,0.25729426741600037,0.2350756824016571,0.1845146119594574,0.22028475999832153,0.19145707786083221,0.2690432667732239,0.1445317566394806,0.26852190494537354,0.19250406324863434,0.21276061236858368,0.10354958474636078
understood,0.4601399898529053,0.31960999965667725,0.30868464708328247,0.39132335782051086,0.2553126811981201,0.30868464708328247,0.292426198720932,0.2500762343406677,0.16151319444179535,0.2838643789291382,0.24542661011219025,0.3253663182258606,0.23674467206001282,0.2733529508113861,0.25138622522354126,0.19554927945137024,0.27308014035224915
amongst,0.20627230405807495,0.14874665439128876,0.2415056824684143,0.21401028335094452,0.1769953817129135,0.2415056824684143,0.18665607273578644,0.3065294325351715,0.2811153531074524,0.29788947105407715,0.18811462819576263,0.2506209909915924,0.2653425931930542,0.30727991461753845,0.20943287014961243,0.23122604191303253,0.16806721687316895
the,0.42745697498321533,0.24302323162555695,0.535392165184021,0.4248143136501312,0.3885267674922943,0.535392165184021,0.2955571711063385,0.2263936996459961,0.3321719169616699,0.733189046382904,0.2789285480976105,0.312528520822525,0.24406622350215912,0.6662389636039734,0.282455176115036,0.2912366986274719,0.22068053483963013
development,0.19014155864715576,0.2376794070005417,0.27639102935791016,0.22699303925037384,0.21771858632564545,0.27639102935791016,0.2714272737503052,0.27362221479415894,0.11892694979906082,0.28700894117355347,0.27142804861068726,0.17880186438560486,0.18088597059249878,0.2550492286682129,0.4335330128669739,0.5030932426452637,0.1211358830332756
community,0.29032719135284424,0.22389467060565948,0.2863751947879791,0.22295649349689484,0.16063402593135834,0.2863751947879791,0.29302459955215454,0.23655588924884796,0.20654897391796112,0.2367410808801651,0.31250500679016113,0.21580778062343597,0.33668917417526245,0.21838891506195068,0.2671020030975342,0.21253880858421326,0.2380419820547104
that,0.6297725439071655,0.39744770526885986,0.5436353087425232,0.6036020517349243,0.3437977731227875,0.5436353087425232,0.4195809066295624,0.29131409525871277,0.2637958228588104,0.41498205065727234,0.23252169787883759,0.4522190988063812,0.2734813392162323,0.435920387506485,0.2305225282907486,0.26227322220802307,0.32716336846351624
special,0.24134232103824615,0.27182427048683167,0.28623831272125244,0.2416570633649826,0.23850682377815247,0.28623831272125244,0.13437870144844055,0.14177657663822174,0.11937424540519714,0.27998968958854675,0.12767969071865082,0.2734110951423645,0.1516421139240265,0.2897285223007202,0.10088933259248734,0.11516860872507095,0.29623302817344666
efforts,0.20077113807201385,0.2684231400489807,0.36228540539741516,0.229506254196167,0.22840438783168793,0.36228540539741516,0.4111382067203522,0.3004779517650604,0.24534554779529572,0.23738951981067657,0.24984818696975708,0.2056838721036911,0.33503270149230957,0.21540255844593048,0.3285832107067108,0.2594149708747864,0.16157089173793793
must,0.30362528562545776,0.550896942615509,0.43356871604919434,0.4737209677696228,0.1880911886692047,0.43356871604919434,0.4575742781162262,0.2086838036775589,0.19468946754932404,0.24322323501110077,0.1355283558368683,0.6161077618598938,0.18201886117458344,0.18276341259479523,0.06378376483917236,0.08166519552469254,0.23707495629787445
be,0.3929833769798279,0.5167654156684875,0.4972836375236511,1.0,0.42541688680648804,0.4972836375236511,0.42600592970848083,0.27936795353889465,0.20344331860542297,0.33904364705085754,0.17743872106075287,0.5791122913360596,0.24124765396118164,0.3481820821762085,0.18845009803771973,0.20039916038513184,0.3324260413646698
made,0.23419176042079926,0.20653396844863892,0.3377571105957031,0.42541688680648804,1.0,0.3377571105957031,0.1738734394311905,0.195506289601326,0.18822844326496124,0.33167365193367004,0.1317797601222992,0.28097549080848694,0.1654207855463028,0.25271502137184143,0.16640105843544006,0.13191650807857513,0.17218779027462006
to,0.455847829580307,0.3999912142753601,1.0,0.4972836375236511,0.3377571105957031,1.0,0.3696618974208832,0.33726781606674194,0.26617446541786194,0.41548454761505127,0.20199917256832123,0.4979398250579834,0.319547563791275,0.45010748505592346,0.26856908202171326,0.2701800763607025,0.29463258385658264
ensure,0.328641802072525,0.4780331254005432,0.3696618974208832,0.42600592970848083,0.1738734394311905,0.3696618974208832,1.0,0.27483072876930237,0.1257144957780838,0.20923924446105957,0.18981242179870605,0.35211730003356934,0.2614416778087616,0.15814054012298584,0.29418203234672546,0.19946308434009552,0.24192948639392853
poorer,0.21893715858459473,0.28294119238853455,0.33726781606674194,0.27936795353889465,0.195506289601326,0.33726781606674194,0.27483072876930237,1.0000001192092896,0.2585265338420868,0.2160215824842453,0.28904685378074646,0.2673242390155792,0.22551517188549042,0.19442906975746155,0.4048849642276764,0.36112043261528015,0.14399310946464539
sections,0.29098522663116455,0.4146971106529236,0.2865123450756073,0.35861948132514954,0.21672777831554413,0.2865123450756073,0.19872333109378815,0.17226208746433258,0.24210026860237122,0.20906880497932434,0.22270599007606506,0.36704984307289124,0.18852753937244415,0.21961887180805206,0.1425102949142456,0.24028292298316956,0.2495482712984085
of,0.33290785551071167,0.17594867944717407,0.41548454761505127,0.33904364705085754,0.33167365193367004,0.41548454761505127,0.20923924446105957,0.2160215824842453,0.28120753169059753,1.0,0.23646748065948486,0.2603091299533844,0.17425011098384857,0.5696388483047485,0.3030148148536682,0.2679378092288971,0.1826142966747284
society,0.23231269419193268,0.2145690768957138,0.20199917256832123,0.17743872106075287,0.1317797601222992,0.20199917256832123,0.18981242179870605,0.28904685378074646,0.31496164202690125,0.23646748065948486,0.9999998807907104,0.1367422491312027,0.13066884875297546,0.21229879558086395,0.300777405500412,0.185512974858284,0.1373005360364914
are,0.29724663496017456,0.36136168241500854,0.3504326641559601,0.5556803941726685,0.2941095530986786,0.3504326641559601,0.30027875304222107,0.26201513409614563,0.31528955698013306,0.39081433415412903,0.16677267849445343,0.5408529043197632,0.24538131058216095,0.3841303884983063,0.17979218065738678,0.2270549088716507,0.24591213464736938
able,0.3404487371444702,0.3932834267616272,0.529755175113678,0.3856765329837799,0.3342667520046234,0.529755175113678,0.36031559109687805,0.2904108464717865,0.18723537027835846,0.23883962631225586,0.11854449659585953,0.5244399309158325,0.267485648393631,0.23456627130508423,0.14272964000701904,0.1703484058380127,0.260649710893631
to,0.455847829580307,0.3999912142753601,1.0,0.4972836375236511,0.3377571105957031,1.0,0.3696618974208832,0.33726781606674194,0.26617446541786194,0.41548454761505127,0.20199917256832123,0.4979398250579834,0.319547563791275,0.45010748505592346,0.26856908202171326,0.2701800763607025,0.29463258385658264
participate,0.26813289523124695,0.15514247119426727,0.319547563791275,0.24124765396118164,0.1654207855463028,0.319547563791275,0.2614416778087616,0.22551517188549042,0.30487608909606934,0.17425011098384857,0.13066884875297546,0.19651809334754944,0.9999998807907104,0.2822986841201782,0.13862766325473785,0.1768646389245987,0.2079276293516159
in,0.30808621644973755,0.18482829630374908,0.45010748505592346,0.3481820821762085,0.25271502137184143,0.45010748505592346,0.15814054012298584,0.19442906975746155,0.196792870759964,0.5696388483047485,0.21229879558086395,0.26527702808380127,0.2822986841201782,1.0,0.22027181088924408,0.2819603681564331,0.20430970191955566
economic,0.18082544207572937,0.12506093084812164,0.26856908202171326,0.18845009803771973,0.16640105843544006,0.26856908202171326,0.29418203234672546,0.4048849642276764,0.17675451934337616,0.3030148148536682,0.300777405500412,0.15361113846302032,0.13862766325473785,0.22027181088924408,0.9999999403953552,0.4732155203819275,0.1206481084227562
growth,0.1739405393600464,0.16537432372570038,0.2701800763607025,0.20039916038513184,0.13191650807857513,0.2701800763607025,0.19946308434009552,0.36112043261528015,0.12016092985868454,0.2679378092288971,0.185512974858284,0.2057914435863495,0.1768646389245987,0.2819603681564331,0.4732155203819275,1.0000001192092896,0.07547862827777863
.,0.3567904531955719,0.23357591032981873,0.4645031690597534,0.4383580684661865,0.4032190144062042,0.4645031690597534,0.19039876759052277,0.21398627758026123,0.21119362115859985,0.5352458953857422,0.18022798001766205,0.35783761739730835,0.23456169664859772,0.5591574311256409,0.22435031831264496,0.2825547754764557,0.4130953550338745
