,what,profession,did,martin,'s,father,want,his,son,to,pursue,?
hans,0.1566041111946106,0.16549831628799438,0.20510689914226532,0.26254022121429443,0.013335803523659706,0.2089545726776123,0.12028749287128448,0.24284280836582184,0.2079780250787735,0.13112299144268036,0.12548930943012238,0.10353465378284454
luther,0.2134782373905182,0.18596544861793518,0.23667675256729126,0.6228963136672974,-0.009990512393414974,0.2816010117530823,0.16622456908226013,0.27093374729156494,0.18189305067062378,0.18029534816741943,0.10665690153837204,0.1732746809720993
was,0.22111038863658905,0.23919223248958588,0.41399896144866943,0.2089129239320755,0.008974763564765453,0.3492507338523865,0.21886487305164337,0.4405253231525421,0.3045712113380432,0.3636345863342285,0.16429921984672546,0.18412111699581146
ambitious,0.21252797544002533,0.16106364130973816,0.28631457686424255,0.11579468846321106,0.036559175699949265,0.3405044972896576,0.31923016905784607,0.35635989904403687,0.2718627154827118,0.2425287514925003,0.3249870836734772,0.1225195825099945
for,0.3017193675041199,0.2831021547317505,0.318512886762619,0.1178249642252922,-0.07241261005401611,0.19884538650512695,0.2998926341533661,0.39312878251075745,0.15732569992542267,0.4451248347759247,0.3109000325202942,0.264628142118454
himself,0.2431095689535141,0.20602712035179138,0.31494221091270447,0.16629907488822937,-0.025549961254000664,0.36376479268074036,0.2317887842655182,0.5622478127479553,0.33002111315727234,0.2758015990257263,0.2080209106206894,0.10407622903585434
and,0.31309178471565247,0.2738117277622223,0.34479495882987976,0.2544763386249542,0.06895173341035843,0.3168204128742218,0.34348347783088684,0.4234102666378021,0.20643235743045807,0.48971283435821533,0.33660218119621277,0.20544172823429108
his,0.26976513862609863,0.27785149216651917,0.3546801507472992,0.23498685657978058,0.047556519508361816,0.5241755247116089,0.20445500314235687,0.9999998807907104,0.4423290193080902,0.3715193271636963,0.373835027217865,0.18075084686279297
family,0.16391263902187347,0.2228974848985672,0.19502942264080048,0.19395144283771515,-0.053779419511556625,0.4191097319126129,0.13209253549575806,0.26740866899490356,0.2993791699409485,0.21285007894039154,0.22556981444358826,0.15222905576229095
",",0.3087472915649414,0.28053703904151917,0.3015086054801941,0.27058324217796326,-0.0016132977325469255,0.30597206950187683,0.30747702717781067,0.3378419280052185,0.2594279944896698,0.44245919585227966,0.30089759826660156,0.31091248989105225
and,0.31309178471565247,0.2738117277622223,0.34479495882987976,0.2544763386249542,0.06895173341035843,0.3168204128742218,0.34348347783088684,0.4234102666378021,0.20643235743045807,0.48971283435821533,0.33660218119621277,0.20544172823429108
he,0.3114890456199646,0.3664275109767914,0.3292143940925598,0.24538953602313995,0.024063590914011,0.4997532367706299,0.2257036566734314,0.7171558737754822,0.391046404838562,0.385390967130661,0.34466809034347534,0.2089974731206894
was,0.22111038863658905,0.23919223248958588,0.41399896144866943,0.2089129239320755,0.008974763564765453,0.3492507338523865,0.21886487305164337,0.4405253231525421,0.3045712113380432,0.3636345863342285,0.16429921984672546,0.18412111699581146
determined,0.2784222662448883,0.19935311377048492,0.2783671021461487,0.13945353031158447,-0.04891816899180412,0.16011278331279755,0.27521952986717224,0.21985553205013275,0.11758352071046829,0.3210490345954895,0.24558581411838531,0.19379007816314697
to,0.455847829580307,0.2364424616098404,0.4452643394470215,0.1691744029521942,0.03782717138528824,0.2544635832309723,0.4966742694377899,0.3715193271636963,0.16820268332958221,1.0,0.38036081194877625,0.29463258385658264
see,0.44941186904907227,0.16207511723041534,0.30981990694999695,0.13890542089939117,-0.010140474885702133,0.1305694878101349,0.48767441511154175,0.14544357359409332,0.11002272367477417,0.3792734146118164,0.2355990707874298,0.42005208134651184
martin,0.14814218878746033,0.10961856693029404,0.15959656238555908,0.9999999403953552,0.07599356025457382,0.20439139008522034,0.1258082091808319,0.23498685657978058,0.17475782334804535,0.1691744029521942,0.08212842792272568,0.060103293508291245
",",0.3087472915649414,0.28053703904151917,0.3015086054801941,0.27058324217796326,-0.0016132977325469255,0.30597206950187683,0.30747702717781067,0.3378419280052185,0.2594279944896698,0.44245919585227966,0.30089759826660156,0.31091248989105225
his,0.26976513862609863,0.27785149216651917,0.3546801507472992,0.23498685657978058,0.047556519508361816,0.5241755247116089,0.20445500314235687,0.9999998807907104,0.4423290193080902,0.3715193271636963,0.373835027217865,0.18075084686279297
eldest,0.09334949404001236,0.1960795819759369,0.18439269065856934,0.10263974964618683,-0.1037243977189064,0.5245712995529175,0.11291670799255371,0.37519803643226624,0.7150157690048218,0.17770633101463318,0.12077952176332474,0.1492495983839035
son,0.15706995129585266,0.16055433452129364,0.22313499450683594,0.17475782334804535,-0.035570673644542694,0.6500785946846008,0.1577439308166504,0.4423290193080902,1.0,0.16820268332958221,0.16307762265205383,0.14735563099384308
",",0.3087472915649414,0.28053703904151917,0.3015086054801941,0.27058324217796326,-0.0016132977325469255,0.30597206950187683,0.30747702717781067,0.3378419280052185,0.2594279944896698,0.44245919585227966,0.30089759826660156,0.31091248989105225
become,0.27134042978286743,0.26209086179733276,0.2625269889831543,0.1117793619632721,-0.06629510223865509,0.23087717592716217,0.3361116051673889,0.2702707052230835,0.20150725543498993,0.36996012926101685,0.29403766989707947,0.19511328637599945
a,0.3320399522781372,0.3185056746006012,0.2552328109741211,0.2163310945034027,0.04866964742541313,0.22525158524513245,0.2898913025856018,0.3497250974178314,0.16976182162761688,0.45503583550453186,0.1907089501619339,0.23916715383529663
lawyer,0.20519520342350006,0.46251288056373596,0.20493638515472412,0.2126609832048416,-0.022401416674256325,0.3844335079193115,0.20613084733486176,0.2860906422138214,0.3430047035217285,0.2520906627178192,0.2489745318889618,0.23041324317455292
.,0.3567904531955719,0.23688457906246185,0.35288307070732117,0.25235527753829956,-0.003708066651597619,0.2509099841117859,0.31944841146469116,0.3119256794452667,0.19869175553321838,0.4645031690597534,0.23437190055847168,0.4130953550338745
