,in,1974,",",what,detective,series,debuted,on,abc,?
in,1.0,0.0828641727566719,0.5201468467712402,0.30808621644973755,0.24981169402599335,0.2914260923862457,0.25110283493995667,0.46853652596473694,0.1697147786617279,0.20430970191955566
1974,0.0828641727566719,1.0,0.06735701113939285,-0.05855642259120941,-0.007542901206761599,-0.050784409046173096,-0.035031259059906006,0.049748875200748444,0.002307725138962269,-0.17742674052715302
",",0.5201468467712402,0.06735701113939285,1.0000001192092896,0.3087472915649414,0.21714310348033905,0.24060699343681335,0.23864160478115082,0.49057599902153015,0.2097204476594925,0.31091248989105225
abc,0.1697147786617279,0.002307725138962269,0.2097204476594925,0.1317344456911087,0.22773604094982147,0.38518208265304565,0.27247121930122375,0.2862928807735443,1.0000001192092896,0.19065172970294952
premiered,0.2717820405960083,-0.07437336444854736,0.2616419196128845,0.14397189021110535,0.21334463357925415,0.4061662554740906,0.499764621257782,0.3681097626686096,0.40666091442108154,0.21595802903175354
the,0.6662389636039734,0.07901259511709213,0.4933079481124878,0.42745697498321533,0.23875512182712555,0.31376904249191284,0.28418588638305664,0.5107308030128479,0.2068762183189392,0.22068053483963013
detective,0.24981169402599335,-0.007542901206761599,0.21714310348033905,0.15935367345809937,1.0,0.41891923546791077,0.18001461029052734,0.16840355098247528,0.22773604094982147,0.12046074122190475
series,0.2914260923862457,-0.050784409046173096,0.24060699343681335,0.17328087985515594,0.41891923546791077,1.0000001192092896,0.2802524268627167,0.23828625679016113,0.38518208265304565,0.1709602326154709
s.w.a.t,0.05376970395445824,-0.01454437617212534,0.0517321340739727,-0.05997651442885399,0.021405987441539764,-0.04444136843085289,-0.10509398579597473,-0.009206668473780155,-0.008104224689304829,-0.09691860526800156
.,0.5591574311256409,0.03069532848894596,0.6812511086463928,0.3567904531955719,0.2215685248374939,0.3121925890445709,0.2639025151729584,0.49257001280784607,0.2567209303379059,0.4130953550338745
