,what,type,of,animal,did,onlookers,claim,was,piloting,the,boat,?
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2502762973308563,0.34736719727516174,0.2580317556858063,0.25873351097106934,0.48711544275283813,0.2679145038127899,1.0,0.2424127608537674,0.22068053483963013
crowd,0.19679602980613708,0.04093281552195549,0.1527327597141266,0.17906178534030914,0.14388661086559296,0.29422110319137573,0.13130129873752594,0.254665732383728,0.23473793268203735,0.23447509109973907,0.14148589968681335,0.1185348853468895
that,0.6297725439071655,0.25817251205444336,0.41498205065727234,0.20606283843517303,0.47518548369407654,0.37364688515663147,0.39801377058029175,0.33670201897621155,0.2923070192337036,0.5473989248275757,0.2182936668395996,0.32716336846351624
witnessed,0.25459539890289307,0.06710708141326904,0.2249765247106552,0.17038673162460327,0.2939717471599579,0.33126577734947205,0.28429651260375977,0.23936845362186432,0.2881135642528534,0.30112096667289734,0.19895309209823608,0.16264662146568298
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2502762973308563,0.34736719727516174,0.2580317556858063,0.25873351097106934,0.48711544275283813,0.2679145038127899,1.0,0.2424127608537674,0.22068053483963013
demonstration,0.19416043162345886,0.16577105224132538,0.24823273718357086,0.18505550920963287,0.1724037379026413,0.26948344707489014,0.2567397654056549,0.22351692616939545,0.2685072422027588,0.2881111800670624,0.11027339845895767,0.13217706978321075
made,0.23419176042079926,0.2166324257850647,0.33167365193367004,0.17602133750915527,0.3068731725215912,0.21389995515346527,0.16561207175254822,0.3433256447315216,0.19978034496307373,0.3885267674922943,0.17241212725639343,0.17218779027462006
outrageous,0.3694142699241638,0.198141947388649,0.20919734239578247,0.19796103239059448,0.24566048383712769,0.3468373119831085,0.31771671772003174,0.22500522434711456,0.2720508575439453,0.20701923966407776,0.20623692870140076,0.32874104380607605
claims,0.2397100329399109,0.07635962218046188,0.2663089632987976,0.12180498987436295,0.2474527209997177,0.1903526932001114,0.765805721282959,0.178767129778862,0.1584552377462387,0.24698559939861298,0.14061354100704193,0.18741291761398315
about,0.47976887226104736,0.1371919810771942,0.40939709544181824,0.22592870891094208,0.28723078966140747,0.29317328333854675,0.21880634129047394,0.2577359974384308,0.19773179292678833,0.37995871901512146,0.13637442886829376,0.302409827709198
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2502762973308563,0.34736719727516174,0.2580317556858063,0.25873351097106934,0.48711544275283813,0.2679145038127899,1.0,0.2424127608537674,0.22068053483963013
workings,0.36357954144477844,0.2448807954788208,0.23900514841079712,0.28060704469680786,0.26767727732658386,0.3622704744338989,0.19024716317653656,0.21016065776348114,0.1927916407585144,0.2695748507976532,0.16620853543281555,0.21490055322647095
of,0.33290785551071167,0.18112817406654358,1.0,0.2429264932870865,0.2513895630836487,0.244515061378479,0.2833690047264099,0.4069072902202606,0.2015356570482254,0.733189046382904,0.15000644326210022,0.1826142966747284
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2502762973308563,0.34736719727516174,0.2580317556858063,0.25873351097106934,0.48711544275283813,0.2679145038127899,1.0,0.2424127608537674,0.22068053483963013
boat,0.16556422412395477,0.23731480538845062,0.15000644326210022,0.15795743465423584,0.17652243375778198,0.26848340034484863,0.15442603826522827,0.19691011309623718,0.3507702946662903,0.2424127608537674,0.9999999403953552,0.1711711287498474
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.18390819430351257,0.3015086054801941,0.2322700321674347,0.2664267122745514,0.45456063747406006,0.24508315324783325,0.4933079481124878,0.21446914970874786,0.31091248989105225
such,0.23989605903625488,0.2636772096157074,0.3209529519081116,0.2225647121667862,0.24497397243976593,0.3028227686882019,0.21325577795505524,0.12487147748470306,0.24982452392578125,0.3575236201286316,0.16292664408683777,0.17851735651493073
as,0.31749409437179565,0.19307732582092285,0.3886612355709076,0.18749424815177917,0.3596470057964325,0.2580209970474243,0.24246928095817566,0.3677520453929901,0.23342211544513702,0.48381632566452026,0.17401687800884247,0.27043893933296204
magic,0.22927217185497284,0.11197300255298615,0.1634930968284607,0.25037893652915955,0.18676140904426575,0.34946608543395996,0.059797171503305435,0.13602030277252197,0.212749183177948,0.1851135641336441,0.17500238120555878,0.12262890487909317
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.18390819430351257,0.3015086054801941,0.2322700321674347,0.2664267122745514,0.45456063747406006,0.24508315324783325,0.4933079481124878,0.21446914970874786,0.31091248989105225
telepathy,0.3576809763908386,0.184526726603508,0.19146396219730377,0.26837947964668274,0.23975221812725067,0.3718697428703308,0.2583867609500885,0.14805640280246735,0.2491467148065567,0.19838276505470276,0.1812293976545334,0.18247246742248535
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.18390819430351257,0.3015086054801941,0.2322700321674347,0.2664267122745514,0.45456063747406006,0.24508315324783325,0.4933079481124878,0.21446914970874786,0.31091248989105225
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.28363606333732605,0.34479495882987976,0.2981005311012268,0.22851447761058807,0.3740963041782379,0.26147472858428955,0.5171257257461548,0.1962285041809082,0.20544172823429108
being,0.3760843276977539,0.17359550297260284,0.34885138273239136,0.2415676712989807,0.27905046939849854,0.3242976665496826,0.2723267674446106,0.5201660394668579,0.33496880531311035,0.419739305973053,0.15814335644245148,0.26743772625923157
piloted,0.107258141040802,0.08679669350385666,0.2140999585390091,0.20358730852603912,0.1571209877729416,0.3123835325241089,0.1306890994310379,0.27454450726509094,0.7637479901313782,0.2615306079387665,0.3717813789844513,0.11287162452936172
by,0.2455483376979828,0.15232881903648376,0.3646814823150635,0.20926138758659363,0.18574509024620056,0.21725334227085114,0.1623682677745819,0.4752357602119446,0.243912011384964,0.4408751428127289,0.17808277904987335,0.17966607213020325
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.2330022156238556,0.2552328109741211,0.2677125036716461,0.19074557721614838,0.4508470594882965,0.26226839423179626,0.5829201340675354,0.26391369104385376,0.23916715383529663
trained,0.20267696678638458,0.21738241612911224,0.17385481297969818,0.25414490699768066,0.3202816843986511,0.28430089354515076,0.1555096060037613,0.2402055412530899,0.348999559879303,0.19296632707118988,0.21856942772865295,0.14453530311584473
monkey,0.16918642818927765,0.18560168147087097,0.1693996787071228,0.33343714475631714,0.14182694256305695,0.3083736002445221,0.09984536468982697,0.13391630351543427,0.16292640566825867,0.18511395156383514,0.1919660121202469,0.20630215108394623
hidden,0.2690216898918152,0.18088100850582123,0.16790804266929626,0.13265056908130646,0.1323944330215454,0.3026914596557617,0.18353988230228424,0.08582963794469833,0.23478510975837708,0.2697983384132385,0.17309682071208954,0.22134476900100708
inside,0.2567365765571594,0.19895267486572266,0.2544495463371277,0.20539793372154236,0.1754753291606903,0.272240549325943,0.07989506423473358,0.16262930631637573,0.19840747117996216,0.35313180088996887,0.1320399045944214,0.14505037665367126
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.2140108346939087,0.35288307070732117,0.23705072700977325,0.24773532152175903,0.40146201848983765,0.26243406534194946,0.5934505462646484,0.2795538306236267,0.4130953550338745
