,where,is,newcastle,'s,horse,racing,course,located,?
newcastle,0.1576872318983078,0.1841045320034027,1.0000001192092896,-0.017262522131204605,0.14167046546936035,0.2878974378108978,0.16018693149089813,0.16362841427326202,0.0902252271771431
has,0.32190436124801636,0.5668748617172241,0.18862372636795044,-0.040683966130018234,0.1435108631849289,0.18560251593589783,0.2658419609069824,0.2580956220626831,0.15994466841220856
a,0.40997210144996643,0.658733606338501,0.21405641734600067,0.04866964742541313,0.293519526720047,0.23862580955028534,0.2895289659500122,0.2605401277542114,0.23916715383529663
horse,0.21448460221290588,0.21643255650997162,0.14167046546936035,0.06688371300697327,1.0,0.398032009601593,0.26992595195770264,0.08146238327026367,0.1128525659441948
racing,0.16324226558208466,0.18750838935375214,0.2878974378108978,0.12443334609270096,0.398032009601593,1.0000001192092896,0.327968567609787,0.10625070333480835,0.07538153231143951
course,0.34710854291915894,0.2551652491092682,0.16018693149089813,0.1013948917388916,0.26992595195770264,0.327968567609787,1.0000001192092896,0.12974317371845245,0.28826573491096497
at,0.4402937591075897,0.25906258821487427,0.18403437733650208,-0.08481216430664062,0.15889158844947815,0.14703652262687683,0.28257861733436584,0.3688831031322479,0.21978627145290375
gosforth,0.26148074865341187,0.32083404064178467,0.5454249978065491,0.04135390743613243,0.22819718718528748,0.262539267539978,0.21588966250419617,0.263427734375,0.14388786256313324
park,0.1767059862613678,0.2076987773180008,0.1992185264825821,-0.027052083984017372,0.18849191069602966,0.21944448351860046,0.1334952712059021,0.31520238518714905,0.13508929312229156
.,0.41390106081962585,0.4569662809371948,0.2714749276638031,-0.003708066651597619,0.18094970285892487,0.22644630074501038,0.29073402285575867,0.28226932883262634,0.4130953550338745
