,what,present,day,county,is,new,rochelle,in,?
new,0.2130378633737564,0.15980271995067596,0.2123481184244156,0.20355984568595886,0.2208656519651413,0.9999999403953552,0.32628077268600464,0.3758552670478821,0.14782847464084625
rochelle,0.16387401521205902,0.20602495968341827,0.22871986031532288,0.276363343000412,0.19414550065994263,0.32628077268600464,0.9999999403953552,0.3301922380924225,0.12029755860567093
",",0.3087472915649414,0.267320841550827,0.30821847915649414,0.26861095428466797,0.4691906273365021,0.36073189973831177,0.311332106590271,0.5201468467712402,0.31091248989105225
located,0.2034616470336914,0.2052566558122635,0.13888561725616455,0.3235143721103668,0.35717159509658813,0.15510645508766174,0.19491463899612427,0.35149815678596497,0.08983194828033447
in,0.30808621644973755,0.23905439674854279,0.2671984136104584,0.31363439559936523,0.5394441485404968,0.3758552670478821,0.3301922380924225,1.0,0.20430970191955566
the,0.42745697498321533,0.2829846143722534,0.3062323033809662,0.21715226769447327,0.5823672413825989,0.3845241069793701,0.2851760685443878,0.6662389636039734,0.22068053483963013
county,0.16114220023155212,0.1378919929265976,0.15937606990337372,1.0,0.19461438059806824,0.20355984568595886,0.276363343000412,0.31363439559936523,0.07680056244134903
of,0.33290785551071167,0.3116828501224518,0.2934032380580902,0.2393190860748291,0.4854315221309662,0.343457967042923,0.23688426613807678,0.5696388483047485,0.1826142966747284
westchester,0.16951505839824677,0.19030806422233582,0.14534643292427063,0.44742926955223083,0.26888060569763184,0.4466002583503723,0.442518413066864,0.3291115462779999,0.14412197470664978
on,0.34226128458976746,0.19194398820400238,0.3332281708717346,0.14254027605056763,0.3635730445384979,0.31106263399124146,0.21911264955997467,0.46853652596473694,0.2714994251728058
the,0.42745697498321533,0.2829846143722534,0.3062323033809662,0.21715226769447327,0.5823672413825989,0.3845241069793701,0.2851760685443878,0.6662389636039734,0.22068053483963013
north,0.18673177063465118,0.18179643154144287,0.16901521384716034,0.3124794065952301,0.2993389368057251,0.24270093441009521,0.25508028268814087,0.39050599932670593,0.11829731613397598
shore,0.12943395972251892,0.1268881857395172,0.22226892411708832,0.22883816063404083,0.24340078234672546,0.21460023522377014,0.2751810848712921,0.299950510263443,0.07139872014522552
of,0.33290785551071167,0.3116828501224518,0.2934032380580902,0.2393190860748291,0.4854315221309662,0.343457967042923,0.23688426613807678,0.5696388483047485,0.1826142966747284
long,0.28276848793029785,0.15362703800201416,0.1641828566789627,0.1787734478712082,0.28473302721977234,0.22447149455547333,0.1715884506702423,0.2759332060813904,0.19699987769126892
island,0.1299295574426651,0.09067122638225555,0.1999756246805191,0.2571853697299957,0.2365664541721344,0.28313395380973816,0.2849414646625519,0.24730545282363892,0.0887429490685463
sound,0.25185447931289673,0.09363198280334473,0.1436280906200409,0.10661274939775467,0.20459307730197906,0.22287629544734955,0.09633506834506989,0.1683151125907898,0.1954098343849182
",",0.3087472915649414,0.267320841550827,0.30821847915649414,0.26861095428466797,0.4691906273365021,0.36073189973831177,0.311332106590271,0.5201468467712402,0.31091248989105225
seemed,0.3653446137905121,0.16289837658405304,0.1777660846710205,0.10088326036930084,0.2446676790714264,0.17441347241401672,0.027450814843177795,0.23349858820438385,0.2128053456544876
to,0.455847829580307,0.2453051209449768,0.21753256022930145,0.15845301747322083,0.42745086550712585,0.33159172534942627,0.21695047616958618,0.45010748505592346,0.29463258385658264
be,0.3929833769798279,0.1725894659757614,0.19850479066371918,0.10040289163589478,0.4819129705429077,0.22046978771686554,0.11480702459812164,0.3481820821762085,0.3324260413646698
the,0.42745697498321533,0.2829846143722534,0.3062323033809662,0.21715226769447327,0.5823672413825989,0.3845241069793701,0.2851760685443878,0.6662389636039734,0.22068053483963013
great,0.2562883198261261,0.08020839095115662,0.15856263041496277,0.14634108543395996,0.1345067322254181,0.1816246211528778,0.1313965767621994,0.23348836600780487,0.13135133683681488
location,0.2507282793521881,0.20776712894439697,0.17950409650802612,0.24568471312522888,0.25880151987075806,0.241235613822937,0.14224255084991455,0.3397608697414398,0.15759775042533875
of,0.33290785551071167,0.3116828501224518,0.2934032380580902,0.2393190860748291,0.4854315221309662,0.343457967042923,0.23688426613807678,0.5696388483047485,0.1826142966747284
the,0.42745697498321533,0.2829846143722534,0.3062323033809662,0.21715226769447327,0.5823672413825989,0.3845241069793701,0.2851760685443878,0.6662389636039734,0.22068053483963013
huguenots,0.22128188610076904,0.17039555311203003,0.22473984956741333,0.12823106348514557,0.09711743891239166,0.22766715288162231,0.4238377809524536,0.25916293263435364,0.16010338068008423
in,0.30808621644973755,0.23905439674854279,0.2671984136104584,0.31363439559936523,0.5394441485404968,0.3758552670478821,0.3301922380924225,1.0,0.20430970191955566
new,0.2130378633737564,0.15980271995067596,0.2123481184244156,0.20355984568595886,0.2208656519651413,0.9999999403953552,0.32628077268600464,0.3758552670478821,0.14782847464084625
york,0.15652963519096375,0.125771164894104,0.16751523315906525,0.24580226838588715,0.14725744724273682,0.7252664566040039,0.38573524355888367,0.2961827218532562,0.15262620151042938
.,0.3567904531955719,0.23765113949775696,0.24232520163059235,0.25379708409309387,0.4569662809371948,0.35031336545944214,0.24345849454402924,0.5591574311256409,0.4130953550338745
