,when,did,abc,'s,new,york,flagship,stations,change,their,call,signs,?
on,0.37706470489501953,0.2670976221561432,0.2862928807735443,0.0026888418942689896,0.31106263399124146,0.2789517641067505,0.3151450753211975,0.3269573450088501,0.3118341565132141,0.3598666191101074,0.14074347913265228,0.21057294309139252,0.2714994251728058
may,0.3167054355144501,0.3038632869720459,0.11823318153619766,-0.07006479054689407,0.19349534809589386,0.16990967094898224,0.15266236662864685,0.1822420060634613,0.2796947658061981,0.2552892565727234,0.16567030549049377,0.24990439414978027,0.2768254578113556
1,-0.2683585286140442,-0.2815930247306824,-0.21221664547920227,0.003928052727133036,-0.12179357558488846,-0.12575797736644745,-0.08304397016763687,-0.06642347574234009,-0.21199987828731537,-0.33722230792045593,-0.15565289556980133,-0.12208143621683121,-0.249979168176651
",",0.36674630641937256,0.3015086054801941,0.2097204476594925,-0.0016132977325469255,0.36073189973831177,0.2926291227340698,0.27211007475852966,0.26337406039237976,0.2752361297607422,0.3045167922973633,0.2670435905456543,0.2170848697423935,0.31091248989105225
1953,-0.0046747662127017975,0.024656908586621284,0.027935892343521118,0.0588824488222599,0.09171148389577866,0.04241456091403961,0.16084536910057068,0.24087849259376526,-0.03954194113612175,-0.05694306269288063,-0.048417557030916214,-0.04463757202029228,-0.048926934599876404
",",0.36674630641937256,0.3015086054801941,0.2097204476594925,-0.0016132977325469255,0.36073189973831177,0.2926291227340698,0.27211007475852966,0.26337406039237976,0.2752361297607422,0.3045167922973633,0.2670435905456543,0.2170848697423935,0.31091248989105225
abc,0.13294127583503723,0.13353709876537323,1.0000001192092896,0.06670809537172318,0.20663127303123474,0.25457969307899475,0.3940317928791046,0.23858611285686493,0.20471860468387604,0.17463743686676025,0.12345540523529053,0.11050058901309967,0.19065172970294952
's,-0.03368149697780609,0.05069678649306297,0.06670809537172318,0.9999999403953552,-0.008355522528290749,-0.02817569300532341,0.04382907971739769,0.029389679431915283,-0.030620932579040527,-0.005530759692192078,-0.021786727011203766,-0.09464086592197418,-0.023395681753754616
new,0.257220059633255,0.227974995970726,0.20663127303123474,-0.008355522528290749,0.9999999403953552,0.7252664566040039,0.20616208016872406,0.1508234143257141,0.24499863386154175,0.25697171688079834,0.23044374585151672,0.1664026975631714,0.14782847464084625
york,0.21644815802574158,0.16606222093105316,0.25457969307899475,-0.02817569300532341,0.7252664566040039,1.0,0.21159741282463074,0.15678028762340546,0.13948483765125275,0.18450471758842468,0.12677796185016632,0.17809386551380157,0.15262620151042938
