,what,did,the,museum,acquire,from,the,royal,college,of,science,?
in,0.30808621644973755,0.2593238651752472,0.6662389636039734,0.2407650351524353,0.16787947714328766,0.4274188280105591,0.6662389636039734,0.22172321379184723,0.2160365730524063,0.5696388483047485,0.269875705242157,0.20430970191955566
1974,-0.05855642259120941,-0.07115182280540466,0.07901259511709213,0.07663356512784958,-0.0670822486281395,0.01169129554182291,0.07901259511709213,0.09998840093612671,0.16685372591018677,0.05920899659395218,-0.13300712406635284,-0.17742674052715302
the,0.42745697498321533,0.34736719727516174,1.0,0.24861779808998108,0.19284681975841522,0.40150508284568787,1.0,0.2997032403945923,0.19751401245594025,0.733189046382904,0.24037593603134155,0.22068053483963013
museum,0.1771627515554428,0.14870306849479675,0.24861779808998108,1.0000001192092896,0.2163400501012802,0.20791949331760406,0.24861779808998108,0.2835387885570526,0.2051955759525299,0.23314370214939117,0.3210817575454712,0.14128351211547852
had,0.23849567770957947,0.540525496006012,0.3875846862792969,0.16651499271392822,0.23584787547588348,0.3075238764286041,0.3875846862792969,0.2253422886133194,0.16593050956726074,0.37755560874938965,0.10019613802433014,0.20728366076946259
acquired,0.15010768175125122,0.13529880344867706,0.22202405333518982,0.23013935983181,0.8669742345809937,0.21448072791099548,0.22202405333518982,0.223065584897995,0.12217661738395691,0.20385384559631348,0.1677330732345581,0.09366346150636673
what,0.9999998807907104,0.4259131848812103,0.42745697498321533,0.1771627515554428,0.21993321180343628,0.2737620174884796,0.42745697498321533,0.16189028322696686,0.20568516850471497,0.33290785551071167,0.2612018585205078,0.5051238536834717
is,0.28837618231773376,0.19247472286224365,0.5823672413825989,0.18299639225006104,0.13621008396148682,0.27355384826660156,0.5823672413825989,0.15478424727916718,0.15433147549629211,0.4854315221309662,0.2747138440608978,0.22961433231830597
now,0.4903225302696228,0.2646316885948181,0.38266420364379883,0.2699044942855835,0.18471291661262512,0.2788202464580536,0.38266420364379883,0.20177654922008514,0.22301945090293884,0.29182544350624084,0.21193575859069824,0.29641881585121155
the,0.42745697498321533,0.34736719727516174,1.0,0.24861779808998108,0.19284681975841522,0.40150508284568787,1.0,0.2997032403945923,0.19751401245594025,0.733189046382904,0.24037593603134155,0.22068053483963013
henry,0.1911626160144806,0.22827239334583282,0.2542637586593628,0.18987026810646057,0.15527744591236115,0.16907568275928497,0.2542637586593628,0.24083013832569122,0.22611603140830994,0.2390729784965515,0.18826161324977875,0.16836383938789368
cole,0.14566268026828766,0.15787191689014435,0.1850816011428833,0.09926386922597885,0.08514510840177536,0.1534709930419922,0.1850816011428833,0.20618681609630585,0.28778499364852905,0.15229938924312592,0.16890519857406616,0.1507469266653061
wing,0.14464668929576874,0.12490390986204147,0.28874075412750244,0.22618886828422546,0.06932267546653748,0.189402773976326,0.28874075412750244,0.1705743968486786,0.1473580002784729,0.19099068641662598,0.19321879744529724,0.10201311856508255
from,0.2737620174884796,0.20248863101005554,0.40150508284568787,0.20791949331760406,0.2194083333015442,1.0,0.40150508284568787,0.1648888736963272,0.19399894773960114,0.4249346852302551,0.22525878250598907,0.19969791173934937
the,0.42745697498321533,0.34736719727516174,1.0,0.24861779808998108,0.19284681975841522,0.40150508284568787,1.0,0.2997032403945923,0.19751401245594025,0.733189046382904,0.24037593603134155,0.22068053483963013
royal,0.16189028322696686,0.1850982904434204,0.2997032403945923,0.2835387885570526,0.19077245891094208,0.1648888736963272,0.2997032403945923,0.9999999403953552,0.25436678528785706,0.3112924098968506,0.17038053274154663,0.11453001946210861
college,0.20568516850471497,0.2254478633403778,0.19751401245594025,0.2051955759525299,0.1170169860124588,0.19399894773960114,0.19751401245594025,0.25436678528785706,0.9999999403953552,0.2384195327758789,0.3076415956020355,0.11076676845550537
of,0.33290785551071167,0.2513895630836487,0.733189046382904,0.23314370214939117,0.19236667454242706,0.4249346852302551,0.733189046382904,0.3112924098968506,0.2384195327758789,1.0,0.2616958022117615,0.1826142966747284
science,0.2612018585205078,0.14819081127643585,0.24037593603134155,0.3210817575454712,0.2166953980922699,0.22525878250598907,0.24037593603134155,0.17038053274154663,0.3076415956020355,0.2616958022117615,1.0,0.17974960803985596
.,0.3567904531955719,0.35288307070732117,0.5934505462646484,0.19497929513454437,0.15675117075443268,0.41536515951156616,0.5934505462646484,0.19540183246135712,0.24378922581672668,0.5352458953857422,0.21781636774539948,0.4130953550338745
