,what,region,of,china,is,hebei,part,of,?
the,0.42745697498321533,0.35020557045936584,0.733189046382904,0.3110525608062744,0.5823672413825989,0.3159666061401367,0.527681291103363,0.733189046382904,0.22068053483963013
central,0.17723965644836426,0.33765965700149536,0.3415789008140564,0.28471922874450684,0.273421049118042,0.2921375036239624,0.3872494101524353,0.3415789008140564,0.14787602424621582
region,0.2298986315727234,1.0,0.2852717339992523,0.25697949528694153,0.3317503035068512,0.3164241313934326,0.33727937936782837,0.2852717339992523,0.13441751897335052
",",0.3087472915649414,0.2119160145521164,0.4946078956127167,0.27650898694992065,0.4691906273365021,0.29021596908569336,0.3376222252845764,0.4946078956127167,0.31091248989105225
consisting,0.12705351412296295,0.16290433704853058,0.40096408128738403,0.1252804845571518,0.33188143372535706,0.22167667746543884,0.36825111508369446,0.40096408128738403,0.006223649252206087
of,0.33290785551071167,0.2852717339992523,1.0,0.27699828147888184,0.4854315221309662,0.33774545788764954,0.452393114566803,1.0,0.1826142966747284
present-day,0.3194306194782257,0.2145586758852005,0.3247845470905304,0.1957228183746338,0.29683420062065125,0.21379531919956207,0.2719462513923645,0.3247845470905304,0.24972984194755554
hebei,0.13428783416748047,0.3164241313934326,0.33774545788764954,0.566537618637085,0.3117354214191437,1.0,0.25728338956832886,0.33774545788764954,0.09178882837295532
",",0.3087472915649414,0.2119160145521164,0.4946078956127167,0.27650898694992065,0.4691906273365021,0.29021596908569336,0.3376222252845764,0.4946078956127167,0.31091248989105225
shandong,0.14301858842372894,0.21993455290794373,0.21707716584205627,0.6419488191604614,0.21138207614421844,0.5889245867729187,0.1662285327911377,0.21707716584205627,0.14322839677333832
",",0.3087472915649414,0.2119160145521164,0.4946078956127167,0.27650898694992065,0.4691906273365021,0.29021596908569336,0.3376222252845764,0.4946078956127167,0.31091248989105225
shanxi,0.22316621243953705,0.24135592579841614,0.2603510618209839,0.654362678527832,0.23543301224708557,0.6052855253219604,0.2485264092683792,0.2603510618209839,0.1878359317779541
",",0.3087472915649414,0.2119160145521164,0.4946078956127167,0.27650898694992065,0.4691906273365021,0.29021596908569336,0.3376222252845764,0.4946078956127167,0.31091248989105225
the,0.42745697498321533,0.35020557045936584,0.733189046382904,0.3110525608062744,0.5823672413825989,0.3159666061401367,0.527681291103363,0.733189046382904,0.22068053483963013
south-eastern,0.272931843996048,0.4285324215888977,0.3735389709472656,0.34603795409202576,0.30912062525749207,0.40170150995254517,0.4286028742790222,0.3735389709472656,0.2683718800544739
part,0.3476244807243347,0.33727937936782837,0.452393114566803,0.21336233615875244,0.4582172930240631,0.25728338956832886,1.0,0.452393114566803,0.08557961881160736
of,0.33290785551071167,0.2852717339992523,1.0,0.27699828147888184,0.4854315221309662,0.33774545788764954,0.452393114566803,1.0,0.1826142966747284
present-day,0.3194306194782257,0.2145586758852005,0.3247845470905304,0.1957228183746338,0.29683420062065125,0.21379531919956207,0.2719462513923645,0.3247845470905304,0.24972984194755554
inner,0.226011261343956,0.30010750889778137,0.2847692370414734,0.2450561225414276,0.21686768531799316,0.3547358512878418,0.30680450797080994,0.2847692370414734,0.10395674407482147
mongolia,0.18044717609882355,0.3357085883617401,0.24969549477100372,0.5977877378463745,0.19608411192893982,0.4823707342147827,0.22277021408081055,0.24969549477100372,0.12165829539299011
and,0.31309178471565247,0.2372262328863144,0.5116966962814331,0.27966102957725525,0.3859752118587494,0.24144813418388367,0.35301485657691956,0.5116966962814331,0.20544172823429108
the,0.42745697498321533,0.35020557045936584,0.733189046382904,0.3110525608062744,0.5823672413825989,0.3159666061401367,0.527681291103363,0.733189046382904,0.22068053483963013
henan,0.17805215716362,0.2527148127555847,0.25798988342285156,0.5686367750167847,0.20874758064746857,0.599694013595581,0.2480423003435135,0.25798988342285156,0.15703129768371582
areas,0.23739881813526154,0.4012795090675354,0.2803763747215271,0.22444167733192444,0.28282591700553894,0.22831690311431885,0.3895777761936188,0.2803763747215271,0.1273590475320816
to,0.455847829580307,0.24118299782276154,0.41548454761505127,0.1938052773475647,0.42745086550712585,0.1646621972322464,0.2875264883041382,0.41548454761505127,0.29463258385658264
the,0.42745697498321533,0.35020557045936584,0.733189046382904,0.3110525608062744,0.5823672413825989,0.3159666061401367,0.527681291103363,0.733189046382904,0.22068053483963013
north,0.18673177063465118,0.3999730050563812,0.3604778051376343,0.255528062582016,0.2993389368057251,0.2769310474395752,0.35967114567756653,0.3604778051376343,0.11829731613397598
of,0.33290785551071167,0.2852717339992523,1.0,0.27699828147888184,0.4854315221309662,0.33774545788764954,0.452393114566803,1.0,0.1826142966747284
the,0.42745697498321533,0.35020557045936584,0.733189046382904,0.3110525608062744,0.5823672413825989,0.3159666061401367,0.527681291103363,0.733189046382904,0.22068053483963013
yellow,0.17067797482013702,0.19256024062633514,0.23887859284877777,0.29028311371803284,0.22616218030452728,0.2789095640182495,0.18635906279087067,0.23887859284877777,0.142889603972435
river,0.13815869390964508,0.26366138458251953,0.19903257489204407,0.1923600435256958,0.20670881867408752,0.2744695842266083,0.20468007028102875,0.19903257489204407,0.15390869975090027
",",0.3087472915649414,0.2119160145521164,0.4946078956127167,0.27650898694992065,0.4691906273365021,0.29021596908569336,0.3376222252845764,0.4946078956127167,0.31091248989105225
was,0.22111038863658905,0.19296804070472717,0.4069072902202606,0.20567192137241364,0.5810302495956421,0.22051939368247986,0.3407018780708313,0.4069072902202606,0.18412111699581146
considered,0.2834889590740204,0.15400059521198273,0.4190242290496826,0.18771207332611084,0.4096149802207947,0.17811566591262817,0.3409821689128876,0.4190242290496826,0.19909770786762238
the,0.42745697498321533,0.35020557045936584,0.733189046382904,0.3110525608062744,0.5823672413825989,0.3159666061401367,0.527681291103363,0.733189046382904,0.22068053483963013
most,0.3219912350177765,0.19658514857292175,0.4178851246833801,0.2610761225223541,0.41165053844451904,0.22414353489875793,0.35998284816741943,0.4178851246833801,0.2107497900724411
important,0.31164905428886414,0.23021602630615234,0.43301743268966675,0.23022522032260895,0.350485235452652,0.20189419388771057,0.39585626125335693,0.43301743268966675,0.17812499403953552
region,0.2298986315727234,1.0,0.2852717339992523,0.25697949528694153,0.3317503035068512,0.3164241313934326,0.33727937936782837,0.2852717339992523,0.13441751897335052
of,0.33290785551071167,0.2852717339992523,1.0,0.27699828147888184,0.4854315221309662,0.33774545788764954,0.452393114566803,1.0,0.1826142966747284
the,0.42745697498321533,0.35020557045936584,0.733189046382904,0.3110525608062744,0.5823672413825989,0.3159666061401367,0.527681291103363,0.733189046382904,0.22068053483963013
dynasty,0.17240095138549805,0.1954924613237381,0.285645067691803,0.45030730962753296,0.16410371661186218,0.41492822766304016,0.16925086081027985,0.285645067691803,0.15884074568748474
and,0.31309178471565247,0.2372262328863144,0.5116966962814331,0.27966102957725525,0.3859752118587494,0.24144813418388367,0.35301485657691956,0.5116966962814331,0.20544172823429108
directly,0.3618607521057129,0.17885448038578033,0.2998887896537781,0.16293630003929138,0.2819631099700928,0.19178101420402527,0.304240345954895,0.2998887896537781,0.2187996357679367
governed,0.2713276147842407,0.25005975365638733,0.4198022782802582,0.2190529704093933,0.23111307621002197,0.2261054664850235,0.35519662499427795,0.4198022782802582,0.12964454293251038
by,0.2455483376979828,0.15175513923168182,0.3646814823150635,0.15857630968093872,0.3899846076965332,0.1814095824956894,0.28271573781967163,0.3646814823150635,0.17966607213020325
the,0.42745697498321533,0.35020557045936584,0.733189046382904,0.3110525608062744,0.5823672413825989,0.3159666061401367,0.527681291103363,0.733189046382904,0.22068053483963013
central,0.17723965644836426,0.33765965700149536,0.3415789008140564,0.28471922874450684,0.273421049118042,0.2921375036239624,0.3872494101524353,0.3415789008140564,0.14787602424621582
secretariat,0.1463027000427246,0.23827949166297913,0.2976089119911194,0.25800976157188416,0.21627375483512878,0.24682793021202087,0.2563398778438568,0.2976089119911194,0.11597823351621628
(,0.2411840260028839,0.1544569879770279,0.35032153129577637,0.20244336128234863,0.35393038392066956,0.19589382410049438,0.2208257019519806,0.35032153129577637,0.40561532974243164
or,0.33867141604423523,0.19172623753547668,0.3792596757411957,0.2407131791114807,0.41870999336242676,0.2731262445449829,0.28093159198760986,0.3792596757411957,0.32389625906944275
zhongshu,0.1632460355758667,0.24960342049598694,0.26814746856689453,0.6025595664978027,0.22671769559383392,0.6756877303123474,0.23669174313545227,0.26814746856689453,0.15122734010219574
sheng,0.14850930869579315,0.08556771278381348,0.20805701613426208,0.6267775893211365,0.18309715390205383,0.5551282167434692,0.10670076310634613,0.20805701613426208,0.20650209486484528
),0.26259949803352356,0.1620774269104004,0.3680361211299896,0.21962320804595947,0.37732169032096863,0.20504844188690186,0.24734117090702057,0.3680361211299896,0.42300865054130554
at,0.2838611304759979,0.15165263414382935,0.42558613419532776,0.1485295444726944,0.25906258821487427,0.19062234461307526,0.27486899495124817,0.42558613419532776,0.21978627145290375
khanbaliq,0.2327791005373001,0.29664698243141174,0.23828808963298798,0.4083235263824463,0.22601217031478882,0.47258204221725464,0.1984895020723343,0.23828808963298798,0.20082160830497742
(,0.2411840260028839,0.1544569879770279,0.35032153129577637,0.20244336128234863,0.35393038392066956,0.19589382410049438,0.2208257019519806,0.35032153129577637,0.40561532974243164
modern,0.2655639946460724,0.1651909053325653,0.3482828736305237,0.1993783712387085,0.24170172214508057,0.19639110565185547,0.24953113496303558,0.3482828736305237,0.12475407868623734
beijing,0.09482144564390182,0.18083733320236206,0.2152440845966339,0.655903697013855,0.15637581050395966,0.5545144081115723,0.1451464742422104,0.2152440845966339,0.16358482837677002
),0.26259949803352356,0.1620774269104004,0.3680361211299896,0.21962320804595947,0.37732169032096863,0.20504844188690186,0.24734117090702057,0.3680361211299896,0.42300865054130554
;,0.10986888408660889,0.10752061009407043,0.054534342139959335,0.03027775138616562,0.05324986204504967,-0.022212570533156395,0.17379768192768097,0.054534342139959335,0.10349778085947037
similarly,0.2804308831691742,0.17943425476551056,0.29464200139045715,0.19161225855350494,0.34101489186286926,0.24832868576049805,0.21453717350959778,0.29464200139045715,0.23036029934883118
",",0.3087472915649414,0.2119160145521164,0.4946078956127167,0.27650898694992065,0.4691906273365021,0.29021596908569336,0.3376222252845764,0.4946078956127167,0.31091248989105225
another,0.4190070629119873,0.1501876711845398,0.38147079944610596,0.1768774837255478,0.41278526186943054,0.2478824257850647,0.28946805000305176,0.38147079944610596,0.295511931180954
