,who,was,this,season,'s,nfl,mvp,?
the,0.3733934462070465,0.48711544275283813,0.6274310946464539,0.2507155239582062,-0.01540423184633255,0.15305201709270477,0.19830666482448578,0.22068053483963013
panthers,0.2132880985736847,0.2605615258216858,0.18392351269721985,0.3867887854576111,0.06940732896327972,0.4153780937194824,0.3432699143886566,0.16608978807926178
finished,0.18257364630699158,0.3428505063056946,0.25957342982292175,0.30780723690986633,0.008866960182785988,0.21366624534130096,0.20050527155399323,0.14789283275604248
the,0.3733934462070465,0.48711544275283813,0.6274310946464539,0.2507155239582062,-0.01540423184633255,0.15305201709270477,0.19830666482448578,0.22068053483963013
regular,0.2929244339466095,0.15137939155101776,0.30546101927757263,0.4002528786659241,0.04493177309632301,0.2313152551651001,0.2079116255044937,0.18334713578224182
season,0.13809308409690857,0.24797968566417694,0.22691239416599274,1.0,0.06624794006347656,0.3929455280303955,0.3380318582057953,0.16793298721313477
with,0.3282766342163086,0.27411898970603943,0.36358317732810974,0.26700887084007263,-0.04624466598033905,0.18521657586097717,0.18284384906291962,0.2433311939239502
a,0.36608949303627014,0.4508470594882965,0.5422310829162598,0.1855505406856537,0.04866964742541313,0.1210956797003746,0.14026007056236267,0.23916715383529663
15–1,-0.1907285451889038,-0.1326320916414261,-0.20130181312561035,-0.04442024230957031,0.031025420874357224,0.03573276102542877,0.039528921246528625,0.04290514066815376
record,0.24139603972434998,0.2787264287471771,0.23788617551326752,0.2865971624851227,0.05960977077484131,0.26143500208854675,0.22171607613563538,0.14407116174697876
",",0.3365725874900818,0.45456063747406006,0.4316047728061676,0.2232367992401123,-0.0016132977325469255,0.18939071893692017,0.2245774120092392,0.31091248989105225
and,0.41279885172843933,0.3740963041782379,0.42353692650794983,0.2369309365749359,0.06895173341035843,0.2080700695514679,0.16702094674110413,0.20544172823429108
quarterback,0.17410103976726532,0.24103644490242004,0.18535488843917847,0.360336571931839,-0.05772290751338005,0.6395521759986877,0.49506956338882446,0.13221268355846405
cam,0.1493443101644516,0.17764709889888763,0.10544855892658234,0.20508506894111633,0.07134929299354553,0.24685850739479065,0.16462908685207367,0.1622646003961563
newton,0.19243690371513367,0.25264593958854675,0.17378488183021545,0.1289832442998886,0.027833467349410057,0.2505591809749603,0.17803668975830078,0.09645649790763855
was,0.3318818509578705,1.0000001192092896,0.3638818562030792,0.24797968566417694,0.008974763564765453,0.20145657658576965,0.23143374919891357,0.18412111699581146
named,0.38541290163993835,0.37528327107429504,0.2266731709241867,0.18206466734409332,-0.06022389233112335,0.18834304809570312,0.25624191761016846,0.1297498345375061
the,0.3733934462070465,0.48711544275283813,0.6274310946464539,0.2507155239582062,-0.01540423184633255,0.15305201709270477,0.19830666482448578,0.22068053483963013
nfl,0.13425186276435852,0.20145657658576965,0.14613954722881317,0.3929455280303955,0.01630374602973461,1.0,0.5062549114227295,0.10610254108905792
most,0.35393568873405457,0.29933857917785645,0.43080902099609375,0.23729701340198517,0.024445664137601852,0.15981778502464294,0.21474431455135345,0.2107497900724411
valuable,0.27010053396224976,0.19555546343326569,0.2960659861564636,0.19639921188354492,0.051109567284584045,0.23144958913326263,0.43153342604637146,0.20664997398853302
player,0.21536648273468018,0.1967325210571289,0.14968666434288025,0.2349400818347931,-0.02902853861451149,0.3402427136898041,0.37888097763061523,0.18988972902297974
(,0.2443375140428543,0.2980341613292694,0.3388223350048065,0.1242075115442276,0.0012731997994706035,0.18641139566898346,0.24375715851783752,0.40561532974243164
mvp,0.15547040104866028,0.23143374919891357,0.13768334686756134,0.3380318582057953,-0.051805973052978516,0.5062549114227295,0.9999998807907104,0.19954749941825867
),0.2457384318113327,0.3267642855644226,0.3621573746204376,0.14535100758075714,0.021107977256178856,0.17973150312900543,0.23705145716667175,0.42300865054130554
.,0.3541337847709656,0.40146201848983765,0.500583827495575,0.24674734473228455,-0.003708066651597619,0.1964210718870163,0.19778521358966827,0.4130953550338745
