,what,government,department,did,buyantu,shut,down,?
he,0.3114890456199646,0.30791032314300537,0.2318071573972702,0.3292143940925598,0.25679051876068115,0.12205426394939423,0.20466239750385284,0.2089974731206894
made,0.23419176042079926,0.1864175647497177,0.13858860731124878,0.3068731725215912,0.15367209911346436,0.2027120739221573,0.18591290712356567,0.17218779027462006
many,0.36131182312965393,0.27652618288993835,0.18051421642303467,0.375588983297348,0.21621611714363098,0.26021525263786316,0.2625267207622528,0.2124512493610382
reforms,0.18993237614631653,0.46363696455955505,0.14302298426628113,0.227556511759758,0.16859014332294464,0.14101283252239227,0.14245811104774475,0.09706777334213257
",",0.3087472915649414,0.27344048023223877,0.2484075129032135,0.3015086054801941,0.2901293635368347,0.2065984308719635,0.23362469673156738,0.31091248989105225
including,0.18328791856765747,0.22751404345035553,0.1852203756570816,0.26678287982940674,0.13666081428527832,0.13994593918323517,0.14657944440841675,0.1633303165435791
the,0.42745697498321533,0.31798112392425537,0.32582083344459534,0.34736719727516174,0.2622497081756592,0.23559285700321198,0.3325848877429962,0.22068053483963013
liquidation,0.2658711373806,0.37978965044021606,0.2880362868309021,0.25499090552330017,0.28039026260375977,0.1901637315750122,0.17166052758693695,0.18596135079860687
of,0.33290785551071167,0.3475167155265808,0.3181971311569214,0.2513895630836487,0.24390800297260284,0.11211235821247101,0.23279321193695068,0.1826142966747284
the,0.42745697498321533,0.31798112392425537,0.32582083344459534,0.34736719727516174,0.2622497081756592,0.23559285700321198,0.3325848877429962,0.22068053483963013
department,0.20655807852745056,0.3059452176094055,0.9999998807907104,0.12130371481180191,0.3250481188297272,0.18621256947517395,0.15632273256778717,0.1343645304441452
of,0.33290785551071167,0.3475167155265808,0.3181971311569214,0.2513895630836487,0.24390800297260284,0.11211235821247101,0.23279321193695068,0.1826142966747284
state,0.24273863434791565,0.44211944937705994,0.31336286664009094,0.152080237865448,0.24841561913490295,0.18087154626846313,0.08164730668067932,0.1160883978009224
affairs,0.15737071633338928,0.46800556778907776,0.36108189821243286,0.20013506710529327,0.2880531847476959,0.11574563384056091,0.08825036138296127,0.11928717792034149
(,0.2411840260028839,0.14655277132987976,0.14917564392089844,0.18979617953300476,0.22214969992637634,0.13492853939533234,0.14931032061576843,0.40561532974243164
chinese,0.11643128097057343,0.28498339653015137,0.15838219225406647,0.19065357744693756,0.33206459879875183,0.04844019562005997,0.1292666643857956,0.20843194425106049
:,-0.12022944539785385,-0.01739445887506008,-0.0333087295293808,-0.05305134505033493,0.010243980213999748,-0.11235998570919037,-0.12895414233207703,-0.07156077772378922
尚書省,0.11574650555849075,0.035140156745910645,0.05064196512103081,0.03615548461675644,0.06080562621355057,0.026026910170912743,0.13162356615066528,-0.0014059689128771424
),0.26259949803352356,0.15263929963111877,0.16235356032848358,0.18584993481636047,0.2254638522863388,0.14368538558483124,0.1588357537984848,0.42300865054130554
",",0.3087472915649414,0.27344048023223877,0.2484075129032135,0.3015086054801941,0.2901293635368347,0.2065984308719635,0.23362469673156738,0.31091248989105225
which,0.5261979103088379,0.27266770601272583,0.17724695801734924,0.2750149369239807,0.21295008063316345,0.30097779631614685,0.36159706115722656,0.25814583897590637
resulted,0.14803820848464966,0.25899645686149597,0.16105514764785767,0.27626562118530273,0.16394919157028198,0.20520491898059845,0.2738051116466522,0.1391388475894928
in,0.30808621644973755,0.3066793978214264,0.3254720866680145,0.2593238651752472,0.23689711093902588,0.17678579688072205,0.2321847528219223,0.20430970191955566
the,0.42745697498321533,0.31798112392425537,0.32582083344459534,0.34736719727516174,0.2622497081756592,0.23559285700321198,0.3325848877429962,0.22068053483963013
execution,0.2218502163887024,0.3093859553337097,0.1321718692779541,0.19928541779518127,0.18317468464374542,0.19571959972381592,0.13645045459270477,0.15878841280937195
of,0.33290785551071167,0.3475167155265808,0.3181971311569214,0.2513895630836487,0.24390800297260284,0.11211235821247101,0.23279321193695068,0.1826142966747284
five,0.18688078224658966,0.21891987323760986,0.132768452167511,0.1999429613351822,0.1811375916004181,0.11297958344221115,0.16055943071842194,0.18342848122119904
of,0.33290785551071167,0.3475167155265808,0.3181971311569214,0.2513895630836487,0.24390800297260284,0.11211235821247101,0.23279321193695068,0.1826142966747284
the,0.42745697498321533,0.31798112392425537,0.32582083344459534,0.34736719727516174,0.2622497081756592,0.23559285700321198,0.3325848877429962,0.22068053483963013
highest-ranking,0.2645697295665741,0.3258521854877472,0.32969069480895996,0.2149178385734558,0.28131937980651855,0.15085993707180023,0.1860760599374771,0.2641807198524475
officials,0.23964433372020721,0.5192007422447205,0.2491786926984787,0.3401864171028137,0.2721172869205475,0.2516513168811798,0.19018281996250153,0.1505519449710846
.,0.3567904531955719,0.2521961033344269,0.2694511413574219,0.35288307070732117,0.28184205293655396,0.23950250446796417,0.2362249493598938,0.4130953550338745
