,was,the,testing,of,the,lm,during,apollo,5,a,failure,or,a,success,?
the,0.48711544275283813,1.0,0.25075584650039673,0.733189046382904,1.0,0.25534775853157043,0.4838213622570038,0.2169172167778015,0.09255307912826538,0.5829201340675354,0.24083465337753296,0.4174870550632477,0.5829201340675354,0.2764457166194916,0.22068053483963013
lm,0.14216841757297516,0.25534775853157043,0.33450934290885925,0.15462981164455414,0.25534775853157043,1.0000001192092896,0.10567639023065567,0.36199986934661865,0.034124236553907394,0.1819782704114914,0.1793397217988968,0.22980903089046478,0.1819782704114914,0.06830230355262756,0.2270602136850357
engines,0.18948708474636078,0.2245008647441864,0.2712688148021698,0.17593856155872345,0.2245008647441864,0.30383622646331787,0.19075165688991547,0.26160046458244324,0.11974557489156723,0.20574161410331726,0.2657899260520935,0.16979892551898956,0.20574161410331726,0.1685696840286255,0.18940703570842743
were,0.590133786201477,0.3906462490558624,0.17985007166862488,0.34038281440734863,0.3906462490558624,0.1915794014930725,0.4064035415649414,0.183358833193779,-0.06407562643289566,0.17203083634376526,0.14740639925003052,0.3389680087566376,0.17203083634376526,0.2159206122159958,0.17890112102031708
successfully,0.2890758812427521,0.32525569200515747,0.3095448613166809,0.19373616576194763,0.32525569200515747,0.18348580598831177,0.35249751806259155,0.33779215812683105,0.0647595226764679,0.2714724540710449,0.25540533661842346,0.17007024586200714,0.2714724540710449,0.4959895610809326,0.0971045047044754
test-fired,0.34403809905052185,0.3082166314125061,0.6570004820823669,0.20945806801319122,0.3082166314125061,0.30197009444236755,0.2798057198524475,0.4008508622646332,0.08663225173950195,0.2827049195766449,0.25068745017051697,0.22639012336730957,0.2827049195766449,0.2560322880744934,0.2854382395744324
and,0.3740963041782379,0.5171257257461548,0.218893900513649,0.5116966962814331,0.5171257257461548,0.15283863246440887,0.36462149024009705,0.15251155197620392,0.027511591091752052,0.3739250600337982,0.20724323391914368,0.4713204801082611,0.3739250600337982,0.2493283897638321,0.20544172823429108
restarted,0.3395228683948517,0.3666659891605377,0.2561205327510834,0.24228326976299286,0.3666659891605377,0.18804429471492767,0.31451401114463806,0.1573527753353119,0.0027269460260868073,0.3064740300178528,0.23455028235912323,0.26018762588500977,0.3064740300178528,0.29227301478385925,0.19986703991889954
",",0.45456063747406006,0.4933079481124878,0.18808996677398682,0.4946078956127167,0.4933079481124878,0.15934062004089355,0.3225448727607727,0.19808128476142883,0.10738879442214966,0.427140474319458,0.30706357955932617,0.3769497275352478,0.427140474319458,0.2008737027645111,0.31091248989105225
despite,0.3650621473789215,0.3172689974308014,0.14317886531352997,0.33505672216415405,0.3172689974308014,0.13283546268939972,0.305835098028183,0.14132487773895264,0.0156538225710392,0.28239360451698303,0.2927590608596802,0.2508363127708435,0.28239360451698303,0.3474002480506897,0.14350546896457672
a,0.4508470594882965,0.5829201340675354,0.22979743778705597,0.5052502155303955,0.5829201340675354,0.1819782704114914,0.30341604351997375,0.19996169209480286,0.07282212376594543,1.0,0.24439255893230438,0.48853766918182373,1.0,0.2934626638889313,0.23916715383529663
computer,0.1967092603445053,0.19781450927257538,0.22842121124267578,0.18559479713439941,0.19781450927257538,0.1961926966905594,0.14313292503356934,0.19355545938014984,0.016206741333007812,0.2548043727874756,0.19584037363529205,0.24157440662384033,0.2548043727874756,0.09985178709030151,0.20203553140163422
programming,0.15892314910888672,0.17869283258914948,0.21714530885219574,0.14286333322525024,0.17869283258914948,0.14530807733535767,0.14740554988384247,0.24004240334033966,0.013146632350981236,0.20890353620052338,0.1490807831287384,0.18655167520046234,0.20890353620052338,0.14666593074798584,0.22249025106430054
error,0.15878652036190033,0.1961134821176529,0.31415510177612305,0.15479235351085663,0.1961134821176529,0.22043974697589874,0.12944738566875458,0.2030898779630661,0.0695500448346138,0.29154232144355774,0.3208630383014679,0.28609994053840637,0.29154232144355774,0.21413953602313995,0.2543688118457794
which,0.2830964922904968,0.6521818041801453,0.2968108654022217,0.5011631846427917,0.6521818041801453,0.2116525024175644,0.3590145409107208,0.19047300517559052,0.13955213129520416,0.56894451379776,0.18597708642482758,0.5105096101760864,0.56894451379776,0.25532251596450806,0.25814583897590637
cut,0.21575933694839478,0.29221418499946594,0.14509598910808563,0.26061776280403137,0.29221418499946594,0.20239241421222687,0.23555433750152588,0.19878056645393372,0.1263945996761322,0.2642877995967865,0.1524038016796112,0.28960758447647095,0.2642877995967865,0.1851852685213089,0.1403924524784088
short,0.20147566497325897,0.29603123664855957,0.09679832309484482,0.2761780321598053,0.29603123664855957,0.17213663458824158,0.2673468589782715,0.09444018453359604,0.10068441182374954,0.39202192425727844,0.12236892431974411,0.3135438859462738,0.39202192425727844,0.11781898140907288,0.16194626688957214
the,0.48711544275283813,1.0,0.25075584650039673,0.733189046382904,1.0,0.25534775853157043,0.4838213622570038,0.2169172167778015,0.09255307912826538,0.5829201340675354,0.24083465337753296,0.4174870550632477,0.5829201340675354,0.2764457166194916,0.22068053483963013
first,0.5022147297859192,0.49448907375335693,0.3018559217453003,0.3536086082458496,0.49448907375335693,0.21496742963790894,0.45377472043037415,0.21067003905773163,0.07577285170555115,0.4287874400615692,0.18576586246490479,0.23187343776226044,0.4287874400615692,0.3858335614204407,0.18701928853988647
descent,0.24684534966945648,0.24708466231822968,0.1378573328256607,0.2411869466304779,0.24708466231822968,0.16512590646743774,0.24238142371177673,0.13724230229854584,-0.0360027477145195,0.26073697209358215,0.20729884505271912,0.16831491887569427,0.26073697209358215,0.15756814181804657,0.1453588604927063
stage,0.2081151008605957,0.22652170062065125,0.19668729603290558,0.1389172226190567,0.22652170062065125,0.15268173813819885,0.26865634322166443,0.20833511650562286,0.12837637960910797,0.2036506086587906,0.1871078461408615,0.1695668250322342,0.2036506086587906,0.20844967663288116,0.14916576445102692
firing,0.22085951268672943,0.2376004159450531,0.2712407112121582,0.1959267556667328,0.2376004159450531,0.16664732992649078,0.2749653160572052,0.1740158349275589,0.06969254463911057,0.24767185747623444,0.1654544174671173,0.17631348967552185,0.24767185747623444,0.1627761274576187,0.16471128165721893
.,0.40146201848983765,0.5934505462646484,0.23063190281391144,0.5352458953857422,0.5934505462646484,0.22923575341701508,0.3485563397407532,0.22384987771511078,0.1139165610074997,0.50484299659729,0.22655700147151947,0.36683785915374756,0.50484299659729,0.25725793838500977,0.4130953550338745
