,what,kind,of,self-consistent,models,are,physicists,trying,to,make,that,would,create,a,theory,of,everything,?
physicists,0.30818524956703186,0.16773700714111328,0.17529773712158203,0.3141997158527374,0.3842555582523346,0.27568352222442627,1.0,0.25424355268478394,0.23192022740840912,0.2407800257205963,0.29399895668029785,0.2559260129928589,0.2164681851863861,0.16681431233882904,0.4610390365123749,0.17529773712158203,0.25033947825431824,0.1777985841035843
are,0.29724663496017456,0.296465665102005,0.39081433415412903,0.32364770770072937,0.21321038901805878,1.0,0.27568352222442627,0.16054143011569977,0.3504326641559601,0.4522273540496826,0.45265161991119385,0.32024338841438293,0.29562345147132874,0.265255331993103,0.1918308287858963,0.39081433415412903,0.20389612019062042,0.24591213464736938
still,0.4548931419849396,0.2690003216266632,0.3288819193840027,0.32003429532051086,0.2165035605430603,0.40321314334869385,0.25268784165382385,0.3545934855937958,0.41205283999443054,0.40794670581817627,0.5191669464111328,0.3603723347187042,0.2537710964679718,0.3478926122188568,0.22243186831474304,0.3288819193840027,0.43510544300079346,0.3039587736129761
attempting,0.23469723761081696,0.15736839175224304,0.2223445326089859,0.31528711318969727,0.12720037996768951,0.1510944813489914,0.1999358832836151,0.6263443827629089,0.4533930718898773,0.24030254781246185,0.25452935695648193,0.3643743693828583,0.3007252514362335,0.24887818098068237,0.10468887537717819,0.2223445326089859,0.26486459374427795,0.1953229457139969
to,0.455847829580307,0.28460726141929626,0.41548454761505127,0.34851011633872986,0.2078617662191391,0.3504326641559601,0.23192022740840912,0.5021223425865173,1.0,0.497876912355423,0.5436353087425232,0.5965728163719177,0.41124165058135986,0.45503583550453186,0.21947365999221802,0.41548454761505127,0.3921761214733124,0.29463258385658264
develop,0.20962175726890564,0.25048038363456726,0.2259741723537445,0.28414180874824524,0.23641611635684967,0.2920362651348114,0.2320062220096588,0.2702471911907196,0.3375980854034424,0.41274845600128174,0.3281192481517792,0.2577497363090515,0.394436776638031,0.27134326100349426,0.31267204880714417,0.2259741723537445,0.19275492429733276,0.15784582495689392
self-consistent,0.412405788898468,0.3254435062408447,0.2912914454936981,1.0000001192092896,0.26518920063972473,0.32364770770072937,0.3141997158527374,0.36263877153396606,0.34851011633872986,0.3352237939834595,0.430019736289978,0.3895454406738281,0.3768487870693207,0.3120085299015045,0.34870192408561707,0.2912914454936981,0.40194952487945557,0.2997022271156311
unification,0.27997052669525146,0.13218973577022552,0.36671194434165955,0.33149367570877075,0.2018531709909439,0.1317080557346344,0.24980519711971283,0.21296051144599915,0.23181171715259552,0.13597241044044495,0.2651025652885437,0.22244380414485931,0.2608555555343628,0.24300570785999298,0.3260784149169922,0.36671194434165955,0.26290246844291687,0.2305832952260971
models,0.22431734204292297,0.1820712834596634,0.19773605465888977,0.26518920063972473,1.0,0.21321038901805878,0.3842555582523346,0.15124160051345825,0.2078617662191391,0.22617846727371216,0.19949059188365936,0.26619940996170044,0.21322232484817505,0.2741396725177765,0.2689429521560669,0.19773605465888977,0.13276417553424835,0.16656708717346191
that,0.6297725439071655,0.38161981105804443,0.41498205065727234,0.430019736289978,0.19949059188365936,0.45265161991119385,0.29399895668029785,0.4147728383541107,0.5436353087425232,0.48783382773399353,1.0,0.5895259380340576,0.3917232155799866,0.47537946701049805,0.36183905601501465,0.41498205065727234,0.5565982460975647,0.32716336846351624
would,0.45766422152519226,0.2506279945373535,0.3353942930698395,0.3895454406738281,0.26619940996170044,0.32024338841438293,0.2559260129928589,0.5119690895080566,0.5965728163719177,0.44250184297561646,0.5895259380340576,1.0000001192092896,0.37296369671821594,0.398599237203598,0.2241445630788803,0.3353942930698395,0.383410781621933,0.37178951501846313
combine,0.27796897292137146,0.30822205543518066,0.3253297805786133,0.3580082058906555,0.2502041757106781,0.38254690170288086,0.2504537105560303,0.18443958461284637,0.2847091257572174,0.41484397649765015,0.3116470277309418,0.21429170668125153,0.4487052857875824,0.2690390646457672,0.281600683927536,0.3253297805786133,0.2677493691444397,0.23649157583713531
all,0.41981086134910583,0.2942016124725342,0.42798417806625366,0.3525998592376709,0.16883178055286407,0.5343062281608582,0.1983032524585724,0.2865692377090454,0.42520734667778015,0.37725141644477844,0.53305584192276,0.41205164790153503,0.28288307785987854,0.2696802616119385,0.21550370752811432,0.42798417806625366,0.5194710493087769,0.29575422406196594
four,0.18057085573673248,0.1344868242740631,0.36293646693229675,0.22776514291763306,0.252858966588974,0.3568944036960602,0.11662964522838593,0.15119482576847076,0.2803118824958801,0.19503113627433777,0.29253774881362915,0.22496724128723145,0.14227314293384552,0.28236961364746094,0.1784924417734146,0.36293646693229675,0.1606731116771698,0.14532537758350372
fundamental,0.35305243730545044,0.2925185561180115,0.35164782404899597,0.3782559633255005,0.28551557660102844,0.28600409626960754,0.4056175649166107,0.23375332355499268,0.25741058588027954,0.23741328716278076,0.39114704728126526,0.25904276967048645,0.23821823298931122,0.2387043535709381,0.49196240305900574,0.35164782404899597,0.2698507010936737,0.2011919468641281
interactions,0.32324331998825073,0.3133710026741028,0.24081720411777496,0.37218210101127625,0.33339613676071167,0.34146612882614136,0.3497779965400696,0.1946052759885788,0.24682006239891052,0.2385299950838089,0.3068453073501587,0.2895342707633972,0.2956344485282898,0.2656041085720062,0.39361771941185,0.24081720411777496,0.2636670768260956,0.21664206683635712
into,0.2180619090795517,0.20515212416648865,0.32255905866622925,0.14341503381729126,0.12875248491764069,0.2930682599544525,0.15312638878822327,0.24749277532100677,0.38810545206069946,0.3341430723667145,0.3239944875240326,0.2832599878311157,0.2934595048427582,0.3461161255836487,0.1421150416135788,0.32255905866622925,0.23227019608020782,0.15662476420402527
a,0.3320399522781372,0.42310917377471924,0.5052502155303955,0.3120085299015045,0.2741396725177765,0.265255331993103,0.16681431233882904,0.3045077919960022,0.45503583550453186,0.34303420782089233,0.47537946701049805,0.398599237203598,0.3041161596775055,1.0,0.2233850657939911,0.5052502155303955,0.2695503234863281,0.23916715383529663
theory,0.297923743724823,0.2985695004463196,0.23506702482700348,0.34870192408561707,0.2689429521560669,0.1918308287858963,0.4610390365123749,0.16575303673744202,0.21947365999221802,0.21709653735160828,0.36183905601501465,0.2241445630788803,0.24567753076553345,0.2233850657939911,0.9999999403953552,0.23506702482700348,0.296909898519516,0.1387292891740799
of,0.33290785551071167,0.2285657674074173,1.0,0.2912914454936981,0.19773605465888977,0.39081433415412903,0.17529773712158203,0.21177013218402863,0.41548454761505127,0.2912110388278961,0.41498205065727234,0.3353942930698395,0.23675619065761566,0.5052502155303955,0.23506702482700348,1.0,0.2166808843612671,0.1826142966747284
everything,0.5900073051452637,0.3567795157432556,0.2166808843612671,0.40194952487945557,0.13276417553424835,0.20389612019062042,0.25033947825431824,0.4129810035228729,0.3921761214733124,0.3475540280342102,0.5565982460975647,0.383410781621933,0.30506542325019836,0.2695503234863281,0.296909898519516,0.2166808843612671,1.0,0.37031570076942444
.,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.29063528776168823,0.23375163972377777,0.3452940285205841,0.20975160598754883,0.3029857277870178,0.4645031690597534,0.3547073304653168,0.4460422694683075,0.35067233443260193,0.2916513681411743,0.50484299659729,0.18047811090946198,0.5352458953857422,0.29731860756874084,0.4130953550338745
