,what,does,the,el,centro,metropolitan,area,and,san,diego-carslbad-san,marcos,metropolitan,area,form,?
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.17381444573402405,0.21086521446704865,0.2863157391548157,0.3409860134124756,0.5116966962814331,0.25237205624580383,0.3135446608066559,0.2257072776556015,0.2863157391548157,0.3409860134124756,0.29600051045417786,0.1826142966747284
these,0.4164220690727234,0.31633180379867554,0.49086877703666687,0.12656866014003754,0.13004344701766968,0.17714500427246094,0.2632642686367035,0.5314885973930359,0.16423894464969635,0.2539241313934326,0.19825634360313416,0.17714500427246094,0.2632642686367035,0.30281445384025574,0.2571668326854706
metropolitan,0.15624397993087769,0.20880821347236633,0.24378018081188202,0.15874069929122925,0.3557537794113159,1.0,0.4260755181312561,0.19939453899860382,0.22343556582927704,0.3140160143375397,0.2040410190820694,1.0,0.4260755181312561,0.13583055138587952,0.1861504763364792
areas,0.23739881813526154,0.19766740500926971,0.3311663568019867,0.03533819690346718,0.2452068030834198,0.2757422626018524,0.6056747436523438,0.40107932686805725,0.17293071746826172,0.21546794474124908,0.16358724236488342,0.2757422626018524,0.6056747436523438,0.2225421667098999,0.1273590475320816
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.16948989033699036,0.20524993538856506,0.2417047619819641,0.2664283812046051,0.6633074283599854,0.25561806559562683,0.40080586075782776,0.26214683055877686,0.2417047619819641,0.2664283812046051,0.21805599331855774,0.31091248989105225
the,0.42745697498321533,0.35928019881248474,1.0,0.22364778816699982,0.20410041511058807,0.24378018081188202,0.37834644317626953,0.5171257257461548,0.2858080565929413,0.3447002172470093,0.19877344369888306,0.24378018081188202,0.37834644317626953,0.29286009073257446,0.22068053483963013
los,0.12322991341352463,0.10503679513931274,0.2502395510673523,0.3185877799987793,0.3344656229019165,0.19461993873119354,0.18259401619434357,0.22504177689552307,0.45418909192085266,0.46446940302848816,0.3624703884124756,0.19461993873119354,0.18259401619434357,0.12837034463882446,0.15495611727237701
angeles-long,0.19958707690238953,0.15493495762348175,0.33123016357421875,0.2137322723865509,0.30543339252471924,0.27831795811653137,0.32432109117507935,0.3181453049182892,0.4584132432937622,0.5080565810203552,0.34177157282829285,0.27831795811653137,0.32432109117507935,0.19484373927116394,0.2542385458946228
beach-santa,0.22092577815055847,0.10689768940210342,0.24651339650154114,0.26538071036338806,0.3839309811592102,0.3002643585205078,0.2921631932258606,0.294481486082077,0.47991442680358887,0.48215848207473755,0.38870805501937866,0.3002643585205078,0.2921631932258606,0.11511610448360443,0.1848907172679901
ana,0.1984587013721466,0.11920972913503647,0.17612464725971222,0.26639077067375183,0.2958044111728668,0.18947841227054596,0.14368939399719238,0.20968468487262726,0.34229207038879395,0.37948766350746155,0.35533323884010315,0.18947841227054596,0.14368939399719238,0.04903029277920723,0.17085084319114685
metropolitan,0.15624397993087769,0.20880821347236633,0.24378018081188202,0.15874069929122925,0.3557537794113159,1.0,0.4260755181312561,0.19939453899860382,0.22343556582927704,0.3140160143375397,0.2040410190820694,1.0,0.4260755181312561,0.13583055138587952,0.1861504763364792
area,0.21965408325195312,0.13779224455356598,0.37834644317626953,0.14241178333759308,0.25186121463775635,0.4260755181312561,1.0,0.3044000566005707,0.22260162234306335,0.22477824985980988,0.14200684428215027,0.4260755181312561,1.0,0.1687784045934677,0.12640461325645447
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.16948989033699036,0.20524993538856506,0.2417047619819641,0.2664283812046051,0.6633074283599854,0.25561806559562683,0.40080586075782776,0.26214683055877686,0.2417047619819641,0.2664283812046051,0.21805599331855774,0.31091248989105225
riverside-san,0.1166907325387001,0.14059950411319733,0.3030746281147003,0.2654668986797333,0.4505484104156494,0.41848766803741455,0.29483452439308167,0.3003528118133545,0.4819885492324829,0.5442578196525574,0.36232754588127136,0.41848766803741455,0.29483452439308167,0.14102521538734436,0.12295176833868027
bernardino-ontario,0.16422916948795319,0.11572446674108505,0.3211618661880493,0.2917805016040802,0.44628843665122986,0.34728342294692993,0.2977428436279297,0.3239040970802307,0.5325465798377991,0.5682370662689209,0.4508954584598541,0.34728342294692993,0.2977428436279297,0.16616006195545197,0.16058290004730225
metropolitan,0.15624397993087769,0.20880821347236633,0.24378018081188202,0.15874069929122925,0.3557537794113159,1.0,0.4260755181312561,0.19939453899860382,0.22343556582927704,0.3140160143375397,0.2040410190820694,1.0,0.4260755181312561,0.13583055138587952,0.1861504763364792
area,0.21965408325195312,0.13779224455356598,0.37834644317626953,0.14241178333759308,0.25186121463775635,0.4260755181312561,1.0,0.3044000566005707,0.22260162234306335,0.22477824985980988,0.14200684428215027,0.4260755181312561,1.0,0.1687784045934677,0.12640461325645447
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.16948989033699036,0.20524993538856506,0.2417047619819641,0.2664283812046051,0.6633074283599854,0.25561806559562683,0.40080586075782776,0.26214683055877686,0.2417047619819641,0.2664283812046051,0.21805599331855774,0.31091248989105225
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.1209416538476944,0.17805057764053345,0.19939453899860382,0.3044000566005707,1.0,0.23541347682476044,0.35880589485168457,0.25429409742355347,0.19939453899860382,0.3044000566005707,0.30469027161598206,0.20544172823429108
