,the,skylab,had,what,type,of,equipment,onboard,that,was,supposed,to,be,used,in,a,different,mission,?
dubbed,0.2979377508163452,0.19927963614463806,0.2813478708267212,0.07724779844284058,0.09397294372320175,0.22469881176948547,0.1382112056016922,0.08081477135419846,0.20666593313217163,0.3000064492225647,0.1693289875984192,0.13903753459453583,0.15895554423332214,0.2397814244031906,0.22426356375217438,0.2190144658088684,0.17507915198802948,0.1148422360420227,0.14647041261196136
skylab,0.33710870146751404,0.9999998807907104,0.24874922633171082,0.23991799354553223,0.1647963672876358,0.23126329481601715,0.37069177627563477,0.49950048327445984,0.30542173981666565,0.304561972618103,0.2662520110607147,0.3112412393093109,0.2748108208179474,0.16134604811668396,0.27669620513916016,0.30519405007362366,0.2084513008594513,0.4697355031967163,0.23833967745304108
",",0.4933079481124878,0.29952821135520935,0.35487717390060425,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.21909046173095703,0.25216591358184814,0.4137537479400635,0.45456063747406006,0.2275257259607315,0.44245919585227966,0.39254459738731384,0.3120402991771698,0.5201468467712402,0.427140474319458,0.32220861315727234,0.21226151287555695,0.31091248989105225
it,0.6251175999641418,0.2710142433643341,0.2910259962081909,0.45803478360176086,0.22145579755306244,0.38761502504348755,0.20741109549999237,0.21364817023277283,0.5921133160591125,0.4577186405658722,0.35388076305389404,0.513711154460907,0.5203388929367065,0.3575260639190674,0.5130809545516968,0.5452592968940735,0.30863916873931885,0.19417105615139008,0.25732165575027466
was,0.48711544275283813,0.304561972618103,0.5927209258079529,0.22111038863658905,0.14348182082176208,0.4069072902202606,0.157419353723526,0.18259575963020325,0.33670201897621155,1.0000001192092896,0.3499848544597626,0.3636345863342285,0.42228707671165466,0.23679393529891968,0.45514053106307983,0.4508470594882965,0.16638538241386414,0.20951420068740845,0.18412111699581146
constructed,0.29105475544929504,0.2907310128211975,0.22846853733062744,0.18810124695301056,0.15183410048484802,0.2552719712257385,0.2658034861087799,0.22219637036323547,0.26028013229370117,0.2546897530555725,0.24793115258216858,0.24796472489833832,0.23773787915706635,0.35137638449668884,0.31212013959884644,0.257233589887619,0.2314106971025467,0.19777198135852814,0.12459525465965271
complete,0.277624249458313,0.23501715064048767,0.23044535517692566,0.29213884472846985,0.2394901067018509,0.3009350895881653,0.24469228088855743,0.1485607773065567,0.30512917041778564,0.13758507370948792,0.159846693277359,0.26479288935661316,0.22863243520259857,0.19067364931106567,0.2201821506023407,0.29913821816444397,0.20198161900043488,0.16440892219543457,0.11962060630321503
on,0.5107308030128479,0.29204991459846497,0.36692994832992554,0.34226128458976746,0.2118636518716812,0.3966929316520691,0.20764270424842834,0.36152076721191406,0.42569106817245483,0.3909217119216919,0.2938857078552246,0.41031414270401,0.37900757789611816,0.24785758554935455,0.46853652596473694,0.3848365545272827,0.3056946098804474,0.21317659318447113,0.2714994251728058
the,1.0,0.33710870146751404,0.3875846862792969,0.42745697498321533,0.21819381415843964,0.733189046382904,0.22635069489479065,0.25827547907829285,0.5473989248275757,0.48711544275283813,0.33562925457954407,0.535392165184021,0.4248143136501312,0.3718377649784088,0.6662389636039734,0.5829201340675354,0.36412742733955383,0.22673439979553223,0.22068053483963013
ground,0.25776049494743347,0.2452932447195053,0.18997663259506226,0.20688746869564056,0.11764567345380783,0.22660790383815765,0.31666308641433716,0.3503495454788208,0.2823980748653412,0.17532029747962952,0.21510641276836395,0.22786086797714233,0.2325221449136734,0.25505372881889343,0.20377106964588165,0.22826628386974335,0.22180016338825226,0.10667230933904648,0.11401822417974472
rather,0.31983619928359985,0.19070515036582947,0.2611653506755829,0.3923804461956024,0.2488519549369812,0.3045461177825928,0.2336578220129013,0.24191580712795258,0.4945213496685028,0.23478160798549652,0.3561030924320221,0.4052407741546631,0.4789743721485138,0.3828745186328888,0.26646825671195984,0.4061340093612671,0.34632155299186707,0.12539635598659515,0.3053998053073883
than,0.3227543234825134,0.24542738497257233,0.3192967474460602,0.29388150572776794,0.21065692603588104,0.33036211133003235,0.18636742234230042,0.2565828263759613,0.4891277849674225,0.1872616857290268,0.258138507604599,0.3192550539970398,0.46516597270965576,0.28633373975753784,0.3270052373409271,0.3126874566078186,0.3462667763233185,0.10606750100851059,0.24917294085025787
in,0.6662389636039734,0.27669620513916016,0.385026752948761,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.1740107387304306,0.21531492471694946,0.435920387506485,0.45514053106307983,0.26477015018463135,0.45010748505592346,0.3481820821762085,0.3090210556983948,1.0,0.539380669593811,0.29409363865852356,0.2224319875240326,0.20430970191955566
space,0.24495907127857208,0.47681427001953125,0.16386190056800842,0.20525942742824554,0.19901056587696075,0.21300287544727325,0.20378665626049042,0.34564390778541565,0.2368461638689041,0.14677780866622925,0.19673842191696167,0.22712917625904083,0.21281394362449646,0.18470054864883423,0.17648501694202423,0.20296213030815125,0.19917932152748108,0.3416440784931183,0.1885536164045334
",",0.4933079481124878,0.29952821135520935,0.35487717390060425,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.21909046173095703,0.25216591358184814,0.4137537479400635,0.45456063747406006,0.2275257259607315,0.44245919585227966,0.39254459738731384,0.3120402991771698,0.5201468467712402,0.427140474319458,0.32220861315727234,0.21226151287555695,0.31091248989105225
and,0.5171257257461548,0.27134448289871216,0.3872550129890442,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.24890132248401642,0.24423202872276306,0.4731321930885315,0.3740963041782379,0.2625276446342468,0.48971283435821533,0.41766801476478577,0.3150506615638733,0.4954058527946472,0.3739250600337982,0.39536112546920776,0.16932862997055054,0.20544172823429108
launched,0.2547066807746887,0.4335838258266449,0.21885888278484344,0.1668553501367569,0.18153420090675354,0.20039688050746918,0.24324215948581696,0.34655100107192993,0.20961794257164001,0.28489428758621216,0.22238777577877045,0.18913504481315613,0.15595650672912598,0.273776113986969,0.18876992166042328,0.20170536637306213,0.1722038835287094,0.366909384727478,0.1803835779428482
in,0.6662389636039734,0.27669620513916016,0.385026752948761,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.1740107387304306,0.21531492471694946,0.435920387506485,0.45514053106307983,0.26477015018463135,0.45010748505592346,0.3481820821762085,0.3090210556983948,1.0,0.539380669593811,0.29409363865852356,0.2224319875240326,0.20430970191955566
1973,-0.22297891974449158,-0.2569577693939209,-0.2192237675189972,-0.22440221905708313,-0.11231451481580734,-0.15240907669067383,-0.20675340294837952,-0.26681509613990784,-0.2966974377632141,-0.1900326907634735,-0.20985831320285797,-0.2857922613620758,-0.22200067341327667,-0.07613072544336319,-0.18588787317276,-0.13350971043109894,-0.07361777871847153,-0.17064408957958221,-0.07644321769475937
using,0.28364112973213196,0.25856202840805054,0.2784138321876526,0.27984681725502014,0.26539579033851624,0.24298200011253357,0.39478689432144165,0.26805758476257324,0.4372335970401764,0.18766598403453827,0.3023732304573059,0.3678804934024811,0.4113650619983673,0.6102309226989746,0.2717311978340149,0.32226553559303284,0.3709940016269684,0.14504839479923248,0.2804589569568634
the,1.0,0.33710870146751404,0.3875846862792969,0.42745697498321533,0.21819381415843964,0.733189046382904,0.22635069489479065,0.25827547907829285,0.5473989248275757,0.48711544275283813,0.33562925457954407,0.535392165184021,0.4248143136501312,0.3718377649784088,0.6662389636039734,0.5829201340675354,0.36412742733955383,0.22673439979553223,0.22068053483963013
two,0.43858039379119873,0.25433480739593506,0.41487234830856323,0.23363454639911652,0.14017313718795776,0.37726253271102905,0.13198676705360413,0.2235187292098999,0.3858162462711334,0.27166637778282166,0.26787447929382324,0.3343428373336792,0.28515341877937317,0.226744145154953,0.36463531851768494,0.3289857804775238,0.48983854055404663,0.12611405551433563,0.19645625352859497
lower,0.3463275134563446,0.16447852551937103,0.1810125857591629,0.20079238712787628,0.23376202583312988,0.31757521629333496,0.13891646265983582,0.16218505799770355,0.25661587715148926,0.1138346716761589,0.09164880961179733,0.233318492770195,0.23055878281593323,0.1612802892923355,0.27455443143844604,0.2221667766571045,0.26183074712753296,0.04062153771519661,0.08471795171499252
stages,0.29316213726997375,0.2420339286327362,0.20605161786079407,0.18274828791618347,0.20924478769302368,0.27978867292404175,0.16983558237552643,0.20805062353610992,0.23051205277442932,0.18915748596191406,0.18613369762897491,0.1880870908498764,0.25453487038612366,0.16860392689704895,0.25691351294517517,0.24129167199134827,0.3520624339580536,0.1919679045677185,0.12672165036201477
of,0.733189046382904,0.23126329481601715,0.37755560874938965,0.33290785551071167,0.18112817406654358,1.0,0.18924570083618164,0.1837652176618576,0.41498205065727234,0.4069072902202606,0.2428056299686432,0.41548454761505127,0.33904364705085754,0.3075267970561981,0.5696388483047485,0.5052502155303955,0.3747533857822418,0.20170781016349792,0.1826142966747284
a,0.5829201340675354,0.30519405007362366,0.34897568821907043,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.23026658594608307,0.23574736714363098,0.47537946701049805,0.4508470594882965,0.3128533661365509,0.45503583550453186,0.39883795380592346,0.3864384889602661,0.539380669593811,1.0,0.29175353050231934,0.2477724254131317,0.23916715383529663
saturn,0.24189656972885132,0.3515685796737671,0.1503176987171173,0.12153393030166626,0.0767940953373909,0.19011574983596802,0.17880414426326752,0.27651408314704895,0.22345185279846191,0.24932558834552765,0.18170848488807678,0.18787172436714172,0.18043144047260284,0.13609382510185242,0.16002382338047028,0.20805643498897552,0.17679569125175476,0.21416005492210388,0.1619711071252823
v.,-0.028345759958028793,-0.06228939816355705,0.007442253176122904,0.017213884741067886,0.012451961636543274,-0.02588406391441822,-0.01368208508938551,0.004510884173214436,0.015254751779139042,0.00570128345862031,0.0888456255197525,0.0018978832522407174,0.012143939733505249,0.09923999756574631,-0.03806581720709801,0.008213750086724758,0.09264904260635376,0.02271287329494953,0.13179227709770203
it,0.6251175999641418,0.2710142433643341,0.2910259962081909,0.45803478360176086,0.22145579755306244,0.38761502504348755,0.20741109549999237,0.21364817023277283,0.5921133160591125,0.4577186405658722,0.35388076305389404,0.513711154460907,0.5203388929367065,0.3575260639190674,0.5130809545516968,0.5452592968940735,0.30863916873931885,0.19417105615139008,0.25732165575027466
was,0.48711544275283813,0.304561972618103,0.5927209258079529,0.22111038863658905,0.14348182082176208,0.4069072902202606,0.157419353723526,0.18259575963020325,0.33670201897621155,1.0000001192092896,0.3499848544597626,0.3636345863342285,0.42228707671165466,0.23679393529891968,0.45514053106307983,0.4508470594882965,0.16638538241386414,0.20951420068740845,0.18412111699581146
equipped,0.20846036076545715,0.3036229908466339,0.31845781207084656,0.21546252071857452,0.19346703588962555,0.17041373252868652,0.602870762348175,0.3229377865791321,0.28017953038215637,0.21764908730983734,0.31185978651046753,0.24626833200454712,0.2872281074523926,0.3652392625808716,0.16586562991142273,0.1901039332151413,0.24890264868736267,0.23120053112506866,0.1901935189962387
with,0.4223487675189972,0.2125244289636612,0.4739086329936981,0.2464839518070221,0.1964726597070694,0.41827285289764404,0.22355690598487854,0.17901962995529175,0.4154358208179474,0.27411898970603943,0.24830439686775208,0.4239959120750427,0.36101722717285156,0.3047430217266083,0.4080928862094879,0.3783375024795532,0.3571763038635254,0.13122236728668213,0.2433311939239502
an,0.4207492768764496,0.2846873700618744,0.22327841818332672,0.2821882665157318,0.21485474705696106,0.32280945777893066,0.20522809028625488,0.19089505076408386,0.365763783454895,0.3694365322589874,0.27040615677833557,0.3138085603713989,0.33041056990623474,0.25728896260261536,0.2605783939361572,0.44552403688430786,0.20424599945545197,0.1624951809644699,0.19793890416622162
apollo,0.2169172167778015,0.5026432275772095,0.19647769629955292,0.13561789691448212,0.1257288157939911,0.1786269098520279,0.25731977820396423,0.3547920882701874,0.2014923095703125,0.2306441366672516,0.2173440307378769,0.23190522193908691,0.1851431280374527,0.1717020720243454,0.1461767554283142,0.19996169209480286,0.07958588749170303,0.4094500243663788,0.191528782248497
telescope,0.16737188398838043,0.4357125461101532,0.19430427253246307,0.21897587180137634,0.15101726353168488,0.13012796640396118,0.2781897783279419,0.30067798495292664,0.21043920516967773,0.19778674840927124,0.10235331207513809,0.18619133532047272,0.18793067336082458,0.1643572300672531,0.13710340857505798,0.1750190109014511,0.12960417568683624,0.32712265849113464,0.09989265352487564
mount,0.26066282391548157,0.3356778025627136,0.15119296312332153,0.158494234085083,0.08783304691314697,0.18665535748004913,0.19406580924987793,0.2573143541812897,0.18203958868980408,0.20221182703971863,0.08006540685892105,0.20538730919361115,0.11908592283725739,0.12322744727134705,0.22216229140758514,0.19857937097549438,0.07599616795778275,0.20791693031787872,0.10283114016056061
",",0.4933079481124878,0.29952821135520935,0.35487717390060425,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.21909046173095703,0.25216591358184814,0.4137537479400635,0.45456063747406006,0.2275257259607315,0.44245919585227966,0.39254459738731384,0.3120402991771698,0.5201468467712402,0.427140474319458,0.32220861315727234,0.21226151287555695,0.31091248989105225
the,1.0,0.33710870146751404,0.3875846862792969,0.42745697498321533,0.21819381415843964,0.733189046382904,0.22635069489479065,0.25827547907829285,0.5473989248275757,0.48711544275283813,0.33562925457954407,0.535392165184021,0.4248143136501312,0.3718377649784088,0.6662389636039734,0.5829201340675354,0.36412742733955383,0.22673439979553223,0.22068053483963013
solar,0.2513602674007416,0.38112327456474304,0.13533993065357208,0.19109857082366943,0.160704106092453,0.22685161232948303,0.22271449863910675,0.2569005489349365,0.2528444826602936,0.14261068403720856,0.14492812752723694,0.19946952164173126,0.200868621468544,0.2246316373348236,0.2295871526002884,0.24453456699848175,0.2365504652261734,0.2753436267375946,0.18617206811904907
telescope,0.16737188398838043,0.4357125461101532,0.19430427253246307,0.21897587180137634,0.15101726353168488,0.13012796640396118,0.2781897783279419,0.30067798495292664,0.21043920516967773,0.19778674840927124,0.10235331207513809,0.18619133532047272,0.18793067336082458,0.1643572300672531,0.13710340857505798,0.1750190109014511,0.12960417568683624,0.32712265849113464,0.09989265352487564
that,0.5473989248275757,0.30542173981666565,0.4407361149787903,0.6297725439071655,0.25817251205444336,0.41498205065727234,0.2903226315975189,0.30745911598205566,1.0,0.33670201897621155,0.4945879280567169,0.5436353087425232,0.6036020517349243,0.37621384859085083,0.435920387506485,0.47537946701049805,0.4608689844608307,0.1697317510843277,0.32716336846351624
would,0.4133751392364502,0.28034377098083496,0.5436059832572937,0.45766422152519226,0.13977667689323425,0.3353942930698395,0.24397262930870056,0.2763496935367584,0.5895259380340576,0.41663143038749695,0.5345154404640198,0.5965728163719177,0.5202695727348328,0.35597336292266846,0.30461156368255615,0.398599237203598,0.28642526268959045,0.19374151527881622,0.37178951501846313
have,0.40389683842658997,0.23909451067447662,0.6263401508331299,0.39808809757232666,0.242574080824852,0.3802283704280853,0.2735784351825714,0.25029677152633667,0.6182622313499451,0.2863433063030243,0.3055744767189026,0.4544740617275238,0.5760743618011475,0.3086531162261963,0.36843645572662354,0.338716596364975,0.5267002582550049,0.13836875557899475,0.32991164922714233
been,0.3563927710056305,0.22294478118419647,0.6048885583877563,0.2567804455757141,0.19062602519989014,0.31685134768486023,0.20755109190940857,0.19241900742053986,0.4152003228664398,0.518218457698822,0.24003849923610687,0.34945759177207947,0.5304332375526428,0.2855360507965088,0.3515113592147827,0.3315402865409851,0.3274359405040741,0.16451847553253174,0.24354910850524902
used,0.3718377649784088,0.16134604811668396,0.2477826625108719,0.27546408772468567,0.30943769216537476,0.3075267970561981,0.3746223747730255,0.26811522245407104,0.37621384859085083,0.23679393529891968,0.3874214291572571,0.40058770775794983,0.3731876611709595,0.9999998807907104,0.3090210556983948,0.3864384889602661,0.4402783513069153,0.11525200307369232,0.22430120408535004
on,0.5107308030128479,0.29204991459846497,0.36692994832992554,0.34226128458976746,0.2118636518716812,0.3966929316520691,0.20764270424842834,0.36152076721191406,0.42569106817245483,0.3909217119216919,0.2938857078552246,0.41031414270401,0.37900757789611816,0.24785758554935455,0.46853652596473694,0.3848365545272827,0.3056946098804474,0.21317659318447113,0.2714994251728058
the,1.0,0.33710870146751404,0.3875846862792969,0.42745697498321533,0.21819381415843964,0.733189046382904,0.22635069489479065,0.25827547907829285,0.5473989248275757,0.48711544275283813,0.33562925457954407,0.535392165184021,0.4248143136501312,0.3718377649784088,0.6662389636039734,0.5829201340675354,0.36412742733955383,0.22673439979553223,0.22068053483963013
apollo,0.2169172167778015,0.5026432275772095,0.19647769629955292,0.13561789691448212,0.1257288157939911,0.1786269098520279,0.25731977820396423,0.3547920882701874,0.2014923095703125,0.2306441366672516,0.2173440307378769,0.23190522193908691,0.1851431280374527,0.1717020720243454,0.1461767554283142,0.19996169209480286,0.07958588749170303,0.4094500243663788,0.191528782248497
telescope,0.16737188398838043,0.4357125461101532,0.19430427253246307,0.21897587180137634,0.15101726353168488,0.13012796640396118,0.2781897783279419,0.30067798495292664,0.21043920516967773,0.19778674840927124,0.10235331207513809,0.18619133532047272,0.18793067336082458,0.1643572300672531,0.13710340857505798,0.1750190109014511,0.12960417568683624,0.32712265849113464,0.09989265352487564
missions,0.26288601756095886,0.4605284631252289,0.2464783489704132,0.21898438036441803,0.1386045664548874,0.2598918080329895,0.3100040555000305,0.39591455459594727,0.20651644468307495,0.1960911750793457,0.27572065591812134,0.29123765230178833,0.16492660343647003,0.21358942985534668,0.2733149528503418,0.2459585964679718,0.2586004137992859,0.8248506784439087,0.21422071754932404
.,0.5934505462646484,0.3288629353046417,0.37348684668540955,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.19206763803958893,0.2483542561531067,0.4460422694683075,0.40146201848983765,0.28389450907707214,0.4645031690597534,0.4383580684661865,0.33111312985420227,0.5591574311256409,0.50484299659729,0.31511759757995605,0.2227463275194168,0.4130953550338745
