,what,letter,did,washington,present,to,saint-pierre,?
over,0.28007611632347107,0.07820785790681839,0.2535076439380646,0.20083557069301605,0.18575294315814972,0.38635820150375366,0.16940781474113464,0.25742942094802856
dinner,0.2525511384010315,0.22535577416419983,0.18271605670452118,0.15979354083538055,0.11363612860441208,0.1574382483959198,0.19704487919807434,0.2127307951450348
",",0.3087472915649414,0.2439996749162674,0.3015086054801941,0.25230398774147034,0.267320841550827,0.44245919585227966,0.24427109956741333,0.31091248989105225
washington,0.1399664729833603,0.14876452088356018,0.19649098813533783,1.0,0.15647880733013153,0.24971476197242737,0.25379306077957153,0.157786026597023
presented,0.23381416499614716,0.18162669241428375,0.24108581244945526,0.1828746497631073,0.43257102370262146,0.24592746794223785,0.16961584985256195,0.17025142908096313
saint-pierre,0.20897893607616425,0.19340454041957855,0.15310038626194,0.25379306077957153,0.12393761426210403,0.20305363833904266,1.0,0.22262676060199738
with,0.2464839518070221,0.20855556428432465,0.25472134351730347,0.1870277225971222,0.20671819150447845,0.4239959120750427,0.18711508810520172,0.2433311939239502
the,0.42745697498321533,0.26056721806526184,0.34736719727516174,0.24987076222896576,0.2829846143722534,0.535392165184021,0.27884984016418457,0.22068053483963013
letter,0.18726862967014313,1.0000001192092896,0.182692289352417,0.14876452088356018,0.11681296676397324,0.19918757677078247,0.19340454041957855,0.14808706939220428
from,0.2737620174884796,0.14951543509960175,0.20248863101005554,0.19271650910377502,0.20334279537200928,0.4069952368736267,0.1505175679922104,0.19969791173934937
dinwiddie,0.1934322863817215,0.20509858429431915,0.26877668499946594,0.3947548270225525,0.22638742625713348,0.2388167828321457,0.3097517490386963,0.14249292016029358
demanding,0.23580121994018555,0.1936255395412445,0.3604845106601715,0.19445347785949707,0.16089151799678802,0.37412571907043457,0.15272757411003113,0.11861293762922287
an,0.2821882665157318,0.15165606141090393,0.22598257660865784,0.12979181110858917,0.15929816663265228,0.3138085603713989,0.15874388813972473,0.19793890416622162
immediate,0.3414689600467682,0.1543256938457489,0.29804933071136475,0.21513067185878754,0.2434197962284088,0.38386404514312744,0.1720452457666397,0.2325933575630188
french,0.17393042147159576,0.16100941598415375,0.1584041714668274,0.2037568986415863,0.06416507065296173,0.1713797152042389,0.49428945779800415,0.1386883556842804
withdrawal,0.23945844173431396,0.10451234132051468,0.23112821578979492,0.12124704569578171,0.15051376819610596,0.27148857712745667,0.1536095291376114,0.11406612396240234
from,0.2737620174884796,0.14951543509960175,0.20248863101005554,0.19271650910377502,0.20334279537200928,0.4069952368736267,0.1505175679922104,0.19969791173934937
the,0.42745697498321533,0.26056721806526184,0.34736719727516174,0.24987076222896576,0.2829846143722534,0.535392165184021,0.27884984016418457,0.22068053483963013
ohio,0.10887482017278671,0.10284475237131119,0.11018496751785278,0.36489933729171753,0.10428038239479065,0.1818198561668396,0.14859947562217712,0.10064033418893814
country,0.22705033421516418,0.19247113168239594,0.24348343908786774,0.14195987582206726,0.15126922726631165,0.31281599402427673,0.1358250230550766,0.12647280097007751
.,0.3567904531955719,0.2643651068210602,0.35288307070732117,0.285391241312027,0.23765113949775696,0.4645031690597534,0.26225924491882324,0.4130953550338745
