,how,many,people,were,lost,in,algiers,during,1620-21,?
algiers,0.07033425569534302,0.1817278265953064,0.2784107029438019,0.253303200006485,0.17516110837459564,0.314537912607193,1.0,0.2707875370979309,-0.12299615144729614,0.0904962345957756
lost,0.15881673991680145,0.2272789478302002,0.17937597632408142,0.283426433801651,0.9999998807907104,0.3167656362056732,0.17516110837459564,0.2985616624355316,-0.09377394616603851,0.15261413156986237
30,-0.0035910264123231173,0.09108389914035797,0.053928397595882416,0.10440058261156082,0.0023987297900021076,-0.005278158001601696,0.005717091262340546,-0.029752081260085106,-0.09899056702852249,-0.08261742442846298
to,0.44169697165489197,0.40243685245513916,0.37275731563568115,0.31913647055625916,0.23270919919013977,0.45010748505592346,0.19388245046138763,0.2828781306743622,0.03447512537240982,0.29463258385658264
50,0.014565115794539452,-0.037946149706840515,-0.06115209683775902,0.025104328989982605,0.14340931177139282,0.021892361342906952,0.0012180954217910767,0.07054752856492996,0.021770436316728592,0.030512850731611252
thousand,0.22628572583198547,0.4007153809070587,0.2541821002960205,0.29378730058670044,0.1610928475856781,0.246027871966362,0.23155292868614197,0.15014295279979706,0.006190240383148193,0.15439848601818085
inhabitants,0.08514878153800964,0.1903092861175537,0.36346155405044556,0.24573756754398346,0.2247905433177948,0.29904377460479736,0.3021538555622101,0.17849330604076385,0.06485091149806976,0.1312350630760193
to,0.44169697165489197,0.40243685245513916,0.37275731563568115,0.31913647055625916,0.23270919919013977,0.45010748505592346,0.19388245046138763,0.2828781306743622,0.03447512537240982,0.29463258385658264
it,0.36714982986450195,0.39615920186042786,0.3940119743347168,0.25487732887268066,0.21015265583992004,0.5130809545516968,0.1294350028038025,0.26678937673568726,0.20855845510959625,0.25732165575027466
in,0.2601168751716614,0.41474202275276184,0.39605680108070374,0.3815755248069763,0.3167656362056732,1.0,0.314537912607193,0.4627237319946289,-0.03689773380756378,0.20430970191955566
1620–21,0.081688791513443,0.14164946973323822,0.13164572417736053,0.09484174102544785,0.05790206417441368,0.09419337660074234,0.0406537726521492,-0.017707467079162598,0.1886194944381714,0.12106409668922424
",",0.22659391164779663,0.40610817074775696,0.36644625663757324,0.36755475401878357,0.26788443326950073,0.5201468467712402,0.26554498076438904,0.3225448727607727,0.05604636296629906,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.3016039729118347,0.42175528407096863,0.25558507442474365,0.4954058527946472,0.22834840416908264,0.36462149024009705,0.018422400578856468,0.20544172823429108
again,0.31300485134124756,0.30055156350135803,0.21825742721557617,0.2806735932826996,0.3738987147808075,0.3318929970264435,0.18331274390220642,0.4013829529285431,0.028939444571733475,0.2679590880870819
in,0.2601168751716614,0.41474202275276184,0.39605680108070374,0.3815755248069763,0.3167656362056732,1.0,0.314537912607193,0.4627237319946289,-0.03689773380756378,0.20430970191955566
1654–57,0.1355438530445099,0.19089427590370178,0.06962587684392929,0.158668652176857,0.20782765746116638,0.06082890182733536,0.15686604380607605,0.12658487260341644,-0.08792396634817123,-0.01138357911258936
",",0.22659391164779663,0.40610817074775696,0.36644625663757324,0.36755475401878357,0.26788443326950073,0.5201468467712402,0.26554498076438904,0.3225448727607727,0.05604636296629906,0.31091248989105225
1665,-0.07712379097938538,-0.127790167927742,0.01226392574608326,-0.05976984277367592,-0.0105635616928339,0.01724664308130741,0.20517705380916595,-0.02941274642944336,0.01158861257135868,0.10857430845499039
",",0.22659391164779663,0.40610817074775696,0.36644625663757324,0.36755475401878357,0.26788443326950073,0.5201468467712402,0.26554498076438904,0.3225448727607727,0.05604636296629906,0.31091248989105225
1691,0.15211495757102966,0.24138367176055908,0.24830971658229828,0.26217177510261536,0.18957582116127014,0.3105296194553375,0.230128213763237,0.2816859781742096,-0.08203469961881638,0.10182241350412369
",",0.22659391164779663,0.40610817074775696,0.36644625663757324,0.36755475401878357,0.26788443326950073,0.5201468467712402,0.26554498076438904,0.3225448727607727,0.05604636296629906,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.3016039729118347,0.42175528407096863,0.25558507442474365,0.4954058527946472,0.22834840416908264,0.36462149024009705,0.018422400578856468,0.20544172823429108
1740–42,0.07898495346307755,0.13130053877830505,0.14697296917438507,0.18437190353870392,0.27431720495224,0.17117063701152802,0.22380287945270538,0.1870981603860855,-0.13550792634487152,0.12408182770013809
.,0.3287222981452942,0.3974229395389557,0.33118996024131775,0.3378238379955292,0.2800092399120331,0.5591574311256409,0.19293904304504395,0.3485563397407532,0.08660911023616791,0.4130953550338745
