,which,video,gaming,company,debuted,their,ad,for,the,first,time,during,super,bowl,50,?
it,0.616637647151947,0.20287273824214935,0.1937931478023529,0.3082790970802307,0.22073976695537567,0.3067983090877533,0.20261158049106598,0.32171204686164856,0.6251175999641418,0.3491429388523102,0.3375589847564697,0.26678937673568726,0.19638319313526154,0.1748591959476471,-0.05556609109044075,0.25732165575027466
was,0.2830964922904968,0.2250826209783554,0.2238471657037735,0.2293137013912201,0.3357197344303131,0.2396296262741089,0.22054366767406464,0.3863949179649353,0.48711544275283813,0.5022147297859192,0.3641340136528015,0.4470829963684082,0.21420986950397491,0.21915455162525177,-0.0011744623770937324,0.18412111699581146
also,0.6566565632820129,0.24923039972782135,0.20340824127197266,0.21313920617103577,0.22665639221668243,0.4181114733219147,0.1446426957845688,0.5373267531394958,0.6021018624305725,0.43768298625946045,0.385476291179657,0.4275238513946533,0.27527010440826416,0.2647361755371094,0.024839751422405243,0.21848613023757935
the,0.6521818041801453,0.2506899833679199,0.2513274848461151,0.26591673493385315,0.28418588638305664,0.516537070274353,0.24233382940292358,0.4739971458911896,1.0,0.49448907375335693,0.43061500787734985,0.4838213622570038,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
final,0.27655747532844543,0.22194622457027435,0.13728100061416626,0.07612226158380508,0.19233809411525726,0.2108406126499176,0.12888769805431366,0.25346213579177856,0.3543182611465454,0.4008927345275879,0.2040688395500183,0.27407360076904297,0.18389330804347992,0.2308216542005539,0.07572761923074722,0.17315025627613068
year,0.242343008518219,0.18976864218711853,0.13231393694877625,0.1253320872783661,0.30176782608032227,0.20591455698013306,0.21771904826164246,0.29294124245643616,0.3609684407711029,0.3099139928817749,0.41097521781921387,0.3447895348072052,0.20762673020362854,0.22878921031951904,-0.02098737843334675,0.18315006792545319
that,0.6894589066505432,0.2561377286911011,0.28051018714904785,0.22723333537578583,0.13997265696525574,0.4266771972179413,0.22409899532794952,0.4137635827064514,0.5473989248275757,0.3482176661491394,0.388528436422348,0.31487685441970825,0.18258553743362427,0.10987387597560883,-0.014119508676230907,0.32716336846351624
doritos,0.2913173735141754,0.2411736696958542,0.272907555103302,0.1841714084148407,0.24708291888237,0.20420221984386444,0.1696394979953766,0.21739260852336884,0.2968476712703705,0.2668403685092926,0.26243799924850464,0.21939583122730255,0.21040309965610504,0.15428942441940308,0.035745952278375626,0.2596014738082886
",",0.3658004403114319,0.19700543582439423,0.19718313217163086,0.2697763442993164,0.23864160478115082,0.3045167922973633,0.21154692769050598,0.4464869201183319,0.4933079481124878,0.34503069519996643,0.3029961884021759,0.3225448727607727,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
a,0.56894451379776,0.23935693502426147,0.22623898088932037,0.22037413716316223,0.22790193557739258,0.29698723554611206,0.1853104531764984,0.44038116931915283,0.5829201340675354,0.4287874400615692,0.3292340338230133,0.30341604351997375,0.26005712151527405,0.19533146917819977,0.034183140844106674,0.23916715383529663
longtime,0.2204979509115219,0.21016624569892883,0.20403677225112915,0.25642478466033936,0.2297581434249878,0.2501727044582367,0.06323424726724625,0.29208657145500183,0.2717287242412567,0.19378933310508728,0.27480313181877136,0.2860596179962158,0.13511623442173004,0.13373984396457672,-0.029378850013017654,0.07657656818628311
sponsor,0.21365050971508026,0.14125850796699524,0.2780016362667084,0.3738391101360321,0.2514733076095581,0.20181888341903687,0.08497006446123123,0.2795473039150238,0.251558393239975,0.2641274929046631,0.16572266817092896,0.15347974002361298,0.15293210744857788,0.14598821103572845,0.08856915682554245,0.10142356157302856
of,0.5011631846427917,0.20452004671096802,0.21337930858135223,0.20467796921730042,0.18094587326049805,0.4329940676689148,0.1761893332004547,0.4185989499092102,0.733189046382904,0.3536086082458496,0.35127586126327515,0.3869180977344513,0.14718765020370483,0.2243070751428604,0.006577443331480026,0.1826142966747284
