,the,sieve,of,eratosthenes,would,not,be,valid,if,what,were,true,?
similarly,0.33859682083129883,0.2910948693752289,0.29464200139045715,0.2853434979915619,0.31410351395606995,0.3619605004787445,0.39588695764541626,0.22123360633850098,0.3354603052139282,0.2804308831691742,0.29833853244781494,0.23937276005744934,0.23036029934883118
",",0.4933079481124878,0.17480798065662384,0.4946078956127167,0.26014038920402527,0.32586824893951416,0.3769696354866028,0.39254459738731384,0.24272039532661438,0.257730096578598,0.3087472915649414,0.36755475401878357,0.252440869808197,0.31091248989105225
the,1.0,0.236739844083786,0.733189046382904,0.3054516315460205,0.4133751392364502,0.4310511648654938,0.4248143136501312,0.22185127437114716,0.33724796772003174,0.42745697498321533,0.3906462490558624,0.19509610533714294,0.22068053483963013
sieve,0.236739844083786,1.0,0.2222577929496765,0.38099363446235657,0.2133198231458664,0.2772218585014343,0.3427027463912964,0.17372749745845795,0.31722551584243774,0.2748502194881439,0.16171522438526154,0.22973062098026276,0.14764533936977386
of,0.733189046382904,0.2222577929496765,1.0,0.3415881097316742,0.3353942930698395,0.3307090103626251,0.33904364705085754,0.2542297840118408,0.2557544410228729,0.33290785551071167,0.34038281440734863,0.21835467219352722,0.1826142966747284
eratosthenes,0.3054516315460205,0.38099363446235657,0.3415881097316742,1.0,0.223709836602211,0.2124970704317093,0.26602035760879517,0.26590442657470703,0.32890382409095764,0.3025607466697693,0.2685861587524414,0.27047479152679443,0.15444022417068481
would,0.4133751392364502,0.2133198231458664,0.3353942930698395,0.223709836602211,1.0000001192092896,0.5854519605636597,0.5202695727348328,0.31406205892562866,0.5543612837791443,0.45766422152519226,0.37426912784576416,0.2527487874031067,0.37178951501846313
not,0.4310511648654938,0.2772218585014343,0.3307090103626251,0.2124970704317093,0.5854519605636597,0.9999999403953552,0.5788898468017578,0.41398483514785767,0.6100378632545471,0.5449194312095642,0.33318549394607544,0.40805140137672424,0.41942933201789856
work,0.2704800069332123,0.2921389937400818,0.23473061621189117,0.2906329929828644,0.3312954604625702,0.3568844795227051,0.34449198842048645,0.21672764420509338,0.3051113784313202,0.3762225806713104,0.23814889788627625,0.19431476294994354,0.2621155381202698
correctly,0.3099958002567291,0.30794623494148254,0.1631389856338501,0.2900766134262085,0.3731266260147095,0.4593215584754944,0.4099086821079254,0.384663462638855,0.5195592045783997,0.41690006852149963,0.1939215362071991,0.2814718782901764,0.36838996410369873
if,0.33724796772003174,0.31722551584243774,0.2557544410228729,0.32890382409095764,0.5543612837791443,0.6100378632545471,0.5628611445426941,0.4773995280265808,1.0,0.5277165174484253,0.1688997447490692,0.406447172164917,0.4441644251346588
1,-0.1554475575685501,-0.06526822596788406,-0.09473495930433273,-0.1943940818309784,-0.33511853218078613,-0.31168678402900696,-0.2923636734485626,-0.28520020842552185,-0.3333838880062103,-0.21266892552375793,-0.20452795922756195,-0.2186937779188156,-0.249979168176651
were,0.3906462490558624,0.16171522438526154,0.34038281440734863,0.2685861587524414,0.37426912784576416,0.33318549394607544,0.4064064621925354,0.16589875519275665,0.1688997447490692,0.22298263013362885,1.0000001192092896,0.17074339091777802,0.17890112102031708
considered,0.4028765559196472,0.1263202577829361,0.4190242290496826,0.22133296728134155,0.37682145833969116,0.41997629404067993,0.41927069425582886,0.27399206161499023,0.2923738658428192,0.2834889590740204,0.2681999206542969,0.2815781533718109,0.19909770786762238
a,0.5829201340675354,0.211503267288208,0.5052502155303955,0.25966212153434753,0.398599237203598,0.3791346549987793,0.39883795380592346,0.24365109205245972,0.41272827982902527,0.3320399522781372,0.17203083634376526,0.18508830666542053,0.23916715383529663
prime,0.19960100948810577,0.18466857075691223,0.23935265839099884,0.3198402225971222,0.16885465383529663,0.12917746603488922,0.14576895534992218,0.14302127063274384,0.09983985871076584,0.15586113929748535,0.11367364972829819,0.1760728508234024,0.11276303976774216
:,-0.03403344005346298,-0.01992236264050007,-0.08807745575904846,-0.03374362736940384,-0.09726555645465851,-0.09143596887588501,-0.09417453408241272,-0.07137420028448105,-0.07505649328231812,-0.12022944539785385,-0.04773278534412384,-0.09678831696510315,-0.07156077772378922
a,0.5829201340675354,0.211503267288208,0.5052502155303955,0.25966212153434753,0.398599237203598,0.3791346549987793,0.39883795380592346,0.24365109205245972,0.41272827982902527,0.3320399522781372,0.17203083634376526,0.18508830666542053,0.23916715383529663
modified,0.25787946581840515,0.1728801131248474,0.19437947869300842,0.2012438327074051,0.2878114879131317,0.3362479507923126,0.3497602045536041,0.2268703728914261,0.28032955527305603,0.1667574942111969,0.24391725659370422,0.2053028792142868,0.2008686512708664
version,0.27268242835998535,0.14226177334785461,0.14166875183582306,0.15020929276943207,0.21388502418994904,0.2745894491672516,0.2937901020050049,0.12965258955955505,0.20411959290504456,0.20755547285079956,0.19237180054187775,0.1290329545736313,0.2573966085910797
of,0.733189046382904,0.2222577929496765,1.0,0.3415881097316742,0.3353942930698395,0.3307090103626251,0.33904364705085754,0.2542297840118408,0.2557544410228729,0.33290785551071167,0.34038281440734863,0.21835467219352722,0.1826142966747284
the,1.0,0.236739844083786,0.733189046382904,0.3054516315460205,0.4133751392364502,0.4310511648654938,0.4248143136501312,0.22185127437114716,0.33724796772003174,0.42745697498321533,0.3906462490558624,0.19509610533714294,0.22068053483963013
sieve,0.236739844083786,1.0,0.2222577929496765,0.38099363446235657,0.2133198231458664,0.2772218585014343,0.3427027463912964,0.17372749745845795,0.31722551584243774,0.2748502194881439,0.16171522438526154,0.22973062098026276,0.14764533936977386
that,0.5473989248275757,0.297914981842041,0.41498205065727234,0.2961008548736572,0.5895259380340576,0.6600887179374695,0.6036020517349243,0.3722570836544037,0.5634250640869141,0.6297725439071655,0.35517072677612305,0.393152117729187,0.32716336846351624
considers,0.3659789562225342,0.1177670806646347,0.38215962052345276,0.2644929885864258,0.4321870803833008,0.3932878375053406,0.38631290197372437,0.2917407155036926,0.32630735635757446,0.3797418773174286,0.2479366958141327,0.2944841682910919,0.28599849343299866
1,-0.1554475575685501,-0.06526822596788406,-0.09473495930433273,-0.1943940818309784,-0.33511853218078613,-0.31168678402900696,-0.2923636734485626,-0.28520020842552185,-0.3333838880062103,-0.21266892552375793,-0.20452795922756195,-0.2186937779188156,-0.249979168176651
as,0.48381632566452026,0.22090579569339752,0.3886612355709076,0.21704526245594025,0.3824005722999573,0.5105602741241455,0.5230465531349182,0.192081481218338,0.3354816734790802,0.31749409437179565,0.3025437891483307,0.1899949461221695,0.27043893933296204
prime,0.19960100948810577,0.18466857075691223,0.23935265839099884,0.3198402225971222,0.16885465383529663,0.12917746603488922,0.14576895534992218,0.14302127063274384,0.09983985871076584,0.15586113929748535,0.11367364972829819,0.1760728508234024,0.11276303976774216
would,0.4133751392364502,0.2133198231458664,0.3353942930698395,0.223709836602211,1.0000001192092896,0.5854519605636597,0.5202695727348328,0.31406205892562866,0.5543612837791443,0.45766422152519226,0.37426912784576416,0.2527487874031067,0.37178951501846313
eliminate,0.21384422481060028,0.1185138002038002,0.19337162375450134,0.06580789387226105,0.30951881408691406,0.24447281658649445,0.27988362312316895,0.21778009831905365,0.2709791958332062,0.2681068480014801,0.1933041214942932,0.14839626848697662,0.15439270436763763
all,0.4860881567001343,0.19435793161392212,0.42798417806625366,0.19524769484996796,0.41205164790153503,0.4974499046802521,0.42151448130607605,0.30490660667419434,0.40880489349365234,0.41981086134910583,0.4387909770011902,0.2953588366508484,0.29575422406196594
multiples,0.21459829807281494,0.28972768783569336,0.23970060050487518,0.3585277497768402,0.24850957095623016,0.28132757544517517,0.30630093812942505,0.32074740529060364,0.33742621541023254,0.21492676436901093,0.23757725954055786,0.2996535897254944,0.16143013536930084
of,0.733189046382904,0.2222577929496765,1.0,0.3415881097316742,0.3353942930698395,0.3307090103626251,0.33904364705085754,0.2542297840118408,0.2557544410228729,0.33290785551071167,0.34038281440734863,0.21835467219352722,0.1826142966747284
1,-0.1554475575685501,-0.06526822596788406,-0.09473495930433273,-0.1943940818309784,-0.33511853218078613,-0.31168678402900696,-0.2923636734485626,-0.28520020842552185,-0.3333838880062103,-0.21266892552375793,-0.20452795922756195,-0.2186937779188156,-0.249979168176651
(,0.33289089798927307,0.1722661554813385,0.35032153129577637,0.21416212618350983,0.21630488336086273,0.2710699737071991,0.2349044382572174,0.2088533192873001,0.26899856328964233,0.2411840260028839,0.14743882417678833,0.24057362973690033,0.40561532974243164
that,0.5473989248275757,0.297914981842041,0.41498205065727234,0.2961008548736572,0.5895259380340576,0.6600887179374695,0.6036020517349243,0.3722570836544037,0.5634250640869141,0.6297725439071655,0.35517072677612305,0.393152117729187,0.32716336846351624
is,0.5823672413825989,0.23733966052532196,0.4854315221309662,0.23531992733478546,0.33626067638397217,0.3776007890701294,0.4819129705429077,0.21916444599628448,0.30927813053131104,0.28837618231773376,0.29386836290359497,0.20448307693004608,0.22961433231830597
",",0.4933079481124878,0.17480798065662384,0.4946078956127167,0.26014038920402527,0.32586824893951416,0.3769696354866028,0.39254459738731384,0.24272039532661438,0.257730096578598,0.3087472915649414,0.36755475401878357,0.252440869808197,0.31091248989105225
all,0.4860881567001343,0.19435793161392212,0.42798417806625366,0.19524769484996796,0.41205164790153503,0.4974499046802521,0.42151448130607605,0.30490660667419434,0.40880489349365234,0.41981086134910583,0.4387909770011902,0.2953588366508484,0.29575422406196594
other,0.44152235984802246,0.2752222716808319,0.38583824038505554,0.15703073143959045,0.37565508484840393,0.4341118037700653,0.4629868268966675,0.26554200053215027,0.3864276111125946,0.341873437166214,0.4041554927825928,0.21351274847984314,0.24682199954986572
numbers,0.293011337518692,0.24343030154705048,0.228018656373024,0.3694375157356262,0.27861475944519043,0.3080960810184479,0.2776923179626465,0.29420164227485657,0.300189733505249,0.24586999416351318,0.31236323714256287,0.2958272099494934,0.19297972321510315
),0.3456730246543884,0.19999520480632782,0.3680361211299896,0.2283525913953781,0.2093871831893921,0.2718011736869812,0.24578070640563965,0.2166757434606552,0.2878422141075134,0.26259949803352356,0.1566188633441925,0.25102391839027405,0.42300865054130554
and,0.5171257257461548,0.25018563866615295,0.5116966962814331,0.2626268267631531,0.34921059012413025,0.39099299907684326,0.41766801476478577,0.20461980998516083,0.3498523235321045,0.31309178471565247,0.42175528407096863,0.26214879751205444,0.20544172823429108
produce,0.23457570374011993,0.3205587863922119,0.19541172683238983,0.21910324692726135,0.2754070460796356,0.3488597273826599,0.35276663303375244,0.17171303927898407,0.32501018047332764,0.1685742735862732,0.18991003930568695,0.20947504043579102,0.19229066371917725
