,what,were,the,saxon,palace,and,brühl,palace,in,prewar,warsaw,?
warsaw,0.10373849421739578,0.18216076493263245,0.23137180507183075,0.19327090680599213,0.25637224316596985,0.2083624005317688,0.36184585094451904,0.25637224316596985,0.22642600536346436,0.17971156537532806,1.0,0.09769917279481888
’,-0.01733604073524475,-0.06965887546539307,-0.04090067744255066,0.1285363733768463,-0.03286655992269516,-0.0002844194823410362,0.09280227869749069,-0.03286655992269516,-0.04677301645278931,-0.037965960800647736,-0.008294658735394478,0.045561522245407104
s,0.3634900748729706,0.24728383123874664,0.46610721945762634,0.13426364958286285,0.18433037400245667,0.36742347478866577,0.18241335451602936,0.18433037400245667,0.3340029716491699,0.20894920825958252,0.16426822543144226,0.25130221247673035
municipal,0.1597214788198471,0.08896718174219131,0.18049848079681396,0.11073341220617294,0.21953317523002625,0.21212786436080933,0.2505335211753845,0.21953317523002625,0.2275012582540512,0.12508980929851532,0.13384227454662323,0.10536540299654007
government,0.28074538707733154,0.27806493639945984,0.31798112392425537,0.16722647845745087,0.24359388649463654,0.2859337627887726,0.20686541497707367,0.24359388649463654,0.3066793978214264,0.31798380613327026,0.1869036853313446,0.18851417303085327
authorities,0.23251837491989136,0.3609226942062378,0.2784515917301178,0.2060956358909607,0.16313333809375763,0.2857656180858612,0.141623854637146,0.16313333809375763,0.2868952453136444,0.27366432547569275,0.19214528799057007,0.17285770177841187
have,0.39808809757232666,0.5193349123001099,0.40389683842658997,0.15758860111236572,0.12317122519016266,0.4711785912513733,0.0943482369184494,0.12317122519016266,0.36843645572662354,0.2385629564523697,0.14431846141815186,0.32991164922714233
decided,0.3212295174598694,0.3337101638317108,0.37534645199775696,0.12544108927249908,0.17915694415569305,0.2995150089263916,0.22856701910495758,0.17915694415569305,0.30060529708862305,0.23151560127735138,0.18078581988811493,0.258772075176239
to,0.455847829580307,0.31913647055625916,0.535392165184021,0.1913498193025589,0.1622222661972046,0.48971283435821533,0.18584561347961426,0.1622222661972046,0.45010748505592346,0.20846031606197357,0.1953994333744049,0.29463258385658264
rebuild,0.24502845108509064,0.2522357106208801,0.30253851413726807,0.13255436718463898,0.3280993103981018,0.22636805474758148,0.24272243678569794,0.3280993103981018,0.24307963252067566,0.3072996437549591,0.2386600524187088,0.11057925969362259
the,0.42745697498321533,0.3906462490558624,1.0,0.26529496908187866,0.25955939292907715,0.5171257257461548,0.32650166749954224,0.25955939292907715,0.6662389636039734,0.35502389073371887,0.23137180507183075,0.22068053483963013
saxon,0.19151967763900757,0.1896839588880539,0.26529496908187866,1.0,0.17224545776844025,0.2217492312192917,0.3222843408584595,0.17224545776844025,0.20249444246292114,0.1722681224346161,0.19327090680599213,0.14814330637454987
