,what,was,william,johnson,'s,role,in,british,military,?
the,0.42745697498321533,0.48711544275283813,0.21537061035633087,0.2214501053094864,-0.01540423184633255,0.26607486605644226,0.6662389636039734,0.28973397612571716,0.2290858030319214,0.22068053483963013
british,0.19255435466766357,0.31934812664985657,0.21299338340759277,0.17436067759990692,0.06352180242538452,0.21981215476989746,0.23084034025669098,1.0,0.25965484976768494,0.09711728990077972
superintendent,0.17211037874221802,0.33779042959213257,0.31685158610343933,0.29971224069595337,-0.016589444130659103,0.2548362612724304,0.2964814007282257,0.31864017248153687,0.31922921538352966,0.08918596059083939
for,0.3017193675041199,0.3863949179649353,0.1626022756099701,0.20081734657287598,-0.07241261005401611,0.34694939851760864,0.4322226941585541,0.1970057189464569,0.22577130794525146,0.264628142118454
indian,0.18037962913513184,0.23096419870853424,0.15964315831661224,0.1530185490846634,0.13045348227024078,0.1677049696445465,0.17715758085250854,0.40101948380470276,0.23858776688575745,0.09909533709287643
affairs,0.15737071633338928,0.22749462723731995,0.2104523479938507,0.22750698029994965,0.000396561372326687,0.2518053948879242,0.1845564991235733,0.20493194460868835,0.3323892652988434,0.11928717792034149
in,0.30808621644973755,0.45514053106307983,0.21605195105075836,0.20434744656085968,-0.037580832839012146,0.243671715259552,1.0,0.23084034025669098,0.2402431070804596,0.20430970191955566
the,0.42745697498321533,0.48711544275283813,0.21537061035633087,0.2214501053094864,-0.01540423184633255,0.26607486605644226,0.6662389636039734,0.28973397612571716,0.2290858030319214,0.22068053483963013
new,0.2130378633737564,0.2748313844203949,0.20427052676677704,0.14160865545272827,-0.008355522528290749,0.14961616694927216,0.3758552670478821,0.19849099218845367,0.13977086544036865,0.14782847464084625
york,0.15652963519096375,0.2746913433074951,0.2802540957927704,0.26984134316444397,-0.02817569300532341,0.1464061290025711,0.2961827218532562,0.21250510215759277,0.16901659965515137,0.15262620151042938
region,0.2298986315727234,0.19296804070472717,0.10615933686494827,0.02416219376027584,-0.058744437992572784,0.1734827309846878,0.3524819314479828,0.19366995990276337,0.19703708589076996,0.13441751897335052
and,0.31309178471565247,0.3740963041782379,0.2535148561000824,0.24726895987987518,0.06895173341035843,0.2629789710044861,0.4954058527946472,0.325880765914917,0.2530125379562378,0.20544172823429108
beyond,0.3297902047634125,0.13478726148605347,0.13480079174041748,0.1675284057855606,-0.05698573589324951,0.151539146900177,0.2508668303489685,0.09690996259450912,0.16384416818618774,0.1875571459531784
",",0.3087472915649414,0.45456063747406006,0.23339112102985382,0.2783930003643036,-0.0016132977325469255,0.199491485953331,0.5201468467712402,0.25734075903892517,0.2611614465713501,0.31091248989105225
johnson,0.15453879535198212,0.20490223169326782,0.2359471321105957,0.9999999403953552,-0.001078820670954883,0.1494092494249344,0.20434744656085968,0.17436067759990692,0.1577400267124176,0.1463736891746521
was,0.22111038863658905,1.0000001192092896,0.28444796800613403,0.20490223169326782,0.008974763564765453,0.2561398148536682,0.45514053106307983,0.31934812664985657,0.24704936146736145,0.18412111699581146
known,0.20381177961826324,0.35203275084495544,0.16577090322971344,0.10642416030168533,0.008368984796106815,0.38802385330200195,0.32641831040382385,0.22316274046897888,0.10087686777114868,0.18314571678638458
to,0.455847829580307,0.3636345863342285,0.19802416861057281,0.18891119956970215,0.03782717138528824,0.17841029167175293,0.45010748505592346,0.22690963745117188,0.2282337248325348,0.29463258385658264
the,0.42745697498321533,0.48711544275283813,0.21537061035633087,0.2214501053094864,-0.01540423184633255,0.26607486605644226,0.6662389636039734,0.28973397612571716,0.2290858030319214,0.22068053483963013
iroquois,0.20081253349781036,0.1695740669965744,0.20782537758350372,0.2729617953300476,0.11769979447126389,0.1069299504160881,0.20779527723789215,0.2279016226530075,0.25936359167099,0.0784907415509224
as,0.31749409437179565,0.3677520453929901,0.21397505700588226,0.2543390095233917,-0.05775856226682663,0.4036863148212433,0.3887844979763031,0.23103800415992737,0.1877383589744568,0.27043893933296204
warraghiggey,0.2499673068523407,0.3363148272037506,0.31039631366729736,0.3230201303958893,0.013582657091319561,0.24613381922245026,0.2665993571281433,0.26386862993240356,0.31403160095214844,0.2716057598590851
",",0.3087472915649414,0.45456063747406006,0.23339112102985382,0.2783930003643036,-0.0016132977325469255,0.199491485953331,0.5201468467712402,0.25734075903892517,0.2611614465713501,0.31091248989105225
meaning,0.24135559797286987,0.2090936303138733,0.050288449972867966,0.12335485219955444,0.05367003753781319,0.08741395175457001,0.2137773334980011,0.042939692735672,0.1140323206782341,0.20420892536640167
``,0.008517155423760414,-0.012679691426455975,-0.009480093605816364,-0.04800928011536598,-0.03416389226913452,0.02487841621041298,0.04765888676047325,0.01002498995512724,0.134810671210289,0.0685480609536171
he,0.3114890456199646,0.5410010814666748,0.24210993945598602,0.3042779862880707,0.024063590914011,0.2759230136871338,0.41690486669540405,0.20335537195205688,0.2672775089740753,0.2089974731206894
who,0.40942975878715515,0.3318818509578705,0.32068803906440735,0.24895158410072327,0.05599616840481758,0.2767873704433441,0.2792111933231354,0.2666113078594208,0.28924500942230225,0.26220351457595825
does,0.38564667105674744,0.19302551448345184,0.15211626887321472,0.12715554237365723,-0.02895052544772625,0.17792730033397675,0.214483380317688,0.10894544422626495,0.12383507937192917,0.338003009557724
great,0.2562883198261261,0.19652196764945984,0.17755341529846191,0.18159517645835876,-0.014279589988291264,0.13346096873283386,0.23348836600780487,0.16939672827720642,0.14867284893989563,0.13135133683681488
things,0.5577362775802612,0.19326671957969666,0.14670927822589874,0.18457049131393433,0.05455666407942772,0.1971915364265442,0.2694495618343353,0.1568140685558319,0.11559360474348068,0.36181706190109253
.,0.3567904531955719,0.40146201848983765,0.2768123149871826,0.2807205319404602,-0.003708066651597619,0.22067026793956757,0.5591574311256409,0.23159366846084595,0.21794499456882477,0.4130953550338745
'',0.08143015950918198,0.04456103965640068,0.04997596889734268,-0.02111349254846573,-0.04859459400177002,-0.022837141528725624,0.07432962208986282,0.042234957218170166,0.0039025614969432354,0.018684765323996544
