Question ; frequence ; exact_match ; f1 ; pred_in_ans ; loss ; one_of_pred_in_one_of_ans ; inverted_size ; nb_preds ; nb_preds_differentes
 
What / Which NN[*]? ; 3976.0 ; 0.6539235412474849 ; 8.289577868467632 ; 7.494969818913481 ; 28.169014084507044 ; 99.82394366197182 ; 258.8758692324407 ; 54.82545271629779 ; 44.41524144869215
Where? ; 477.0 ; 0.4192872117400419 ; 4.256612244033627 ; 3.5639412997903563 ; 29.769392033542978 ; 99.58071278825996 ; 259.88143216786744 ; 49.310272536687634 ; 39.9853249475891
Other ; 1072.0 ; 0.4664179104477612 ; 7.816001140269391 ; 9.421641791044776 ; 40.11194029850746 ; 99.90671641791045 ; 261.2668097775416 ; 53.3759328358209 ; 43.6259328358209
Who? ; 1185.0 ; 0.16877637130801687 ; 2.6374370709911714 ; 3.1223628691983123 ; 26.075949367088608 ; 100.0 ; 261.4260012020213 ; 55.98059071729958 ; 45.663291139240506
What name / is called? ; 325.0 ; 0.6153846153846154 ; 7.057387057387058 ; 5.538461538461538 ; 25.846153846153847 ; 100.0 ; 254.61428926370675 ; 52.683076923076925 ; 41.96
When / What year? ; 943.0 ; 0.10604453870625663 ; 1.881698482971018 ; 1.9088016967126193 ; 16.96712619300106 ; 98.51537645811241 ; 259.69610897590326 ; 52.72640509013786 ; 42.813361611876985
What VB[*]? ; 1367.0 ; 0.07315288953913679 ; 6.922884222343294 ; 8.485735186539868 ; 37.381126554498906 ; 99.92684711046087 ; 262.27506435472316 ; 50.0680321872714 ; 41.098024871982446
How much / many? ; 757.0 ; 0.7926023778071334 ; 7.733842404562733 ; 6.869220607661823 ; 8.58652575957728 ; 97.35799207397622 ; 258.7522910882146 ; 51.53500660501982 ; 41.88243064729194
How? ; 468.0 ; 0.0 ; 6.632546739966205 ; 8.547008547008547 ; 35.8974358974359 ; 99.35897435897436 ; 262.62221852920743 ; 50.083333333333336 ; 41.01282051282051
MOYENNE TOUT TYPE ; 10570.0 ; 0.42573320719016083 ; 6.526405635432223 ; 6.594134342478713 ; 28.278145695364238 ; 99.54588457899716 ; 259.9884106992916 ; 53.24503311258278 ; 43.295742667928096
